t;Export_Amino_Acids;Export_Nitrates;Export_cytokinins;Unloading_Amino_Acids;Total_Transpiration;Unloading_Sucrose
724;0.07002561;0.13958115;0.02233969;2.33309770;0.00020363;105.43339707
725;0.02896959;0.05543332;0.00884661;2.09028901;0.00008045;95.66638919
726;0.03002207;0.05475020;0.00870081;1.86129493;0.00007888;86.25496369
727;0.03820002;0.06696947;0.01059936;1.67023931;0.00009580;78.24435144
728;0.03197327;0.05438295;0.00857560;1.50300743;0.00007728;71.23156518
729;0.03024100;0.05005485;0.00786382;1.37582289;0.00007066;66.18726064
730;0.02674519;0.04322384;0.00676601;1.25362752;0.00006062;60.70163946
731;0.01848207;0.02923200;0.00455930;1.14043849;0.00004072;55.86962811
732;0.00957626;0.01482741;0.00230406;1.05821649;0.00002051;52.33624385
733;0.00657675;0.00996175;0.00154213;1.00173205;0.00001369;49.91228474
734;0.02017129;0.02991357;0.00461391;0.94853939;0.00004081;47.39324214
735;0.03732882;0.05448966;0.00837836;0.89270382;0.00007389;45.17695530
736;0.03742016;0.05408945;0.00829578;0.84393653;0.00007296;43.01149074
737;0.03746287;0.05367586;0.00821297;0.80591383;0.00007204;40.83263104
738;0.02321418;0.03299367;0.00503724;0.75737110;0.00004407;38.63983329
739;0.01663587;0.02338266;0.00356135;0.72166003;0.00003107;37.01218601
740;0.01693491;0.02351581;0.00357302;0.69218565;0.00003109;35.47532577
741;0.03713844;0.05098606;0.00772931;0.71129049;0.00006707;34.99087663
742;0.09117585;0.12438571;0.01882402;0.80968633;0.00016295;39.73414894
743;0.23875686;0.32778528;0.04958092;1.04072679;0.00042841;50.76246650
744;0.25265806;0.36172892;0.05486303;1.31413399;0.00047392;63.75509442
745;0.47553502;0.71067635;0.10813168;1.77225647;0.00093402;83.72544950
746;0.47532598;0.78877094;0.12105414;2.29623148;0.00104840;105.21464038
747;0.24536166;0.45213242;0.07007429;2.61594246;0.00060885;118.81619107
748;0.10677832;0.20060489;0.03122347;2.63457050;0.00027142;119.84122940
749;0.03866724;0.07037599;0.01095468;2.41030664;0.00009508;110.03188363
750;0.03314597;0.05745365;0.00892536;2.17417477;0.00007726;99.83609920
751;0.02626805;0.04364704;0.00676639;1.88202174;0.00005842;87.55220593
752;0.01719395;0.02753547;0.00425914;1.65530708;0.00003668;77.12870819
753;0.01500470;0.02322747;0.00358434;1.49130782;0.00003078;69.89897731
754;0.01185945;0.01781150;0.00274244;1.31629558;0.00002349;62.37047873
755;0.00912003;0.01333297;0.00204847;1.18022545;0.00001751;56.42335738
756;0.00628003;0.00895932;0.00137364;1.04675179;0.00001171;50.52903754
757;0.00292237;0.00407726;0.00062385;0.91339205;0.00000531;44.58008411
758;0.00000000;0.00000000;0.00000000;0.83718342;0.00000000;41.19194939
759;0.00000000;0.00000000;0.00000000;0.76845470;0.00000000;38.05402170
760;0.00000000;0.00000000;0.00000000;0.68109624;0.00000000;34.13383513
761;0.00000000;0.00000000;0.00000000;0.60336607;0.00000000;30.66846975
762;0.00000000;0.00000000;0.00000000;0.55566770;0.00000000;28.41585857
763;0.00000000;0.00000000;0.00000000;0.50042132;0.00000000;25.80701963
764;0.00372415;0.00463286;0.00069956;0.49002933;0.00000586;25.05611721
765;0.25749531;0.31664971;0.04773630;0.68911135;0.00039906;34.81007269
766;0.62495593;0.80284907;0.12140925;1.18268415;0.00101529;57.06205677
767;0.98497434;1.44651422;0.22105768;1.91058389;0.00185612;84.13122380
768;1.00771877;1.93252110;0.30149470;3.02064486;0.00255464;119.01081247
769;0.69496504;1.89369997;0.30412056;4.20098194;0.00261095;152.60763088
770;0.44430569;1.52826892;0.25261375;5.18978132;0.00219746;180.64054677
771;0.25974007;0.91797519;0.15522197;5.64992149;0.00136433;195.38770161
772;0.08916506;0.27590626;0.04719890;5.24004209;0.00041701;183.72071374
773;0.02500504;0.06358928;0.01087660;4.48000530;0.00009605;159.49620950
774;0.01602422;0.03457345;0.00589034;3.75195611;0.00005189;135.71953374
775;0.02287883;0.04375764;0.00742246;3.20566085;0.00006522;117.85427249
776;0.02841010;0.04973023;0.00840072;2.76088996;0.00007364;103.09761190
777;0.03632447;0.05947522;0.01000733;2.37075525;0.00008751;90.03560130
778;0.03915514;0.06099473;0.01022466;2.06230139;0.00008921;79.60900832
779;0.04556239;0.06827277;0.01140245;1.81822700;0.00009926;71.30101854
780;0.04740671;0.06896566;0.01147728;1.60143468;0.00009969;63.86071986
781;0.04406129;0.06262178;0.01038491;1.41061733;0.00009000;57.20793793
782;0.04023375;0.05607394;0.00926590;1.25686087;0.00008012;51.73748063
783;0.04287171;0.05874210;0.00967179;1.15068145;0.00008343;48.30746986
784;0.03941287;0.05326935;0.00874022;1.04407348;0.00007522;44.40370625
785;0.03981929;0.05315438;0.00869089;0.95666093;0.00007461;41.18538973
786;0.03487797;0.04607106;0.00750730;0.87432909;0.00006429;38.08956218
787;0.03589006;0.04692774;0.00762114;0.82025859;0.00006511;36.07444163
788;0.05052831;0.06549559;0.01060226;0.80075553;0.00009036;34.36681040
789;0.19290647;0.24897551;0.04018974;1.02233914;0.00034174;43.18303262
790;0.22582465;0.30002487;0.04843996;1.29539569;0.00041156;54.80796942
791;0.41391108;0.56880211;0.09192391;1.79418465;0.00078066;75.59721971
792;0.51703198;0.76961972;0.12503576;2.39179827;0.00106365;99.65636474
793;0.61606631;1.02073143;0.16723260;3.13967246;0.00142724;127.64971926
794;0.40064161;0.76221525;0.12645182;3.57487829;0.00108497;144.46935098
795;0.22661020;0.45372818;0.07586997;3.65975191;0.00065302;149.08133476
796;0.15003818;0.29351986;0.04919676;3.47385447;0.00042365;142.93466466
797;0.06180366;0.11534005;0.01932251;3.02610071;0.00016625;126.80542574
798;0.05961520;0.10431441;0.01741339;2.60733984;0.00014946;111.64598901
799;0.06700191;0.11155463;0.01855398;2.25527960;0.00015886;98.51598393
800;0.07309638;0.11741054;0.01946033;1.95668678;0.00016622;87.17467482
801;0.07525371;0.11784100;0.01946763;1.72033265;0.00016589;78.06097936
802;0.08153443;0.12533126;0.02063923;1.52935415;0.00017546;70.78300562
803;0.07299910;0.11087122;0.01820396;1.36276713;0.00015440;64.00095597
804;0.05338319;0.08020544;0.01312831;1.22290464;0.00011109;58.50793117
805;0.04626496;0.06857650;0.01118601;1.11506095;0.00009440;54.26830903
806;0.03975478;0.05816338;0.00945423;1.02749846;0.00007957;50.63990505
807;0.02888060;0.04171788;0.00675713;0.95544088;0.00005671;47.76509101
808;0.02923274;0.04164177;0.00672004;0.88874403;0.00005623;45.08510261
809;0.02894523;0.04073224;0.00654984;0.83070187;0.00005465;42.74029411
810;0.04972660;0.06919977;0.01108887;0.78865286;0.00009224;40.98366236
811;0.09254818;0.12815306;0.02047690;0.75950908;0.00016985;39.65713126
812;0.15445132;0.21527725;0.03433712;0.76485389;0.00028418;38.06881599
813;0.28781003;0.41031068;0.06543070;0.90478373;0.00054070;40.72472885
814;0.46080466;0.69597431;0.11131821;1.18029776;0.00092000;49.88720594
815;0.62923833;1.06068456;0.17094573;1.40435821;0.00141621;57.99319338
816;0.54219056;1.09759772;0.17930230;1.82864863;0.00149344;73.39365427
817;0.48467630;1.16037906;0.19226510;2.45564454;0.00161064;95.80388444
818;0.40998397;1.13271525;0.19058482;3.05437233;0.00160680;116.57637198
819;0.24320067;0.73450715;0.12543675;3.44123899;0.00106417;129.47480529
820;0.11385229;0.33260920;0.05724461;3.43130005;0.00048703;128.81171488
821;0.06546966;0.17204716;0.02962911;3.13393683;0.00025192;118.16837672
822;0.05393275;0.12742259;0.02189743;2.75047876;0.00018581;105.00317657
823;0.04409543;0.09558756;0.01638060;2.38943663;0.00013867;92.94783206
824;0.04412335;0.08915408;0.01522838;2.09670010;0.00012859;82.69450991
825;0.05374778;0.10270770;0.01748616;1.87871942;0.00014726;74.82512275
826;0.05278981;0.09670394;0.01641566;1.67599140;0.00013790;67.92347542
827;0.05095544;0.09013842;0.01525627;1.49698840;0.00012784;61.65784609
828;0.03623300;0.06224170;0.01050399;1.34856713;0.00008779;56.43944947
829;0.02438684;0.04067899;0.00684283;1.22003507;0.00005703;51.82989853
830;0.03008970;0.04875884;0.00817375;1.12178540;0.00006792;48.30537748
831;0.02547898;0.04031261;0.00673653;1.03524371;0.00005582;45.16649741
832;0.03086000;0.04772352;0.00794999;0.95798064;0.00006569;42.31302774
833;0.03142185;0.04768007;0.00792045;0.88496414;0.00006527;39.83169725
834;0.03291652;0.04913008;0.00813999;0.82858774;0.00006690;38.01249193
835;0.03339397;0.04912982;0.00811999;0.76914080;0.00006657;35.97744193
836;0.02685877;0.03900816;0.00643205;0.70589627;0.00005260;33.61353646
837;0.16637653;0.23838846;0.03921447;0.75441490;0.00031984;34.38033764
838;0.19661394;0.28879349;0.04755163;0.84342164;0.00038749;37.80072278
839;0.29428073;0.44646206;0.07364477;1.05659094;0.00059984;46.38241714
840;0.65702191;1.05724321;0.17514803;1.46516153;0.00142769;62.12220271
841;0.75832462;1.46648452;0.24642983;2.21607270;0.00202019;88.95836719
842;0.41390259;1.02992572;0.17677136;3.00420362;0.00146233;115.71539400
843;0.22667299;0.61025921;0.10617885;3.50703427;0.00088313;132.44073340
844;0.09499770;0.24400194;0.04271459;3.59718093;0.00035590;134.68638897
845;0.03476579;0.07974795;0.01395577;3.31799848;0.00011612;123.71316988
846;0.02572901;0.05256524;0.00917049;2.98593866;0.00007609;111.23553149
847;0.01632408;0.03032678;0.00527315;2.60827879;0.00004363;97.44162965
848;0.01333017;0.02290683;0.00396913;2.33644884;0.00003274;87.65076034
849;0.00877303;0.01412643;0.00243942;2.02812999;0.00002007;76.41987777
850;0.00686727;0.01047288;0.00180245;1.81884309;0.00001479;68.76330565
851;0.00228279;0.00332244;0.00056997;1.60843653;0.00000466;61.26519915
852;0.00259284;0.00362232;0.00061944;1.45803976;0.00000505;55.76111270
853;0.00000000;0.00000000;0.00000000;1.34011483;0.00000000;51.51886937
854;0.00000000;0.00000000;0.00000000;1.22959418;0.00000000;47.52980119
855;0.00000000;0.00000000;0.00000000;1.13801783;0.00000000;44.30964951
856;0.00000000;0.00000000;0.00000000;1.05754437;0.00000000;41.49530113
857;0.00000000;0.00000000;0.00000000;0.98857567;0.00000000;38.97666576
858;0.00000000;0.00000000;0.00000000;0.92292122;0.00000000;36.63051488
859;0.00000000;0.00000000;0.00000000;0.86148408;0.00000000;34.34432824
860;0.00000000;0.00000000;0.00000000;0.81278446;0.00000000;32.48999579
861;0.11093261;0.12416124;0.02070075;0.83467287;0.00016508;33.43747978
862;0.22595158;0.25456371;0.04241806;0.94041599;0.00033775;38.10439478
863;0.20020694;0.23252455;0.03880454;1.09706553;0.00030883;45.21939445
864;0.29467912;0.35024047;0.05851575;1.31395763;0.00046539;55.07829526
865;0.38294997;0.47497273;0.07958953;1.60404338;0.00063312;68.06787730
866;0.14018532;0.18491341;0.03113556;1.80219924;0.00024796;77.41244466
867;0.11551787;0.15199190;0.02559430;1.90956236;0.00020357;82.76361202
868;0.06718553;0.08748351;0.01472452;1.90562041;0.00011693;83.13672694
869;0.01119335;0.01425887;0.00239632;1.78880996;0.00001899;78.08814010
870;0.01150409;0.01418481;0.00237763;1.65359416;0.00001879;72.08637373
871;0.00785141;0.00940473;0.00157241;1.51756123;0.00001240;66.05163537
872;0.00801792;0.00935259;0.00155976;1.38890818;0.00001226;60.32553574
873;0.00826566;0.00941562;0.00156644;1.27753166;0.00001229;55.35296421
874;0.00834179;0.00930148;0.00154381;1.16902881;0.00001208;50.51297381
875;0.01308209;0.01430795;0.00236936;1.08809980;0.00001849;46.84821743
876;0.01929808;0.02075404;0.00342953;1.00304151;0.00002670;43.02577085
877;0.02461029;0.02609322;0.00430342;0.93280707;0.00003343;39.82157086
878;0.02466306;0.02583410;0.00425304;0.86677312;0.00003297;36.78052004
879;0.01967120;0.02037567;0.00334863;0.80638571;0.00002591;33.94082357
880;0.01923023;0.01969370;0.00323092;0.74780531;0.00002495;31.20922019
881;0.01436627;0.01455453;0.00238379;0.70105125;0.00001837;28.98641515
882;0.00979570;0.00981564;0.00160497;0.66401253;0.00001234;27.21133907
883;0.01001950;0.00992870;0.00162077;0.62884151;0.00001244;25.56277151
884;0.01546104;0.01516008;0.00247080;0.60832497;0.00001893;24.23847880
885;0.12910695;0.12542366;0.02041148;0.64486802;0.00015616;25.57572745
886;0.32697865;0.32094557;0.05224041;0.76396780;0.00039933;30.27148373
887;0.93025571;0.95518655;0.15595596;1.09523283;0.00119290;42.12144384
888;1.41100756;1.71635036;0.28379545;1.82613122;0.00218248;64.37421461
889;0.73967617;1.26411407;0.21424483;2.68556104;0.00166636;88.70250129
890;0.71006196;1.45303470;0.25070741;3.67533306;0.00196573;115.69017769
891;0.39412830;0.95376517;0.16809663;4.41462895;0.00133085;136.55812607
892;0.08061586;0.19428786;0.03469129;4.55476882;0.00027623;141.07727024
893;0.01342990;0.02785661;0.00497427;4.24311403;0.00003958;131.17324681
894;0.00670487;0.01206476;0.00214849;3.76527538;0.00001706;118.08359056
895;0.00483064;0.00777766;0.00138099;3.28713986;0.00001094;104.58649114
896;0.00263563;0.00388839;0.00068838;2.89436711;0.00000544;93.62641559
897;0.00290693;0.00399469;0.00070511;2.57200656;0.00000556;84.57025122
898;0.00314435;0.00407547;0.00071728;2.27897515;0.00000564;76.27857906
899;0.00000000;0.00000000;0.00000000;2.02118382;0.00000000;68.96824842
900;0.00000000;0.00000000;0.00000000;1.79388549;0.00000000;62.52049008
901;0.00000000;0.00000000;0.00000000;1.58968092;0.00000000;56.52607733
902;0.00000000;0.00000000;0.00000000;1.42411052;0.00000000;51.57459683
903;0.00000000;0.00000000;0.00000000;1.27906980;0.00000000;47.22098749
904;0.00000000;0.00000000;0.00000000;1.17688476;0.00000000;43.74448553
905;0.00000000;0.00000000;0.00000000;1.09120278;0.00000000;40.64724308
906;0.00000000;0.00000000;0.00000000;1.00986380;0.00000000;37.66269184
907;0.00000000;0.00000000;0.00000000;0.93634534;0.00000000;34.90573956
908;0.00000000;0.00000000;0.00000000;0.87984452;0.00000000;32.72454333
909;0.01439742;0.01383695;0.00236435;0.85836511;0.00001813;31.90232573
910;0.05243369;0.04977131;0.00848617;0.88401736;0.00006494;33.05337801
911;0.15977523;0.15080718;0.02567293;0.98426188;0.00019613;37.29077278
912;0.22709339;0.21703705;0.03694831;1.15570835;0.00028200;44.67542073
913;0.25109952;0.24557062;0.04184835;1.38008222;0.00031925;54.62817609
914;0.36560340;0.36679544;0.06259462;1.67454473;0.00047740;67.65032540
915;0.19450572;0.20414286;0.03495045;1.89927872;0.00026674;78.11553122
916;0.06179753;0.06546513;0.01121471;1.96424837;0.00008553;81.62897311
917;0.02256662;0.02348641;0.00401685;1.89376490;0.00003058;79.06985334
918;0.01340835;0.01362721;0.00232531;1.77586499;0.00001766;73.63205919
919;0.01390514;0.01380765;0.00235041;1.63501864;0.00001781;67.16351597
920;0.01438045;0.01398514;0.00237493;1.50545118;0.00001796;61.56686437
921;0.02270800;0.02167215;0.00367163;1.39684376;0.00002770;56.45782150
922;0.03156083;0.02964862;0.00501187;1.29354054;0.00003773;51.62148798
923;0.02412597;0.02237168;0.00377397;1.19275503;0.00002835;47.04790261
924;0.03425317;0.03134792;0.00527688;1.10555627;0.00003956;42.99660799
925;0.03528318;0.03195082;0.00536779;1.03719490;0.00004016;39.58924456
926;0.02668917;0.02393382;0.00401323;0.96688311;0.00002996;36.31194676
927;0.03640884;0.03230865;0.00540676;0.91002592;0.00004029;33.55905264
928;0.04707767;0.04142229;0.00691931;0.86368337;0.00005146;31.22274403
929;0.05715486;0.04996041;0.00833188;0.81601069;0.00006186;28.86605116
930;0.06776632;0.05895502;0.00981754;0.77511204;0.00007278;26.78445050
931;0.06736988;0.05843606;0.00971869;0.73247563;0.00007194;24.71920644
932;0.07754530;0.06706928;0.01114078;0.69739651;0.00008236;22.93389334
933;0.41061932;0.35471689;0.05885949;0.79468365;0.00043463;24.31119047
934;1.16794198;1.06039066;0.17651974;1.17357959;0.00130481;33.23990817
935;0.83585317;0.91570403;0.15454277;1.71297327;0.00114961;45.44369582
936;1.11026315;1.40396896;0.23972925;2.59224523;0.00179292;64.68702474
937;0.69198444;1.10209580;0.19187707;3.47005130;0.00144837;83.63286120
938;0.47697965;0.85396920;0.15090379;4.13434348;0.00114715;97.97701596
939;0.12778050;0.23562652;0.04209395;4.15169008;0.00032163;97.91316310
940;0.15654081;0.26303135;0.04702240;4.05528909;0.00035928;95.59786987
941;0.04867824;0.07607973;0.01361569;3.69151548;0.00010405;86.74545380
942;0.02913531;0.04167939;0.00744420;3.28776540;0.00005680;76.99597221
943;0.03664925;0.04856702;0.00865226;2.78741150;0.00006591;64.99500922
944;0.01671515;0.02088226;0.00371128;2.52524701;0.00002822;58.38651559
945;0.01161229;0.01373547;0.00243443;2.27493971;0.00001848;52.23046609
946;0.01729020;0.01949994;0.00344672;2.02529944;0.00002611;46.18951981
947;0.01724638;0.01869383;0.00329595;1.82165420;0.00002493;41.24146090
948;0.01139842;0.01193666;0.00209956;1.65607017;0.00001586;37.18486282
949;0.01142843;0.01159743;0.00203508;1.50621030;0.00001534;33.55849641
950;0.01181097;0.01165572;0.00204072;1.39095892;0.00001536;30.72600574
951;0.01813043;0.01744844;0.00304838;1.28662426;0.00002292;28.11954488
952;0.01835721;0.01728691;0.00301423;1.19117406;0.00002263;25.72850478
953;0.01803735;0.01665215;0.00289807;1.09614935;0.00002174;23.37136239
954;0.02510203;0.02275613;0.00395319;1.03480076;0.00002962;21.75387311
955;0.02559156;0.02284092;0.00396151;0.97019254;0.00002965;20.11100367
956;0.01926843;0.01695161;0.00293549;0.90647505;0.00002195;18.52575754
957;0.15344843;0.13306236;0.02300541;0.98391515;0.00017186;20.00901763
958;0.40304262;0.35186251;0.06084949;1.24926546;0.00045456;26.16234522
959;0.81111476;0.74131690;0.12866800;1.79580764;0.00096283;39.12892485
960;1.09894067;1.13055796;0.19814598;2.66041255;0.00148982;59.09338166
961;1.74533075;2.16865902;0.38621856;4.08280953;0.00292682;87.34053848
962;0.91221100;1.73955467;0.32043558;5.53571179;0.00246863;115.74057848
963;0.41374995;0.93616892;0.17723580;6.35346629;0.00138394;133.06287434
964;0.22295319;0.46144411;0.08853852;6.50249712;0.00069597;136.76037898
965;0.11048219;0.19464242;0.03752156;6.00487002;0.00029561;126.35296425
966;0.08411281;0.12646115;0.02437170;5.41035161;0.00019196;113.69758931
967;0.09207721;0.12196501;0.02346972;4.81802145;0.00018468;101.27319853
968;0.11013490;0.13265472;0.02548587;4.31753051;0.00020033;90.72175872
969;0.08861972;0.09944478;0.01907782;3.77806474;0.00014981;79.49717332
970;0.10705505;0.11316208;0.02166388;3.38664899;0.00016989;71.21316994
971;0.10319969;0.10431680;0.01993304;2.89915009;0.00015611;60.95378081
972;0.08746886;0.08535683;0.01627735;2.61147876;0.00012731;54.69442911
973;0.11818612;0.11171049;0.02125674;2.39368767;0.00016602;49.87756753
974;0.13760119;0.12737354;0.02419977;2.16243052;0.00018880;44.81402915
975;0.13782207;0.12593752;0.02389892;1.95390928;0.00018628;40.17341866
976;0.13116950;0.11873420;0.02250697;1.76923149;0.00017528;36.19319040
977;0.14912401;0.13393786;0.02535928;1.62251649;0.00019731;32.86918750
978;0.14322151;0.12836087;0.02428314;1.49014100;0.00018880;29.87425498
979;0.13629343;0.12198563;0.02305704;1.37013083;0.00017914;27.18152232
980;0.17216352;0.15393469;0.02906927;1.28593925;0.00022569;24.66500997
981;0.42039378;0.37844819;0.07144732;1.39771443;0.00055447;25.33768391
982;0.75491199;0.71721567;0.13591375;1.80790005;0.00105649;32.22194400
983;1.06498643;1.14607751;0.21931742;2.56264456;0.00171276;45.36772982
984;0.88334486;1.17783171;0.22939263;3.52886081;0.00180681;62.95837234
985;1.22292389;1.94706200;0.38624218;5.00422456;0.00306977;89.58074591
986;0.46208655;1.02097603;0.20949944;6.15556632;0.00169286;112.54731534
987;0.50369408;1.03197518;0.21507420;6.97330673;0.00175167;131.30600924
988;0.29730891;0.55932975;0.11843414;7.12238630;0.00097245;137.61284341
989;0.10190035;0.16198462;0.03450312;6.46403656;0.00028424;126.16134716
990;0.08309220;0.10963720;0.02329516;5.65965987;0.00019174;111.21558747
991;0.10990396;0.12632773;0.02674804;5.10784773;0.00021985;100.77557446
992;0.11758854;0.12241879;0.02584073;4.47824153;0.00021213;88.87989580
993;0.12590283;0.12182707;0.02563513;3.96478128;0.00021017;79.20625509
994;0.06418444;0.05879180;0.01233187;3.43160790;0.00010097;69.16282576
995;0.04259532;0.03696113;0.00771804;3.05028983;0.00006307;61.94222047
996;0.04254777;0.03519259;0.00731251;2.76247747;0.00005962;56.51662809
997;0.05245657;0.04168690;0.00861891;2.48535496;0.00007011;51.27375210
998;0.04809011;0.03703169;0.00761950;2.23153763;0.00006184;46.36572174
999;0.04330362;0.03246025;0.00664626;2.01460832;0.00005381;42.30384913
1000;0.03907411;0.02861092;0.00582925;1.84512439;0.00004709;39.08797306
1001;0.03200806;0.02295345;0.00465357;1.66403846;0.00003750;35.45470989
1002;0.03403265;0.02395069;0.00483172;1.53146571;0.00003884;32.79191011
1003;0.07411360;0.05132045;0.01030289;1.42708415;0.00008261;30.66889082
1004;0.08642825;0.05936198;0.01186667;1.31340218;0.00009494;28.32057198
1005;0.17463445;0.11937262;0.02376733;1.26309752;0.00018976;26.41513450
1006;0.46191592;0.31870878;0.06327801;1.40775742;0.00050447;29.26453320
1007;0.49917048;0.36348682;0.07224214;1.61608413;0.00057619;33.55135880
1008;0.39174229;0.30283912;0.06030000;1.76406610;0.00048137;36.51113648
1009;0.34804415;0.28013156;0.05581736;1.84113181;0.00044575;37.96520420
1010;0.42984261;0.35711219;0.07117873;2.00045078;0.00056854;41.50593607
1011;0.30290360;0.26348917;0.05261579;2.08751995;0.00042069;43.60195891
1012;0.15227663;0.13510192;0.02698113;2.05040657;0.00021577;42.90760960
1013;0.21429122;0.18814105;0.03748788;1.93771510;0.00029949;40.24237391
1014;0.14803259;0.13044266;0.02596177;1.77851908;0.00020732;36.67965871
1015;0.16654267;0.14571418;0.02894318;1.61818376;0.00023093;33.11644681
1016;0.13109377;0.11461222;0.02273167;1.44822023;0.00018126;29.43402453
1017;0.08407679;0.07313659;0.01447887;1.28118176;0.00011537;25.89622494
1018;0.07142635;0.06142330;0.01213090;1.13563618;0.00009656;22.79199329
1019;0.04814536;0.04093666;0.00806560;1.03262970;0.00006414;20.58315048
1020;0.04793984;0.04020350;0.00790087;0.94500604;0.00006276;18.72392854
1021;0.03845265;0.03185906;0.00624599;0.86966084;0.00004956;17.15019745
1022;0.04551709;0.03724649;0.00728461;0.81679454;0.00005774;15.99900281
1023;0.03589698;0.02908014;0.00567502;0.75421428;0.00004494;14.74538602
1024;0.04462811;0.03577303;0.00696555;0.68551839;0.00005511;13.37255591
1025;0.03415536;0.02716253;0.00527806;0.62931383;0.00004172;12.23902077
1026;0.03027139;0.02385886;0.00462604;0.58859283;0.00003653;11.41204383
1027;0.02961156;0.02313141;0.00447533;0.54001655;0.00003531;10.45169266
1028;0.05667718;0.04391103;0.00847790;0.53214962;0.00006684;9.94723777
1029;0.21493803;0.16594529;0.03198614;0.64785829;0.00025200;12.30594066
1030;0.25538177;0.20161542;0.03888515;0.80307262;0.00030650;15.58142756
1031;0.28793126;0.23373429;0.04513323;0.94784836;0.00035604;18.74179761
1032;0.97920208;0.82100216;0.15879519;1.34039926;0.00125400;26.90943708
1033;2.18208153;2.17053677;0.42507685;2.27885339;0.00337854;43.98636414
1034;0.78303073;1.43960556;0.29310652;3.34291061;0.00237501;64.75796607
1035;0.42007033;0.95649196;0.19975817;4.11248653;0.00163984;81.54732105
1036;0.21839002;0.49265359;0.10452734;4.44455295;0.00086535;90.73000687
1037;0.09036177;0.17843728;0.03808716;4.27792169;0.00031646;88.68902572
1038;0.04706203;0.07891999;0.01683558;3.89466265;0.00013992;81.34903619
1039;0.04820484;0.07028085;0.01495549;3.51396975;0.00012420;73.92546870
1040;0.05065322;0.06628254;0.01407005;3.17055356;0.00011675;67.12591299
1041;0.04880532;0.05863704;0.01241682;2.87777369;0.00010295;61.32469333
1042;0.06259870;0.07008432;0.01480229;2.60109273;0.00012260;55.80261610
1043;0.06235460;0.06608611;0.01392479;2.33408733;0.00011523;50.42656128
1044;0.06597234;0.06681922;0.01404468;2.11937165;0.00011612;46.08285882
1045;0.06277248;0.06124643;0.01284185;1.91251304;0.00010607;41.86578134
1046;0.06421346;0.06067460;0.01268937;1.71812202;0.00010470;37.85093838
1047;0.05294499;0.04871556;0.01016216;1.54170876;0.00008376;34.16123206
1048;0.04408800;0.03957524;0.00823249;1.38563837;0.00006777;30.87287993
1049;0.03858186;0.03384951;0.00702083;1.28416513;0.00005773;28.75209783
1050;0.03311865;0.02844050;0.00588129;1.16759872;0.00004829;26.29849271
1051;0.03551909;0.02990305;0.00616487;1.06760953;0.00005055;24.18026095
1052;0.07629219;0.06314372;0.01297920;1.05349514;0.00010628;23.43648816
1053;0.91007653;0.74610642;0.15301645;1.39900837;0.00125177;31.25454348
1054;1.77591037;1.71891071;0.35675378;2.20579839;0.00293617;48.39773291
1055;1.49485303;2.35402745;0.50485880;3.60957872;0.00422319;78.13781173
1056;0.69824169;2.13970442;0.48196344;5.24079095;0.00412993;115.20782226
1057;0.53022439;1.87642186;0.44299288;6.91708317;0.00388586;156.76050919
1058;0.52355019;1.53731604;0.37852264;8.13964726;0.00339272;191.35428662
1059;0.47445305;1.07182003;0.27285518;8.82712513;0.00249031;215.77896144
1060;0.30379021;0.51843491;0.13467380;8.47776425;0.00124443;215.46326525
1061;0.10212152;0.13191864;0.03439688;7.41859898;0.00031934;194.05943365
1062;0.05820340;0.05881734;0.01521953;6.22376544;0.00014118;166.05479897
1063;0.05983856;0.05102713;0.01307321;5.19557040;0.00012105;141.55940222
1064;0.06996362;0.05314352;0.01347673;4.46551427;0.00012454;123.66252326
1065;0.07122945;0.04982248;0.01250590;3.73791719;0.00011534;105.48068803
1066;0.06833675;0.04505073;0.01119226;3.19119948;0.00010302;91.51729090
1067;0.07163564;0.04516248;0.01110470;2.68319349;0.00010200;78.26643431
1068;0.06922247;0.04226996;0.01028807;2.28271692;0.00009431;67.52412506
1069;0.06524973;0.03890898;0.00937478;1.97278753;0.00008576;59.19508077
1070;0.06677958;0.03910130;0.00932718;1.70673667;0.00008514;51.80298364
1071;0.06117265;0.03535708;0.00835159;1.47860854;0.00007608;45.46597974
1072;0.05435705;0.03110705;0.00727653;1.27808291;0.00006614;39.87186973
1073;0.06986205;0.03967085;0.00919067;1.13789034;0.00008336;35.87551645
1074;0.08084776;0.04577844;0.01050812;0.98773704;0.00009512;31.55383059
1075;0.08224998;0.04662819;0.01060822;0.86569927;0.00009583;28.01472900
1076;0.14854750;0.08447146;0.01905132;0.80106694;0.00017178;25.70941742
1077;0.68934397;0.39784826;0.08905010;1.10931488;0.00080174;34.28353865
1078;1.35181405;0.86771538;0.19423171;1.74049276;0.00175281;51.44375906
1079;1.46744736;1.21989964;0.27620821;2.69799866;0.00251282;77.16837705
1080;1.26499608;1.51668353;0.35044970;4.00110472;0.00322889;112.27343415
1081;0.77652306;1.38642270;0.32959227;5.10166906;0.00308877;143.57540643
1082;0.62437925;1.30461721;0.31816497;6.04806312;0.00303003;172.81053903
1083;0.44521748;0.92887377;0.23187596;6.53673830;0.00224308;192.04945820
1084;0.26975738;0.48132217;0.12151934;6.26672007;0.00118814;190.07220187
1085;0.10917823;0.15763744;0.03968915;5.41461377;0.00038968;168.66311351
1086;0.05728228;0.06769253;0.01683287;4.32162136;0.00016517;138.74108043
1087;0.05142904;0.05278003;0.01292989;3.46016912;0.00012663;114.09004231
