t;Export_Amino_Acids;Export_Nitrates;Export_cytokinins;Unloading_Amino_Acids;Total_Transpiration;Unloading_Sucrose
358;0.33880146;0.43190038;0.06809653;1.29085708;0.00076071;30.38766066
359;0.50627876;0.70510684;0.11209965;1.82739619;0.00125668;42.90133462
360;0.28856545;0.47057734;0.07588853;2.45821387;0.00085624;58.92257498
361;0.22307372;0.38919985;0.06334543;2.99664406;0.00071754;73.90226399
362;0.34510809;0.61927299;0.10153862;3.72847290;0.00115363;95.06665999
363;0.25443412;0.49187369;0.08167023;4.28680527;0.00093303;113.12663859
364;0.06573622;0.12897201;0.02162310;4.29894956;0.00024803;116.17156769
365;0.01819172;0.03280976;0.00550788;3.96923331;0.00006317;108.60035403
366;0.01998626;0.03292183;0.00552162;3.65400368;0.00006324;100.90575896
367;0.03383004;0.05172115;0.00866700;3.33121062;0.00009912;92.82936448
368;0.02823641;0.04078411;0.00683136;2.95837905;0.00007804;83.26789459
369;0.02352025;0.03235260;0.00541542;2.68161590;0.00006178;76.15582575
370;0.02181116;0.02873625;0.00480597;2.40434611;0.00005475;68.92908261
371;0.01548061;0.01965307;0.00328380;2.16453211;0.00003735;62.65510179
372;0.01998480;0.02452596;0.00409339;1.97907593;0.00004649;57.76997039
373;0.01842553;0.02198258;0.00366521;1.82273077;0.00004156;53.67767581
374;0.02472328;0.02875350;0.00478907;1.67921984;0.00005422;49.90816372
375;0.03541465;0.04034307;0.00671334;1.57005149;0.00007590;47.07677159
376;0.03534217;0.03964383;0.00659277;1.43743576;0.00007443;43.47245824
377;0.03568480;0.03949142;0.00656310;1.33030126;0.00007400;40.51922159
378;0.03622069;0.03961315;0.00657901;1.23988816;0.00007407;37.99367553
379;0.03645857;0.03945956;0.00654928;1.15733802;0.00007364;35.64432430
380;0.02393560;0.02566737;0.00425745;1.07641450;0.00004781;33.30258229
381;0.04456696;0.04723516;0.00782772;1.04500403;0.00008777;31.75251983
382;0.08773017;0.09247629;0.01531857;1.06181640;0.00017155;31.76572575
383;0.12426469;0.13183803;0.02185173;1.16502780;0.00024455;34.51401233
384;0.21672155;0.23357240;0.03877034;1.38660423;0.00043380;41.30413081
385;0.32740852;0.36757209;0.06123894;1.78392420;0.00068583;54.07164597
386;0.38391930;0.46374935;0.07778005;2.34520658;0.00087318;72.09167142
387;0.26459006;0.35001418;0.05922499;2.80466397;0.00066718;87.10855183
388;0.06889815;0.09532206;0.01622966;2.92668669;0.00018323;90.95078521
389;0.02574640;0.03452986;0.00588091;2.85938335;0.00006634;88.21000201
390;0.00854875;0.01097326;0.00186688;2.49050038;0.00002103;76.41939600
391;0.01372088;0.01688319;0.00286774;2.37194448;0.00003224;72.08995967
392;0.01389471;0.01648332;0.00279590;2.20282602;0.00003138;66.45832295
393;0.02207299;0.02534764;0.00429366;2.07725041;0.00004812;62.21685846
394;0.03097882;0.03462963;0.00585955;1.95486255;0.00006557;58.16353234
395;0.03197438;0.03497669;0.00591334;1.83076382;0.00006608;54.14449276
396;0.03244356;0.03481373;0.00588106;1.70449291;0.00006563;50.12152448
397;0.03151011;0.03323776;0.00561045;1.57166564;0.00006253;45.94729065
398;0.02581472;0.02681163;0.00452220;1.46159098;0.00005034;42.46772657
399;0.02723825;0.02785682;0.00469434;1.39640572;0.00005218;40.30285532
400;0.02848569;0.02873153;0.00483776;1.33074635;0.00005371;38.18951221
401;0.02396186;0.02386954;0.00401596;1.27264603;0.00004453;36.30130392
402;0.01877017;0.01846210;0.00310343;1.21604009;0.00003436;34.49313819
403;0.01961519;0.01904168;0.00319761;1.16596957;0.00003536;32.88300550
404;0.01754141;0.01682235;0.00282204;1.13223521;0.00003116;31.73911714
405;0.04151047;0.03932915;0.00659050;1.14832013;0.00007267;31.37028854
406;0.08128575;0.07653789;0.01281782;1.22603649;0.00014116;33.30605563
407;0.21327960;0.20141915;0.03373747;1.42002575;0.00037122;38.48830822
408;0.77854043;0.76114744;0.12785803;1.90768787;0.00140755;50.77923855
409;0.39296808;0.46829491;0.07988279;2.38320721;0.00088529;62.51712662
410;0.37367635;0.48712243;0.08382883;2.92155728;0.00093226;75.94842939
411;0.33862995;0.47867154;0.08314256;3.44338318;0.00092811;89.34056714
412;0.22052432;0.33178551;0.05815853;3.78215836;0.00065163;98.32394655
413;0.04257795;0.06447136;0.01136567;3.63371141;0.00012760;93.98665295
414;0.04556984;0.06466556;0.01139242;3.44692087;0.00012775;88.47674690
415;0.05140173;0.06901774;0.01215168;3.23026421;0.00013611;82.42783422
416;0.03249615;0.04168181;0.00733500;2.96082934;0.00008207;75.30485679
417;0.02378805;0.02916186;0.00512578;2.74428210;0.00005727;69.59878124
418;0.02806732;0.03298409;0.00578903;2.55098611;0.00006457;64.54161110
419;0.02683199;0.03042295;0.00533206;2.37726740;0.00005938;60.12955239
420;0.02190446;0.02405233;0.00420935;2.22022010;0.00004680;56.03914374
421;0.01358191;0.01447321;0.00252885;2.09816116;0.00002806;52.87950121
422;0.01472990;0.01524074;0.00265807;1.98711815;0.00002944;50.14619641
423;0.01217822;0.01227057;0.00213614;1.90605174;0.00002362;48.05099882
424;0.01822431;0.01790423;0.00311092;1.84632148;0.00003433;46.86803111
425;0.02864253;0.02752440;0.00477382;1.75228863;0.00005258;44.30800057
426;0.02410028;0.02275070;0.00393948;1.65442213;0.00004331;41.60795957
427;0.02958617;0.02743853;0.00474290;1.58070761;0.00005204;39.41748098
428;0.03058345;0.02793203;0.00482034;1.52336870;0.00005279;37.60252896
429;0.13572793;0.12220241;0.02105547;1.59310128;0.00023019;37.89613948
430;0.24260507;0.22075634;0.03805772;1.81449070;0.00041580;42.96858032
431;0.22371655;0.21085932;0.03645261;2.13795613;0.00039846;50.99891622
432;0.34340773;0.33269455;0.05765974;2.61649755;0.00063052;63.50715553
433;0.45981334;0.47101846;0.08206203;3.29630491;0.00089898;81.89441507
434;0.25372872;0.28312648;0.04974133;3.80639919;0.00054674;96.36308730
435;0.13201064;0.14989083;0.02643714;4.00482349;0.00029092;102.36609823
436;0.05551692;0.06156277;0.01086640;3.87211418;0.00011952;99.03184733
437;0.03159365;0.03353461;0.00591125;3.65294841;0.00006492;92.78827890
438;0.03281025;0.03329004;0.00585660;3.36584000;0.00006420;84.82565469
439;0.03943930;0.03849541;0.00675926;3.11144398;0.00007395;77.74538371
440;0.04606822;0.04354643;0.00763264;2.87012412;0.00008336;71.06003096
441;0.04198569;0.03865259;0.00676388;2.64914515;0.00007374;64.92336840
442;0.04323369;0.03884998;0.00678687;2.46001135;0.00007386;59.64359633
443;0.03860394;0.03396187;0.00592316;2.28772283;0.00006435;54.83673479
444;0.03508630;0.03025605;0.00526784;2.13032781;0.00005714;50.45319558
445;0.04619618;0.03909761;0.00679546;2.00192706;0.00007358;46.78388658
446;0.04345875;0.03624623;0.00629052;1.83124750;0.00006801;42.19233663
447;0.04288184;0.03528022;0.00611374;1.71849670;0.00006601;38.95085894
448;0.03661019;0.02974622;0.00514750;1.60038332;0.00005550;35.68417811
449;0.03134008;0.02514931;0.00434588;1.50535757;0.00004680;33.01310168
450;0.01705854;0.01351992;0.00233299;1.40427802;0.00002509;30.30942421
451;0.01337411;0.01044970;0.00180035;1.35778262;0.00001934;28.83981165
452;0.01920001;0.01478983;0.00254413;1.32567335;0.00002730;27.74139545
453;0.19306358;0.14688867;0.02523275;1.42192138;0.00027043;28.94094273
454;0.85615443;0.66617466;0.11461897;2.08437983;0.00122896;42.18208701
455;0.80250615;0.74034659;0.12907098;2.96989653;0.00139257;60.70743138
456;1.04371326;1.15217075;0.20390203;4.59639886;0.00221574;94.36991790
457;0.81052363;1.19656497;0.21710509;6.50418083;0.00238772;134.75909545
458;0.56771907;1.04402177;0.19453019;8.18977205;0.00216702;173.05622549
459;0.33566857;0.65551094;0.12500213;8.88071487;0.00140808;192.79839221
460;0.15234129;0.26937272;0.05204643;8.55878322;0.00058991;189.57467345
461;0.04267852;0.06373663;0.01234832;7.66744315;0.00014009;171.07267530
462;0.05032414;0.06373351;0.01231395;6.77334203;0.00013944;151.58424336
463;0.06254807;0.07035038;0.01355569;5.89281976;0.00015321;132.97296431
464;0.07478539;0.07724310;0.01484646;5.15295170;0.00016749;117.22834915
465;0.07852266;0.07622655;0.01461725;4.52622311;0.00016461;103.71120651
466;0.08403373;0.07781112;0.01488716;3.98978792;0.00016736;91.96875996
467;0.07228474;0.06460028;0.01233320;3.53111713;0.00013842;81.80677678
468;0.07568564;0.06558444;0.01249137;3.24038043;0.00013994;75.32994711
469;0.09775808;0.08262728;0.01570261;2.92780859;0.00017561;68.28054856
470;0.08440939;0.07031475;0.01334096;2.65468622;0.00014899;62.08122574
471;0.05109444;0.04196488;0.00794768;2.30485222;0.00008863;54.07497532
472;0.04303062;0.03471866;0.00655948;2.18739241;0.00007301;51.29533290
473;0.02233026;0.01769828;0.00333542;1.98748517;0.00003706;46.65117071
474;0.01935213;0.01503357;0.00282524;1.86992677;0.00003133;43.90714854
475;0.02132622;0.01625863;0.00304706;1.79950983;0.00003372;42.53369577
476;0.02515853;0.01885784;0.00352503;1.65654615;0.00003894;39.24007327
477;0.23253865;0.17184107;0.03204332;1.84877741;0.00035331;42.47060532
478;0.70712337;0.53837722;0.10053165;2.46002503;0.00110863;56.70350085
479;0.98284639;0.86268576;0.16278507;3.60187754;0.00180354;83.44214178
480;0.96644876;1.08047057;0.20772997;5.17042046;0.00232173;120.08215269
481;0.72804215;1.07584642;0.21198644;6.89443574;0.00239710;161.92330412
482;0.49637454;0.87621366;0.17696321;8.17281151;0.00202488;196.49653197
483;0.31581179;0.56426171;0.11615456;8.69052088;0.00134146;215.65962232
484;0.13278103;0.21229367;0.04412577;8.16095683;0.00051207;208.06661001
485;0.03850149;0.05190345;0.01077928;7.25817023;0.00012506;187.96223746
486;0.04159752;0.04786985;0.00988705;6.28670215;0.00011441;164.67893331
487;0.05371903;0.05521502;0.01134134;5.49216778;0.00013089;145.35296898
488;0.05841013;0.05534993;0.01130970;4.75050916;0.00013021;126.88673756
489;0.06624745;0.05911860;0.01201800;4.14876220;0.00013802;111.77328272
490;0.07182144;0.06132544;0.01240527;3.62016787;0.00014213;98.36553094
491;0.07039530;0.05819482;0.01171627;3.21078988;0.00013393;87.85752336
492;0.06858598;0.05527671;0.01107685;2.86422558;0.00012633;78.89876626
493;0.06962815;0.05499717;0.01097009;2.57692332;0.00012482;71.40020999
494;0.08606787;0.06693814;0.01329219;2.37004225;0.00015088;65.95375298
495;0.09987832;0.07702618;0.01523429;2.16464946;0.00017256;60.50206963
496;0.08162006;0.06280185;0.01237702;1.97460219;0.00013993;55.40697872
497;0.07337803;0.05621207;0.01103635;1.82388466;0.00012450;51.29965212
498;0.06551304;0.04996153;0.00977142;1.69707521;0.00010999;47.94996677
499;0.05672814;0.04305166;0.00838707;1.57592545;0.00009420;44.58955792
500;0.02972135;0.02243081;0.00435248;1.46260354;0.00004877;41.66280571
501;0.02574781;0.01922879;0.00371488;1.40790212;0.00004152;39.14865029
502;0.02048809;0.01513760;0.00291191;1.36646793;0.00003246;37.20577758
503;0.10684943;0.07805181;0.01495015;1.48709201;0.00016620;40.57840461
504;0.23056693;0.16957755;0.03239825;1.79440312;0.00035951;49.87905963
505;0.14450336;0.10971497;0.02095719;2.01503435;0.00023241;57.32376446
506;0.16688346;0.12792863;0.02439362;2.26819042;0.00027012;66.34795728
507;0.27221506;0.21124125;0.04022988;2.55949795;0.00044495;77.06653592
508;0.10818267;0.08689563;0.01656325;2.65498848;0.00018317;82.03511531
509;0.01963999;0.01567601;0.00298127;2.52291934;0.00003291;78.85300306
510;0.02918320;0.02270488;0.00430116;2.38758137;0.00004736;74.89831096
511;0.03405316;0.02595341;0.00489933;2.20541847;0.00005382;69.36101494
512;0.03462535;0.02595034;0.00488258;2.02959670;0.00005352;63.92600688
513;0.02195382;0.01621881;0.00304175;1.86841166;0.00003327;58.86971657
514;0.02258793;0.01643750;0.00307236;1.72823459;0.00003352;54.53066998
515;0.02366163;0.01699348;0.00316584;1.60892195;0.00003446;50.95922069
516;0.01997257;0.01418005;0.00263327;1.48912137;0.00002860;47.30814475
517;0.02059835;0.01446540;0.00267767;1.38729590;0.00002902;44.08970799
518;0.01018816;0.00708566;0.00130753;1.27656996;0.00001414;40.62461967
519;0.00975116;0.00670966;0.00123415;1.16740287;0.00001331;37.15084281
520;0.01456461;0.00992349;0.00181955;1.08931674;0.00001959;34.59531657
521;0.02935954;0.01983925;0.00362700;1.02433766;0.00003896;32.41465430
522;0.02866187;0.01927266;0.00351442;0.95692737;0.00003768;30.16482890
523;0.01851172;0.01238925;0.00225375;0.89111677;0.00002412;27.98410284
524;0.01832709;0.01219153;0.00221250;0.83727035;0.00002363;26.18629557
525;0.23690253;0.15671495;0.02837702;0.97805353;0.00030262;30.36372608
526;0.34687405;0.23749710;0.04305663;1.20422445;0.00045922;37.94634425
527;0.80723106;0.58447043;0.10628727;1.72635077;0.00113481;54.17222115
528;0.40264137;0.34213219;0.06291686;2.16134458;0.00067519;68.71238751
529;0.45519545;0.41598657;0.07690894;2.68120017;0.00082718;86.09224849
530;0.34428087;0.34300600;0.06386326;3.11941568;0.00068898;101.74354761
531;0.15475461;0.16250237;0.03041184;3.27516970;0.00032879;108.31581398
532;0.07371123;0.07684821;0.01439107;3.17151515;0.00015556;105.72434320
533;0.03554876;0.03597749;0.00672717;2.93353462;0.00007262;97.71655551
534;0.04012967;0.03918154;0.00730807;2.68064084;0.00007875;89.45342413
535;0.04153714;0.03937538;0.00732692;2.44014967;0.00007882;81.52531648
536;0.05129735;0.04743840;0.00880711;2.23742813;0.00009458;74.84547160
537;0.04710554;0.04275907;0.00792214;2.00882783;0.00008494;67.35907376
538;0.04015346;0.03585357;0.00662838;1.82593379;0.00007095;61.27073493
539;0.04910505;0.04316401;0.00796165;1.67866778;0.00008507;56.37006264
540;0.04244818;0.03689724;0.00679191;1.52915869;0.00007245;51.41151096
541;0.03211760;0.02761490;0.00507230;1.40585785;0.00005402;47.31119605
542;0.02844683;0.02417351;0.00442983;1.28925859;0.00004709;43.34112543
543;0.02445221;0.02054935;0.00375675;1.18326031;0.00003986;39.98534308
544;0.01786370;0.01485195;0.00270863;1.10453051;0.00002869;37.27208371
545;0.02149471;0.01767110;0.00321480;1.02627764;0.00003399;34.57791355
546;0.02150880;0.01751676;0.00317928;0.95660895;0.00003355;32.18011275
547;0.02457521;0.01984289;0.00359329;0.88855160;0.00003785;29.82050768
548;0.02087803;0.01673682;0.00302430;0.83249449;0.00003181;27.84636251
549;0.10719039;0.08529129;0.01537884;0.89253543;0.00016146;29.02727516
550;0.15314483;0.12316970;0.02219725;1.00613235;0.00023285;32.96589623
551;0.36720362;0.30129867;0.05432023;1.26829805;0.00056961;41.97258576
552;0.48430048;0.42540018;0.07703448;1.62267683;0.00080914;54.06994036
553;0.57276504;0.55601698;0.10141536;2.12986301;0.00106847;70.85860352
554;0.32749355;0.36237794;0.06677127;2.53818960;0.00070666;85.40619895
555;0.27142305;0.31810269;0.05893864;2.82907585;0.00062517;96.74309771
556;0.06082155;0.07386982;0.01374722;2.84774256;0.00014606;98.56235887
557;0.01042844;0.01220642;0.00226827;2.62158888;0.00002407;91.01363399
558;0.01038161;0.01159130;0.00214790;2.39717090;0.00002275;83.36562988
559;0.00911763;0.00977219;0.00180593;2.23713802;0.00001909;77.89465762
560;0.00669006;0.00691226;0.00127408;2.00836939;0.00001344;70.15237900
561;0.00453175;0.00453338;0.00083347;1.82868843;0.00000878;64.06986411
562;0.00231077;0.00224549;0.00041180;1.66826194;0.00000433;58.67128117
563;0.00241850;0.00228933;0.00041878;1.53371350;0.00000439;54.13475874
564;0.00000000;0.00000000;0.00000000;1.41835431;0.00000000;50.30206204
565;0.00000000;0.00000000;0.00000000;1.30690191;0.00000000;46.59335800
566;0.00000000;0.00000000;0.00000000;1.20469784;0.00000000;43.17316820
567;0.00000000;0.00000000;0.00000000;1.11419501;0.00000000;40.12607600
568;0.00289809;0.00248545;0.00044897;1.03377596;0.00000467;37.39905193
569;0.00000000;0.00000000;0.00000000;0.95515153;0.00000000;34.71182615
570;0.00000000;0.00000000;0.00000000;0.89213936;0.00000000;32.55811752
571;0.00000000;0.00000000;0.00000000;0.83285159;0.00000000;30.53436762
572;0.00000000;0.00000000;0.00000000;0.77405643;0.00000000;28.47874769
573;0.03838033;0.03088172;0.00551055;0.78103646;0.00005676;29.00815273
574;0.08415749;0.06751761;0.01202807;0.83372676;0.00012370;31.53525781
575;0.10521441;0.08496110;0.01512363;0.91886884;0.00015538;35.50416897
576;0.19833969;0.16182758;0.02879466;1.07735008;0.00029557;42.47773044
577;0.27830100;0.23387318;0.04166619;1.28869007;0.00042768;51.75083887
578;0.26282684;0.23141895;0.04134311;1.49633789;0.00042466;61.00795005
579;0.22571233;0.20737320;0.03714552;1.67939315;0.00038179;69.50594556
580;0.07526127;0.07143060;0.01282162;1.70785367;0.00013183;71.71088860
581;0.02572118;0.02427667;0.00435349;1.65762308;0.00004471;69.88594366
582;0.02974881;0.02760161;0.00494001;1.57693617;0.00005065;66.66612451
583;0.02755443;0.02519233;0.00450035;1.46709019;0.00004607;62.21240993
584;0.02434618;0.02195590;0.00391461;1.34122377;0.00004001;57.01803521
585;0.02424431;0.02158376;0.00384057;1.23037578;0.00003919;52.40850590
586;0.02676749;0.02355736;0.00418345;1.12824582;0.00004262;48.14939503
587;0.02941199;0.02563677;0.00454402;1.03866723;0.00004621;44.38824541
588;0.03325191;0.02875343;0.00508698;0.96448916;0.00005165;41.26703026
589;0.03585094;0.03080703;0.00544063;0.89003567;0.00005516;38.12896060
590;0.03312983;0.02833007;0.00499463;0.82509308;0.00005056;35.38298222
591;0.03062666;0.02606424;0.00458712;0.76814261;0.00004636;32.97186349
592;0.02787127;0.02360731;0.00414733;0.71451273;0.00004185;30.70402829
593;0.04247324;0.03580464;0.00627878;0.66988336;0.00006326;28.78685603
594;0.03952728;0.03328174;0.00582742;0.62589727;0.00005863;26.90107914
595;0.03660746;0.03077984;0.00538093;0.58579845;0.00005405;25.18633067
596;0.03371247;0.02829841;0.00493925;0.54773834;0.00004954;23.54162561
597;0.11053799;0.09260633;0.01613751;0.59798637;0.00016162;24.96721625
598;0.25914004;0.22010961;0.03834638;0.73690383;0.00038374;30.51283886
599;0.37869497;0.33652513;0.05876908;0.94453489;0.00058841;38.59938832
600;0.43869805;0.41955884;0.07362475;1.22839032;0.00073843;49.37393057
601;0.47038578;0.49298739;0.08708042;1.56664055;0.00087568;61.78276290
602;0.31640552;0.36838677;0.06560138;1.85579188;0.00066195;72.52051410
603;0.27739150;0.34324392;0.06145285;2.12537095;0.00062138;82.67473576
604;0.17599092;0.22801985;0.04101864;2.23066814;0.00041552;87.00496463
605;0.04956778;0.06487005;0.01169479;2.10354791;0.00011854;82.12558936
606;0.04424584;0.05615845;0.01010921;1.94053012;0.00010234;75.89265035
607;0.03822307;0.04716193;0.00847514;1.76008809;0.00008568;68.88929554
608;0.03562296;0.04282554;0.00768094;1.60921471;0.00007754;63.10150937
609;0.03036879;0.03566613;0.00638376;1.45857283;0.00006435;57.37043642
610;0.01947509;0.02238136;0.00399711;1.32597388;0.00004023;52.35287964
611;0.01786317;0.02008189;0.00357749;1.20142486;0.00003595;47.66312958
612;0.01196632;0.01318881;0.00234355;1.08036504;0.00002351;43.13442901
613;0.00581204;0.00628511;0.00111381;0.96632429;0.00001115;38.82175376
614;0.00204380;0.00216974;0.00038343;0.89074341;0.00000383;35.95571265
615;0.00210667;0.00219693;0.00038711;0.81397253;0.00000386;33.08777609
616;0.00000000;0.00000000;0.00000000;0.73162180;0.00000000;29.97867805
617;0.00000000;0.00000000;0.00000000;0.67246397;0.00000000;27.74683427
618;0.00000000;0.00000000;0.00000000;0.62671813;0.00000000;26.04691936
619;0.00000000;0.00000000;0.00000000;0.56907630;0.00000000;23.95063405
620;0.00521976;0.00506978;0.00088080;0.55530327;0.00000870;23.18364877
621;0.09197946;0.08839734;0.01531753;0.66817872;0.00015108;28.17013771
622;0.09927873;0.09625289;0.01666368;0.79588801;0.00016421;34.11752267
623;0.10230724;0.10008787;0.01731443;0.93524035;0.00017047;40.97615304
624;0.14299065;0.14102875;0.02437955;1.11066040;0.00023983;49.71857373
625;0.22518837;0.22566585;0.03901397;1.29311400;0.00038362;58.73800031
626;0.20205042;0.20957627;0.03629581;1.43243600;0.00035704;65.97360661
627;0.12937894;0.13793378;0.02392055;1.51224293;0.00023536;70.75344757
628;0.03170334;0.03405649;0.00590499;1.45931088;0.00005807;69.29858648
629;0.00223858;0.00236381;0.00040889;1.32996979;0.00000401;63.86368642
630;0.00000000;0.00000000;0.00000000;1.22713651;0.00000000;59.38924490
631;0.00000000;0.00000000;0.00000000;1.12502787;0.00000000;54.86873546
632;0.00000000;0.00000000;0.00000000;1.02280455;0.00000000;50.32899143
633;0.00000000;0.00000000;0.00000000;0.93177565;0.00000000;46.28720577
634;0.00000000;0.00000000;0.00000000;0.83285278;0.00000000;41.90118850
635;0.00669783;0.00635206;0.00107848;0.74764874;0.00001047;38.15077068
636;0.00661637;0.00620733;0.00105077;0.65836904;0.00001018;33.97459142
637;0.00666543;0.00619381;0.00104537;0.57942202;0.00001011;30.35583312
638;0.00316525;0.00291648;0.00049078;0.50265922;0.00000474;26.78588222
639;0.00327810;0.00299574;0.00050261;0.45166173;0.00000484;24.25849340
640;0.00663870;0.00602166;0.00100731;0.40364661;0.00000968;21.87872674
641;0.00314368;0.00283402;0.00047272;0.35502513;0.00000454;19.41296136
642;0.00631206;0.00565477;0.00094049;0.32121996;0.00000901;17.67237485
643;0.00705792;0.00629031;0.00104326;0.30124903;0.00000997;16.67615096
644;0.00672489;0.00596509;0.00098660;0.26815252;0.00000941;14.97677001
645;0.19117835;0.16882944;0.02784741;0.42088846;0.00026515;23.00866284
646;0.26379821;0.24040193;0.03966671;0.62536361;0.00037755;34.02131999
647;0.71405932;0.68121547;0.11259051;1.03647927;0.00107199;54.17402553
648;0.25030745;0.27802754;0.04641427;1.32802513;0.00044390;69.29774027
649;0.60159713;0.69673642;0.11657590;1.85067766;0.00111570;93.48015735
650;0.38527645;0.51278017;0.08668133;2.23992292;0.00083352;111.27554972
651;0.15986481;0.22977918;0.03909973;2.37076629;0.00037712;117.68492490
652;0.04638108;0.06666801;0.01135490;2.20757687;0.00010955;110.35306896
653;0.01552168;0.02155628;0.00366272;1.95659746;0.00003529;98.63765701
654;0.01631600;0.02182610;0.00369616;1.70264012;0.00003554;86.72604764
655;0.01143420;0.01484045;0.00250449;1.47891671;0.00002404;76.23095005
656;0.01206086;0.01524932;0.00256382;1.29362535;0.00002456;67.45255355
657;0.01293996;0.01601095;0.00268143;1.14547619;0.00002563;60.34963060
658;0.00980960;0.01192197;0.00198875;1.00357511;0.00001897;53.52633735
659;0.00692562;0.00828569;0.00137651;0.90708887;0.00001310;48.85569621
660;0.00761642;0.00898253;0.00148601;0.83575367;0.00001411;45.51243750
661;0.01651736;0.01924064;0.00316964;0.76976236;0.00003002;42.54216864
662;0.01644079;0.01898948;0.00311560;0.70135204;0.00002943;39.06091484
663;0.01646035;0.01887074;0.00308349;0.65067271;0.00002906;36.44425715
664;0.02016438;0.02296269;0.00373706;0.60644641;0.00003513;34.06641958
665;0.02053788;0.02326709;0.00377211;0.57778297;0.00003537;32.49154158
666;0.01939603;0.02186972;0.00353248;0.53983010;0.00003304;30.45381274
667;0.02709101;0.03039837;0.00489246;0.51515430;0.00004565;29.06731119
668;0.02262564;0.02531891;0.00406176;0.49021122;0.00003781;28.36281284
669;0.18036012;0.20110887;0.03216019;0.64290494;0.00029872;35.91912333
670;0.57111123;0.65804419;0.10523598;1.07092697;0.00097681;57.11994731
671;0.77810203;1.02526344;0.16530804;1.75517033;0.00153958;87.72727934
672;0.53130030;0.86903728;0.14219071;2.45563191;0.00133309;117.05401198
673;0.55544973;1.05210741;0.17414396;3.27157970;0.00164112;148.42146771
674;0.45659797;1.01413447;0.17036665;3.95687266;0.00161659;173.08655996
675;0.22134470;0.54528079;0.09289047;4.27788549;0.00088728;184.47481690
676;0.14850518;0.35105531;0.06007632;4.09173354;0.00057508;177.17755870
677;0.04664589;0.10262258;0.01757493;3.59563877;0.00016830;156.07645353
678;0.03077810;0.06129175;0.01045489;3.03279531;0.00009992;133.04050437
679;0.02726241;0.05008534;0.00850479;2.60298194;0.00008110;115.43317374
680;0.03214611;0.05541537;0.00936764;2.22140358;0.00008913;100.03685198
681;0.02794762;0.04593292;0.00773167;1.88157400;0.00007341;85.99586500
682;0.02846059;0.04499689;0.00754099;1.60589613;0.00007144;74.53417168
683;0.02401135;0.03681946;0.00614406;1.39305117;0.00005808;65.24850751
684;0.03280168;0.04899333;0.00813993;1.24151252;0.00007677;58.78253945
685;0.03342542;0.04897653;0.00810434;1.09282784;0.00007627;52.41843473
686;0.03084483;0.04450864;0.00733581;0.96576843;0.00006889;47.29079228
687;0.03185664;0.04536908;0.00744779;0.87128780;0.00006979;43.07473315
688;0.03263429;0.04599324;0.00752067;0.79528082;0.00007032;39.60144071
689;0.02614274;0.03652793;0.00594977;0.72939441;0.00005551;36.56982708
690;0.02292258;0.03172770;0.00514739;0.67378539;0.00004791;34.03898037
691;0.02394563;0.03285127;0.00530879;0.63915590;0.00004930;32.42127483
692;0.03169931;0.04314191;0.00694495;0.61008751;0.00006434;30.25452898
693;0.11933137;0.16157299;0.02591775;0.78940289;0.00023957;38.71939436
694;0.34062213;0.46933039;0.07518135;1.22604275;0.00069409;59.32498612
695;0.54919969;0.81874353;0.13168392;1.90576815;0.00121754;89.81023552
696;0.61961364;1.07026686;0.17388259;2.74643213;0.00161500;125.10561916
697;0.45553158;0.94450685;0.15567539;3.51048810;0.00145569;156.23614073
698;0.36885508;0.85092997;0.14191457;4.13185651;0.00133444;181.55742828
699;0.26843546;0.64788814;0.10909856;4.42531517;0.00103069;194.21747987
700;0.09883607;0.23343788;0.03952300;4.08003472;0.00037442;180.64729269
701;0.04642688;0.09957191;0.01681386;3.53368437;0.00015910;158.05498611
702;0.04086691;0.07983640;0.01341324;3.00268236;0.00012662;136.66059398
703;0.04948576;0.09002418;0.01504541;2.52893883;0.00014168;117.03648922
704;0.05478267;0.09479851;0.01576451;2.14199697;0.00014809;101.07755389
705;0.05363545;0.08957686;0.01482505;1.84165259;0.00013894;88.39911761
706;0.04137164;0.06724150;0.01107566;1.59311719;0.00010355;77.75037143
707;0.06043356;0.09582763;0.01570512;1.42310958;0.00014646;70.07728466
708;0.06148918;0.09618113;0.01569442;1.26742550;0.00014602;63.09591444
709;0.05558573;0.08611267;0.01399254;1.15152599;0.00012989;57.84761105
710;0.04977921;0.07643160;0.01236702;1.05644542;0.00011453;53.68163667
711;0.04143591;0.06307781;0.01016290;0.98223375;0.00009389;50.29437281
712;0.03937966;0.05939320;0.00952744;0.91828069;0.00008779;47.67740250
713;0.03728335;0.05577250;0.00890759;0.86539377;0.00008186;45.43323734
714;0.04628473;0.06872341;0.01092795;0.82407594;0.00010015;43.67484209
715;0.07284214;0.10774802;0.01706300;0.79688276;0.00015594;42.47506889
716;0.08956162;0.13308910;0.02100529;0.76580903;0.00019150;40.97869552
717;0.16717728;0.25088480;0.03948715;0.81847411;0.00035920;40.43420347
718;0.25314083;0.39267073;0.06176796;1.01801570;0.00056123;48.66135817
719;0.32692824;0.53773511;0.08475147;1.37379777;0.00077010;63.54773881
720;0.46185290;0.82350511;0.13036591;1.97101740;0.00118609;88.17229836
721;0.24287935;0.49223554;0.07865037;2.36350398;0.00071823;105.03719763
722;0.12269405;0.25644615;0.04111218;2.47414048;0.00037573;110.29711064
723;0.12815697;0.26120000;0.04183730;2.48329796;0.00038185;111.15299154
