t,plant,axis,organ,AA_consumption_mstruct,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_min_upt,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,delta_mstruct_growth,mstruct,nitrates,proteins,rate_mstruct_death,regul_transpiration,senesced_mstruct,starch,structure,sucrose,sucrose_consumption_mstruct,sum_respi
2292,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.77229464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7519.82756569,NA,NA
2292,1,MS,roots,0.35453163,9.61888822,0.65942557,0.68112718,0.07651847,12.02157697,0.01085655,0.00286924,NA,1.22110238,1.45261725,NA,NA,NA,0.95515320,12.24315896,1.07478162,NA,0.61971963,NA,NA,209.61297582,0.95150059,48.09444108,3.65898553,NA,4.66744892,13.31722806,0.00099269,0.57380808,41.14394883,NA,0.00000000,0.00097598,0.00000000,NA,NA,4135.35475896,35.55243186,3.62887283
2293,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.87333564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7461.32175878,NA,NA
2293,1,MS,roots,0.35594189,9.25675546,0.49616132,0.52608663,0.05687372,11.92662862,0.01116476,0.00287422,NA,1.22728239,1.43432969,NA,NA,NA,0.95689362,12.29185992,1.07834814,NA,0.63498306,NA,NA,210.25014826,0.90487573,46.28377730,3.61292114,NA,4.94867947,13.62276479,0.00099664,0.57480471,43.62172663,NA,0.00000000,0.00071036,0.00000000,NA,NA,4102.97452914,35.69385270,3.61850570
2294,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.74748729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7401.18258668,NA,NA
2294,1,MS,roots,0.35893470,9.19071328,0.46926598,0.49555388,0.05168919,11.85911513,0.01185087,0.00287925,NA,1.23604389,1.41928942,NA,NA,NA,0.96103656,12.39521169,1.08415082,NA,0.65074602,NA,NA,210.90850511,0.88631189,45.95356640,3.57503633,NA,5.24810162,13.94335267,0.00100502,0.57580973,46.08771270,NA,0.00000000,0.00063113,0.00000000,NA,NA,4070.06315666,35.99397187,3.61636987
2295,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.57415946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7339.80085242,NA,NA
2295,1,MS,roots,0.36422778,9.06865007,0.41673854,0.43696020,0.04415404,11.83021488,0.01255507,0.00288434,NA,1.24880605,1.40869179,NA,NA,NA,0.96784848,12.57799942,1.09340811,NA,0.66808551,NA,NA,211.61248836,0.86225038,45.34325036,3.54834204,NA,5.58785709,14.28225095,0.00101984,0.57682957,48.57919150,NA,0.00000000,0.00052673,0.00000000,NA,NA,4036.16349738,36.52476203,3.62534632
2296,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.26363074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7276.91356919,NA,NA
2296,1,MS,roots,0.37111798,9.17123641,0.31847345,0.32952008,0.03235748,11.82693088,0.01380890,0.00288954,NA,1.26447164,1.40097018,NA,NA,NA,0.97668631,12.81594108,1.10513347,NA,0.68677485,NA,NA,212.42080879,0.85867859,45.85618205,3.52889214,NA,6.02505954,14.64451545,0.00103913,0.57786870,51.15067949,NA,0.00000000,0.00037684,0.00000000,NA,NA,4001.56662623,37.21571153,3.64212813
2297,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.84400321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7212.94703000,NA,NA
2297,1,MS,roots,0.37854904,9.34424896,0.25175841,0.25340358,0.02423164,11.83108565,0.01538637,0.00289484,NA,1.28116164,1.39394558,NA,NA,NA,0.98663260,13.07256008,1.11767028,NA,0.70571109,NA,NA,213.30536067,0.86048562,46.72124481,3.51119792,NA,6.53106237,15.02667147,0.00105994,0.57892864,53.77217129,NA,0.00000000,0.00027523,0.00000000,NA,NA,3966.35978182,37.96089744,3.66173981
2298,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.31990733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7147.64003441,NA,NA
2298,1,MS,roots,0.38545767,9.45854008,0.22570518,0.21942797,0.02048065,11.82480908,0.01699290,0.00290024,NA,1.29689663,1.38549769,NA,NA,NA,0.99632115,13.31113832,1.12929199,NA,0.72364602,NA,NA,214.22113187,0.85565132,47.29270041,3.48991861,NA,7.06137590,15.42382835,0.00107928,0.58000792,56.39850335,NA,0.00000000,0.00022671,0.00000000,NA,NA,3930.48356899,38.65369548,3.67871546
2299,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.50242543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7076.92091197,NA,NA
2299,1,MS,roots,0.39415014,8.81218641,0.43785963,0.41154261,0.03759117,11.84853582,0.01663202,0.00290575,NA,1.31586580,1.37998209,NA,NA,NA,1.00816729,13.61131819,1.14363361,NA,0.74213138,NA,NA,214.89946585,0.79383051,44.06093206,3.47602541,NA,7.34555974,15.81555059,0.00110362,0.58111154,58.81011661,NA,0.00000000,0.00040539,0.00000000,NA,NA,3891.91723418,39.52537610,3.70401517
2300,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.85503811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7027.96959230,NA,NA
2300,1,MS,roots,0.40247931,14.21384591,0.96666967,0.90977799,0.08171733,11.86755540,0.02710367,0.00291139,NA,1.33420333,1.37588918,NA,NA,NA,1.01913956,13.89895203,1.15732658,NA,0.75794449,NA,NA,215.32596521,1.26257680,71.06922955,3.46571582,NA,7.36957980,16.17353195,0.00112694,0.58223848,60.70261406,NA,0.00000000,0.00085943,0.00000000,NA,NA,3864.79272184,40.36062480,3.72923207
2301,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.27282566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7004.59890303,NA,NA
2301,1,MS,roots,0.41040271,21.11900710,1.95331090,1.89312099,0.16846990,11.88132177,0.03695433,0.00291714,NA,1.35138188,1.37388046,NA,NA,NA,1.02915310,14.17257376,1.16991875,NA,0.76917849,NA,NA,215.10834047,1.84327519,105.59503549,3.46065606,NA,6.74155234,16.45295423,0.00114913,0.58338761,61.59558952,NA,0.00000000,0.00173260,0.00000000,NA,NA,3852.72604813,41.15518426,3.75441544
2302,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.10494615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7022.48491431,NA,NA
2302,1,MS,roots,0.41725606,31.60250966,4.41213055,4.77466882,0.42597488,11.88811672,0.03411516,0.00292298,NA,1.36496205,1.37537345,NA,NA,NA,1.03590800,14.40924276,1.17931363,NA,0.76731370,NA,NA,212.95559059,2.72497576,158.01254832,3.46441674,NA,4.17154639,16.47680935,0.00116832,0.58455592,59.59720438,NA,0.00000000,0.00430647,0.00000000,NA,NA,3864.30362038,41.84243814,3.77624350
2303,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.77479436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7069.96766533,NA,NA
2303,1,MS,roots,0.42331321,39.02116177,3.60141017,6.36252298,0.58752055,11.88241832,0.02782779,0.00292890,NA,1.37564225,1.37843480,NA,NA,NA,1.03290008,14.61841629,1.18613615,NA,0.75660151,NA,NA,211.98332689,3.33295215,195.10580886,3.47212795,NA,2.77596948,16.33501396,0.00118528,0.58574120,56.01053411,NA,0.00000000,0.00593104,0.00000000,NA,NA,3892.56802965,42.44984899,3.78697713
2304,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.94567043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7115.53847674,NA,NA
2304,1,MS,roots,0.42832271,37.64219388,1.46490563,3.88332823,0.37826866,11.83849931,0.03293382,0.00293490,NA,1.38555769,1.37632190,NA,NA,NA,1.03382342,14.79141086,1.19224454,NA,0.75510145,NA,NA,213.06280397,3.17264687,188.21096939,3.46680580,NA,3.42712386,16.40090620,0.00119930,0.58694050,54.89499936,NA,0.00000000,0.00385178,0.00000000,NA,NA,3917.08207143,42.95220119,3.79570301
2305,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.19068165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7169.22969996,NA,NA
2305,1,MS,roots,0.43439738,40.95539699,2.02157289,4.12014645,0.41114421,11.81093021,0.03794042,0.00294098,NA,1.39758838,1.37731475,NA,NA,NA,1.04646410,15.00118951,1.20010973,NA,0.75337504,NA,NA,213.72809815,3.40448130,204.77698494,3.46930668,NA,3.65802066,16.43393495,0.00121631,0.58815682,53.53816259,NA,0.00000000,0.00416972,0.00000000,NA,NA,3948.70935224,43.56136922,3.82136724
2306,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.14357931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7274.32618914,NA,NA
2306,1,MS,roots,0.43859877,55.27872013,3.21942189,9.96250776,1.02139386,11.77769775,0.04643205,0.00294712,NA,1.40052416,1.38342546,NA,NA,NA,1.05646273,15.14627738,1.20012482,NA,0.71676792,NA,NA,213.88004527,4.56494741,276.39360066,3.48469888,NA,3.37136901,15.84219973,0.00122808,0.58938489,46.34513931,NA,0.00000000,0.01033791,0.00000000,NA,NA,4013.71417454,43.98268425,3.84041235
2307,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.45992004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7359.36672295,NA,NA
2307,1,MS,roots,0.44080573,47.93618445,2.81266547,4.94229496,0.56426930,11.67556061,0.03685083,0.00295329,NA,1.40289043,1.37817510,NA,NA,NA,1.06011878,15.22249120,1.19964028,NA,0.70350252,NA,NA,214.07163069,3.92315614,239.68092225,3.47147381,NA,3.12214870,15.69611298,0.00123426,0.59061915,44.16376517,NA,0.00000000,0.00592450,0.00000000,NA,NA,4061.34425628,44.20399858,3.84118432
2308,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.06305676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7417.96321205,NA,NA
2308,1,MS,roots,0.44337810,41.26512498,1.74120984,3.18962166,0.37862707,11.57148176,0.03634440,0.00295950,NA,1.40805941,1.36980328,NA,NA,NA,1.06380695,15.31132372,1.20153480,NA,0.70133772,NA,NA,214.99783909,3.33947264,206.32562488,3.45038608,NA,3.60497900,15.73301311,0.00124146,0.59186061,43.71496032,NA,0.00000000,0.00401237,0.00000000,NA,NA,4093.06258676,44.46195586,3.84166964
2309,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.73856818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7449.04588127,NA,NA
2309,1,MS,roots,0.44580279,35.44072892,1.50281112,2.31056467,0.27774510,11.46179360,0.03507428,0.00296574,NA,1.41408176,1.35833711,NA,NA,NA,1.07044440,15.39505627,1.20413429,NA,0.70460070,NA,NA,215.90698873,2.89601089,177.20364462,3.42150406,NA,4.06832585,15.87272133,0.00124825,0.59310886,44.11555092,NA,0.00000000,0.00293640,0.00000000,NA,NA,4110.83030483,44.70510355,3.84286328
2310,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.87291080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7439.14184057,NA,NA
2310,1,MS,roots,0.44846817,25.07027865,1.03766561,1.40512553,0.16885786,11.35287751,0.02758163,0.00297202,NA,1.42148636,1.34283433,NA,NA,NA,1.07620130,15.48710080,1.20788224,NA,0.71359053,NA,NA,216.80196351,2.07043916,125.35139327,3.38245423,NA,4.51483246,16.12664131,0.00125571,0.59436457,45.38233905,NA,0.00000000,0.00176950,0.00000000,NA,NA,4103.75013706,44.97238807,3.84052199
2311,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.29025710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7391.05122383,NA,NA
2311,1,MS,roots,0.45127391,16.50878334,0.56572750,0.70201296,0.08331988,11.24622957,0.02036569,0.00297834,NA,1.42996894,1.32425573,NA,NA,NA,1.08127811,15.58399236,1.21251246,NA,0.72658156,NA,NA,217.76668286,1.37691654,82.54391668,3.33565676,NA,5.02827790,16.47412351,0.00126357,0.59562813,47.30387579,NA,0.00000000,0.00085938,0.00000000,NA,NA,4076.01026496,45.25374769,3.83550278
2312,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.33725073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7327.39743991,NA,NA
2312,1,MS,roots,0.45589691,13.79038986,0.64173970,0.73768459,0.08580701,11.17069057,0.01822581,0.00298472,NA,1.44217501,1.30823535,NA,NA,NA,1.08881931,15.74363980,1.22024719,NA,0.74065650,NA,NA,218.53529944,1.16062271,68.95194929,3.29530316,NA,5.34099757,16.82849422,0.00127651,0.59690465,49.14455715,NA,0.00000000,0.00086637,0.00000000,NA,NA,4041.21603264,45.71734166,3.83922967
2313,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.22829226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7257.21284347,NA,NA
2313,1,MS,roots,0.46246979,12.59248745,0.72865969,0.81558434,0.09327928,11.12551416,0.01735187,0.00299119,NA,1.45825708,1.29516747,NA,NA,NA,1.09769686,15.97062353,1.23118357,NA,0.75581730,NA,NA,219.17231040,1.06910928,62.96243724,3.26238657,NA,5.51553874,17.18552613,0.00129492,0.59819956,50.86712246,NA,0.00000000,0.00092198,0.00000000,NA,NA,4002.70143171,46.37647086,3.85112141
2314,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.01080566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7184.02411415,NA,NA
2314,1,MS,roots,0.47029786,12.34075290,0.67860158,0.76019958,0.08578271,11.09820800,0.01786197,0.00299778,NA,1.47703694,1.28387696,NA,NA,NA,1.10745162,16.24095289,1.24430000,NA,0.77221730,NA,NA,219.86244763,1.05654292,61.70376451,3.23394701,NA,5.73537811,17.56093059,0.00131683,0.59951639,52.60717949,NA,0.00000000,0.00083027,0.00000000,NA,NA,3962.54533360,47.16146976,3.86836552
2315,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.69244362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7108.47598233,NA,NA
2315,1,MS,roots,0.47793908,12.31149481,0.64507313,0.71719494,0.07996247,11.06621893,0.01882179,0.00300447,NA,1.49557166,1.27182151,NA,NA,NA,1.11719865,16.50482945,1.25710811,NA,0.78827458,NA,NA,220.59989724,1.06248329,61.55747405,3.20358062,NA,5.99488864,17.95289064,0.00133823,0.60085462,54.35049707,NA,0.00000000,0.00075739,0.00000000,NA,NA,3921.30748484,47.92773061,3.88459181
2316,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.32544805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7031.95436973,NA,NA
2316,1,MS,roots,0.48649623,12.51431456,0.68357233,0.74941195,0.08267952,11.04652814,0.02010990,0.00301128,NA,1.51610926,1.26101610,NA,NA,NA,1.12834424,16.80033633,1.27148849,NA,0.80484728,NA,NA,221.32553904,1.08847346,62.57157280,3.17636298,NA,6.23403421,18.35327884,0.00136219,0.60221681,56.02409850,NA,0.00000000,0.00076603,0.00000000,NA,NA,3879.41627026,48.78584153,3.90546961
2317,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.94934916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6953.94097999,NA,NA
2317,1,MS,roots,0.49854706,12.75264790,0.69413278,0.75336356,0.08243087,11.07741641,0.02155117,0.00301826,NA,1.54424165,1.25568769,NA,NA,NA,1.14394674,17.21649190,1.29208674,NA,0.82513427,NA,NA,222.07342620,1.11819838,63.76323949,3.16294128,NA,6.48337432,18.76734064,0.00139593,0.60361275,57.66622849,NA,0.00000000,0.00074706,0.00000000,NA,NA,3836.46013058,49.99429944,3.94387608
2318,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.47373773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6876.36930658,NA,NA
2318,1,MS,roots,0.50840306,13.50406337,0.54330995,0.58262736,0.06333132,11.07168489,0.02466861,0.00302538,NA,1.56817865,1.24617077,NA,NA,NA,1.15690586,17.55685223,1.30902799,NA,0.84360965,NA,NA,223.02916161,1.19277265,67.52031685,3.13896919,NA,6.93070666,19.21282147,0.00142353,0.60503627,59.44250304,NA,0.00000000,0.00056130,0.00000000,NA,NA,3793.99918931,50.98265854,3.97125528
2319,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.95229297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6796.84000737,NA,NA
2319,1,MS,roots,0.52122313,13.84121097,0.65682122,0.67682863,0.07306666,11.10824956,0.02690667,0.00303268,NA,1.59876924,1.24111572,NA,NA,NA,1.17489034,17.99957198,1.33135192,NA,0.86496245,NA,NA,223.91069221,1.23154746,69.20605485,3.12623606,NA,7.29101414,19.66284165,0.00145942,0.60649570,61.09673895,NA,0.00000000,0.00063257,0.00000000,NA,NA,3750.61173744,52.26825517,4.01477530
2320,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.47098929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6714.63294804,NA,NA
2320,1,MS,roots,0.53497451,13.72795851,0.74854738,0.75214683,0.08084950,11.15607569,0.02802454,0.00304017,NA,1.63183892,1.23674713,NA,NA,NA,1.19375381,18.47445315,1.35554229,NA,0.88709835,NA,NA,224.71826818,1.23150495,68.63979257,3.11523207,NA,7.56361560,20.11990802,0.00149793,0.60799363,62.64846523,NA,0.00000000,0.00068393,0.00000000,NA,NA,3705.07469117,53.64724406,4.06233986
2321,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.00528065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6632.76772768,NA,NA
2321,1,MS,roots,0.55045122,14.73120323,0.84361299,0.83733099,0.08981713,11.22616447,0.03141987,0.00304787,NA,1.66926299,1.23466927,NA,NA,NA,1.21471874,19.00891562,1.38312364,NA,0.91101791,NA,NA,225.51114810,1.33264291,73.65601617,3.10999817,NA,7.80604429,20.58404573,0.00154126,0.60953489,64.09088020,NA,0.00000000,0.00074253,0.00000000,NA,NA,3659.86288923,55.19924878,4.11865101
2322,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.57120331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6548.84746866,NA,NA
2322,1,MS,roots,0.56708664,15.16849456,0.93190194,0.91674364,0.09833970,11.30156117,0.03356584,0.00305581,NA,1.70869608,1.23268723,NA,NA,NA,1.23653684,19.58339208,1.41211867,NA,0.93549708,NA,NA,226.26826020,1.38475904,75.84247281,3.10500562,NA,7.99606975,21.05614681,0.00158784,0.61112273,65.42924168,NA,0.00000000,0.00079466,0.00000000,NA,NA,3613.44549548,56.86744857,4.17792016
2323,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.04501182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6470.26198134,NA,NA
2323,1,MS,roots,0.58515574,17.51317045,2.62404471,2.57412027,0.27668290,11.39422238,0.03271878,0.00306400,NA,1.75011408,1.23290439,NA,NA,NA,1.25999374,20.20737813,1.44248044,NA,0.95384367,NA,NA,225.52752457,1.66524035,87.56585223,3.10555262,NA,6.67017838,21.36421885,0.00163844,0.61276117,65.08867288,NA,0.00000000,0.00218567,0.00000000,NA,NA,3570.30363801,58.67941734,4.24301221
2324,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.43138282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6487.92457834,NA,NA
2324,1,MS,roots,0.60298531,40.26407690,6.06719307,14.81286976,1.62392988,11.51983434,0.03754849,0.00307244,NA,1.78080159,1.24659783,NA,NA,NA,1.27853484,20.82309275,1.46374063,NA,0.90407753,NA,NA,222.79951064,4.01625750,201.32038451,3.14004490,NA,3.33917914,20.31062666,0.00168836,0.61444953,52.51383139,NA,0.00000000,0.01264332,0.00000000,NA,NA,3580.67615470,60.46736702,4.30593425
2325,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.94390671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6587.55950804,NA,NA
2325,1,MS,roots,0.62158539,59.03884482,2.71759374,16.78129222,2.16781135,11.63122112,0.07559595,0.00308115,NA,1.80005433,1.26705674,NA,NA,NA,1.28823091,21.46541560,1.47538648,NA,0.80782100,NA,NA,224.73634087,6.13657459,295.19422410,3.19157869,NA,4.65442398,18.66768554,0.00174044,0.61618997,38.00246717,NA,0.00000000,0.01775330,0.00000000,NA,NA,3635.00704116,62.33258329,4.35534198
2326,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.61603775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6767.84277423,NA,NA
2326,1,MS,roots,0.63819087,82.80658908,4.01623311,17.77487036,2.91629594,11.68733600,0.14027334,0.00309008,NA,1.78051071,1.29201084,NA,NA,NA,1.32514901,22.03885806,1.45514797,NA,0.62754494,NA,NA,227.06615509,8.90827979,414.03294542,3.25443536,NA,6.34604732,16.20110400,0.00178693,0.61797690,22.54504955,NA,0.00000000,0.02598497,0.00000000,NA,NA,3746.21809498,63.99778050,4.39767056
2327,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.93580651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7035.95833467,NA,NA
2327,1,MS,roots,0.65035345,105.64641206,5.69569387,14.51950021,3.48490987,11.63894523,0.21393109,0.00309919,NA,1.65935525,1.31472952,NA,NA,NA,1.36132922,22.45887245,1.35214756,NA,0.37843752,NA,NA,229.29447658,11.55689451,528.23206032,3.31166126,NA,7.92401537,13.03273488,0.00182099,0.61979789,10.42782650,NA,0.00000000,0.03577898,0.00000000,NA,NA,3913.14695498,65.21744388,4.33541400
2328,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.06448096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7388.24589064,NA,NA
2328,1,MS,roots,0.65710538,127.51089783,7.26690999,8.21469140,3.42909474,11.47272309,0.28397263,0.00310839,NA,1.41488761,1.33150835,NA,NA,NA,1.39207884,22.69203904,1.14952745,NA,0.19980473,NA,NA,231.23586048,13.81245696,637.55448915,3.35392531,NA,9.20829390,9.78424809,0.00183990,0.62163779,4.74739362,NA,0.00000000,0.04376480,0.00000000,NA,NA,4134.75695503,65.89452725,4.13847479
2329,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.01701791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7779.36873477,NA,NA
2329,1,MS,roots,0.66220867,134.63004529,8.54608523,3.80951125,2.62233361,11.25487124,0.28796704,0.00311766,NA,1.30414203,1.34205345,NA,NA,NA,1.41839068,22.86827268,1.05640108,NA,0.15631007,NA,NA,232.04739420,14.19242313,673.15022647,3.38048728,NA,9.35761894,7.27240671,0.00185418,0.62349197,3.60268390,NA,0.00000000,0.04458015,0.00000000,NA,NA,4374.86407342,66.40628527,4.06458617
