t,plant,axis,organ,AA_consumption_mstruct,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_min_upt,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,delta_mstruct_growth,mstruct,nitrates,proteins,rate_mstruct_death,regul_transpiration,senesced_mstruct,starch,structure,sucrose,sucrose_consumption_mstruct,sum_respi
321,1,MS,roots,0.01325325,8.83990089,0.04097400,0.05380238,0.00803775,1.40573064,0.44588799,0.00023596,NA,0.08984671,0.04907577,NA,NA,NA,0.04863807,0.45767900,0.96235551,NA,0.52554948,NA,NA,19.71322466,1.70504093,44.19950445,0.12361656,NA,2.85910109,14.79288478,0.00003711,0.04715215,33.05936362,NA,0.00000000,0.00009048,0.00000000,NA,NA,56.68277923,1.32903620,0.18756055
322,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.22778024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.38969693,NA,NA
322,1,MS,roots,0.01304977,8.24877115,0.03319893,0.04284827,0.00640381,1.40317752,0.42788374,0.00023614,NA,0.08949521,0.04855730,NA,NA,NA,0.04840944,0.45065201,0.95784828,NA,0.51623350,NA,NA,19.77955188,1.58086585,41.24385576,0.12231059,NA,2.91237854,14.81051973,0.00003654,0.04718869,33.09285910,NA,0.00000000,0.00007201,0.00000000,NA,NA,56.14502641,1.30863081,0.18646195
323,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08788674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.55546214,NA,NA
323,1,MS,roots,0.01298015,7.73647190,0.02257937,0.02863491,0.00428034,1.41004748,0.41414858,0.00023632,NA,0.08974315,0.04829860,NA,NA,NA,0.04842118,0.44824775,0.95976269,NA,0.50928344,NA,NA,19.85228012,1.47363096,38.68235948,0.12165893,NA,2.97212663,14.82998947,0.00003634,0.04722503,33.13986900,NA,0.00000000,0.00004807,0.00000000,NA,NA,55.52059205,1.30164915,0.18646293
324,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.95468630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.76766492,NA,NA
324,1,MS,roots,0.01298989,7.25528566,0.01759934,0.02189977,0.00327323,1.42388731,0.40155243,0.00023650,NA,0.09040741,0.04820014,NA,NA,NA,0.04859593,0.44858432,0.96612258,NA,0.50336952,NA,NA,19.92628551,1.37448598,36.27642832,0.12141094,NA,3.03314214,14.85022305,0.00003637,0.04726140,33.19309080,NA,0.00000000,0.00003671,0.00000000,NA,NA,54.80308714,1.30262651,0.18720348
325,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82894362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.01707701,NA,NA
325,1,MS,roots,0.01297742,6.82019322,0.01786968,0.02182184,0.00326079,1.43908217,0.39031998,0.00023669,NA,0.09111345,0.04807212,NA,NA,NA,0.04875673,0.44815351,0.97291959,NA,0.49638304,NA,NA,19.99677407,1.28632560,34.10096611,0.12108848,NA,3.09065327,14.87017224,0.00003634,0.04729774,33.24575598,NA,0.00000000,0.00003652,0.00000000,NA,NA,54.00403138,1.30137550,0.18794231
326,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.70992556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.32717154,NA,NA
326,1,MS,roots,0.01283362,6.42716973,0.01508653,0.01810672,0.00270499,1.44806844,0.38066945,0.00023687,NA,0.09139952,0.04768237,NA,NA,NA,0.04869747,0.44318757,0.97523328,NA,0.48614686,NA,NA,20.06696451,1.20769864,32.13584866,0.12010674,NA,3.14801010,14.89022606,0.00003593,0.04733367,33.30105789,NA,0.00000000,0.00003026,0.00000000,NA,NA,53.15056236,1.28695511,0.18777936
327,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.59661076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.69097424,NA,NA
327,1,MS,roots,0.01260047,6.08333744,0.01539045,0.01816238,0.00271245,1.45284204,0.37274818,0.00023704,NA,0.09139188,0.04712077,NA,NA,NA,0.04849084,0.43513619,0.97442545,NA,0.47373997,NA,NA,20.13402315,1.13955955,30.41668719,0.11869213,NA,3.20246827,14.90971581,0.00003528,0.04736895,33.35493039,NA,0.00000000,0.00003030,0.00000000,NA,NA,52.26503109,1.26357503,0.18700349
328,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.49295123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.12208836,NA,NA
328,1,MS,roots,0.01233234,5.72320573,0.01844084,0.02142343,0.00319849,1.45655251,0.36237985,0.00023721,NA,0.09128154,0.04649510,NA,NA,NA,0.04821489,0.42587668,0.97254002,NA,0.46026047,NA,NA,20.19520680,1.07033122,28.61602867,0.11711611,NA,3.25131959,14.92811266,0.00003453,0.04740348,33.40405710,NA,0.00000000,0.00003568,0.00000000,NA,NA,51.34935388,1.23668669,0.18599153
329,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.39332847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.58974892,NA,NA
329,1,MS,roots,0.01202259,5.46020825,0.01900539,0.02177623,0.00325039,1.45845868,0.35706435,0.00023738,NA,0.09103964,0.04580253,NA,NA,NA,0.04786031,0.41518004,0.96927445,NA,0.44594155,NA,NA,20.25359139,1.02000764,27.30104125,0.11537162,NA,3.29768159,14.94580556,0.00003366,0.04743715,33.45123698,NA,0.00000000,0.00003622,0.00000000,NA,NA,50.42796468,1.20562514,0.18470248
330,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.30004514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.12222909,NA,NA
330,1,MS,roots,0.01167398,5.17345091,0.01917649,0.02169054,0.00323686,1.45792154,0.34925598,0.00023755,NA,0.09062873,0.04502710,NA,NA,NA,0.04741977,0.40314157,0.96423516,NA,0.43069443,NA,NA,20.30943613,0.96619361,25.86725457,0.11341840,NA,3.34185234,14.96281678,0.00003269,0.04746983,33.49678982,NA,0.00000000,0.00003602,0.00000000,NA,NA,49.50211281,1.17066709,0.18307560
331,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.21559897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.71895905,NA,NA
331,1,MS,roots,0.01127431,4.88070764,0.01907301,0.02131377,0.00317993,1.45370648,0.34000527,0.00023770,NA,0.08997739,0.04414032,NA,NA,NA,0.04686709,0.38933950,0.95666916,NA,0.41437218,NA,NA,20.36297430,0.91267282,24.40353822,0.11118469,NA,3.38411620,14.97913845,0.00003157,0.04750140,33.54084957,NA,0.00000000,0.00003535,0.00000000,NA,NA,48.57831163,1.13058780,0.18098480
332,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13747252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.37667422,NA,NA
332,1,MS,roots,0.01089127,4.62146713,0.01908318,0.02108322,0.00314482,1.45072259,0.33207639,0.00023786,NA,0.08939233,0.04329738,NA,NA,NA,0.04633696,0.37611199,0.94983884,NA,0.39851753,NA,NA,20.41439320,0.86617908,23.10733563,0.10906140,NA,3.42464383,14.99476806,0.00003050,0.04753190,33.58334263,NA,0.00000000,0.00003492,0.00000000,NA,NA,47.66035555,1.09217695,0.17902667
333,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.19517361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.11237790,NA,NA
333,1,MS,roots,0.01048833,4.44006520,0.03959479,0.04327491,0.00645355,1.44681699,0.32704785,0.00023800,NA,0.08869369,0.04244739,NA,NA,NA,0.04576055,0.36219716,0.94183351,NA,0.38257410,NA,NA,20.44494525,0.86145753,22.20032601,0.10692039,NA,3.44470754,15.00635667,0.00002937,0.04756127,33.60185853,NA,0.00000000,0.00007159,0.00000000,NA,NA,46.76602011,1.05177021,0.17690163
334,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25805312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.00362885,NA,NA
334,1,MS,roots,0.01017418,4.62554328,0.11286605,0.12269203,0.01830100,1.45281262,0.34156899,0.00023815,NA,0.08843237,0.04194893,NA,NA,NA,0.04535335,0.35134842,0.93849642,NA,0.36963797,NA,NA,20.40366250,0.91181237,23.12771642,0.10566482,NA,3.39325061,15.00547885,0.00002849,0.04758975,33.53970288,NA,0.00000000,0.00020285,0.00000000,NA,NA,45.95155830,1.02026698,0.17573465
335,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.38785038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.69624047,NA,NA
335,1,MS,roots,0.00999722,5.52696239,0.25297945,0.27865537,0.04163941,1.47497004,0.39108072,0.00023829,NA,0.08885457,0.04206177,NA,NA,NA,0.04515293,0.34523749,0.94242276,NA,0.36209963,NA,NA,20.22806632,1.08559983,27.63481193,0.10594904,NA,3.20765721,14.98087978,0.00002799,0.04761775,33.32140617,NA,0.00000000,0.00046157,0.00000000,NA,NA,45.33233111,1.00252170,0.17606927
336,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.58299442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.14752909,NA,NA
336,1,MS,roots,0.01010156,7.11505491,0.29032615,0.33616218,0.05047883,1.51995814,0.47354889,0.00023843,NA,0.09063269,0.04303946,NA,NA,NA,0.04532999,0.34884062,0.96071140,NA,0.36380840,NA,NA,20.02530954,1.36839837,35.57527457,0.10841175,NA,2.99479886,14.94745437,0.00002828,0.04764603,33.04692192,NA,0.00000000,0.00056047,0.00000000,NA,NA,44.99674480,1.01298466,0.17900214
337,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78515237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.70257817,NA,NA
337,1,MS,roots,0.01024402,9.12684717,0.23113844,0.28436826,0.04295995,1.55801556,0.57832401,0.00023857,NA,0.09229433,0.04411514,NA,NA,NA,0.04553215,0.35376007,0.97773635,NA,0.37005170,NA,NA,19.89355249,1.70996369,45.63423583,0.11112127,NA,2.85279780,14.92163101,0.00002868,0.04767471,32.82554203,NA,0.00000000,0.00047805,0.00000000,NA,NA,45.02156078,1.02727008,0.18194163
338,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05973925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.67247014,NA,NA
338,1,MS,roots,0.01042219,11.98168149,0.37167324,0.47692405,0.07241026,1.59431604,0.68037602,0.00023872,NA,0.09364242,0.04559664,NA,NA,NA,0.04597359,0.35991300,0.99141073,NA,0.38237651,NA,NA,19.63849131,2.18587670,59.90840744,0.11485299,NA,2.58731442,14.86673531,0.00002918,0.04770390,32.41381758,NA,0.00000000,0.00080717,0.00000000,NA,NA,45.56359453,1.04513733,0.18521265
339,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.31654558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.63388321,NA,NA
339,1,MS,roots,0.01089151,14.52940695,0.25268456,0.35322320,0.05411045,1.63329642,0.76745101,0.00023887,NA,0.09567285,0.04754796,NA,NA,NA,0.04656209,0.37612017,1.01226017,NA,0.40387222,NA,NA,19.51943109,2.59854121,72.64703474,0.11976816,NA,2.45736269,14.83099333,0.00003050,0.04773439,32.12939567,NA,0.00000000,0.00060541,0.00000000,NA,NA,46.52286897,1.09220069,0.18978290
340,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.51506480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.40041491,NA,NA
340,1,MS,roots,0.01127478,16.28191047,0.19945809,0.29109829,0.04488010,1.64328819,0.81554716,0.00023903,NA,0.09629768,0.04892714,NA,NA,NA,0.04699981,0.38935587,1.01819775,NA,0.42377447,NA,NA,19.46580104,2.88917476,81.40955233,0.12324216,NA,2.39245786,14.80532679,0.00003157,0.04776596,31.91003884,NA,0.00000000,0.00050334,0.00000000,NA,NA,47.76398775,1.13063532,0.19222463
341,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56408287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.81927751,NA,NA
341,1,MS,roots,0.01142597,16.38503568,0.07077051,0.10538333,0.01633086,1.61324424,0.82146247,0.00023919,NA,0.09501593,0.04909655,NA,NA,NA,0.04680649,0.39457691,1.00397275,NA,0.43510035,NA,NA,19.54186919,2.90677580,81.92517838,0.12366889,NA,2.45710003,14.80877526,0.00003199,0.04779795,31.87776508,NA,0.00000000,0.00018347,0.00000000,NA,NA,49.00975204,1.14579650,0.19091897
342,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.52481638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.38016347,NA,NA
342,1,MS,roots,0.01152841,15.38033947,0.07089825,0.10268346,0.01593229,1.58223020,0.77278400,0.00023935,NA,0.09354977,0.04901743,NA,NA,NA,0.04675202,0.39811457,0.98781372,NA,0.44203551,NA,NA,19.61132019,2.73437579,76.90169736,0.12346961,NA,2.51502263,14.81306669,0.00003228,0.04783023,31.84897029,NA,0.00000000,0.00017895,0.00000000,NA,NA,50.05525693,1.15606937,0.18931923
343,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44112076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.76752482,NA,NA
343,1,MS,roots,0.01167107,14.32753433,0.07877836,0.11136225,0.01729952,1.56452013,0.72037299,0.00023951,NA,0.09272637,0.04913592,NA,NA,NA,0.04685023,0.40304102,0.97845066,NA,0.44851045,NA,NA,19.66634187,2.55151887,71.63767167,0.12376805,NA,2.55837324,14.81640833,0.00003268,0.04786291,31.81241914,NA,0.00000000,0.00019425,0.00000000,NA,NA,50.88361292,1.17037510,0.18871251
344,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.34169968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.67346406,NA,NA
344,1,MS,roots,0.01184505,13.09532378,0.07867027,0.10919841,0.01698670,1.55732127,0.66024589,0.00023968,NA,0.09240636,0.04935583,NA,NA,NA,0.04702093,0.40904892,0.97439878,NA,0.45372119,NA,NA,19.71406746,2.33679655,65.47661890,0.12432199,NA,2.59425378,14.82042269,0.00003317,0.04789608,31.77898142,NA,0.00000000,0.00019070,0.00000000,NA,NA,51.45445651,1.18782120,0.18878312
345,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.23447714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.40844064,NA,NA
345,1,MS,roots,0.01180944,12.03365496,0.08273550,0.11312494,0.01762079,1.54183207,0.60814116,0.00023984,NA,0.09149633,0.04914511,NA,NA,NA,0.04685115,0.40781917,0.96413714,NA,0.45333561,NA,NA,19.75098104,2.15117009,60.16827480,0.12379120,NA,2.61935792,14.82388355,0.00003307,0.04792914,31.74174558,NA,0.00000000,0.00019776,0.00000000,NA,NA,51.83081091,1.18425017,0.18749259
346,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.12672479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.14170143,NA,NA
346,1,MS,roots,0.01160115,11.05691151,0.08653447,0.11703355,0.01825526,1.51929451,0.55957637,0.00024001,NA,0.09009270,0.04857871,NA,NA,NA,0.04638793,0.40062649,0.94870353,NA,0.44842183,NA,NA,19.77760868,1.98005689,55.28455755,0.12236450,NA,2.63438440,14.82656603,0.00003248,0.04796163,31.70006787,NA,0.00000000,0.00020484,0.00000000,NA,NA,52.05394117,1.16336365,0.18505934
347,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.02546807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.94797332,NA,NA
347,1,MS,roots,0.01156804,10.07461783,0.08203302,0.11016369,0.01720938,1.51442596,0.51207563,0.00024017,NA,0.08967802,0.04842823,NA,NA,NA,0.04625154,0.39948286,0.94369949,NA,0.44608629,NA,NA,19.80272015,1.80887472,50.37308917,0.12198547,NA,2.64792784,14.83026424,0.00003239,0.04799402,31.66526949,NA,0.00000000,0.00019307,0.00000000,NA,NA,52.09554891,1.16004271,0.18435780
348,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92248234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.79164005,NA,NA
348,1,MS,roots,0.01157638,9.32067184,0.06947935,0.09272421,0.01450459,1.51679573,0.47855346,0.00024033,NA,0.08967229,0.04839242,NA,NA,NA,0.04623243,0.39977095,0.94300229,NA,0.44396621,NA,NA,19.83581896,1.67703387,46.60335922,0.12189526,NA,2.66945027,14.83666986,0.00003241,0.04802643,31.64807952,NA,0.00000000,0.00016268,0.00000000,NA,NA,51.99224725,1.16087927,0.18429714
349,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82650933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.75125678,NA,NA
349,1,MS,roots,0.01143230,8.51359183,0.06268451,0.08292914,0.01298502,1.51099384,0.44292819,0.00024049,NA,0.08914985,0.04799004,NA,NA,NA,0.04596532,0.39479557,0.93688381,NA,0.43764371,NA,NA,19.87047643,1.53609511,42.56795917,0.12088171,NA,2.69267544,14.84434697,0.00003201,0.04805844,31.64005319,NA,0.00000000,0.00014558,0.00000000,NA,NA,51.75633511,1.14643147,0.18310521
350,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.73046868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.80535137,NA,NA
350,1,MS,roots,0.01108378,7.93983338,0.06413830,0.08408519,0.01317619,1.49309904,0.41819403,0.00024064,NA,0.08788830,0.04716200,NA,NA,NA,0.04536887,0.38276003,0.92303005,NA,0.42706145,NA,NA,19.89944968,1.43568794,39.69916691,0.11879598,NA,2.71056491,14.85136886,0.00003103,0.04808948,31.62949977,NA,0.00000000,0.00014764,0.00000000,NA,NA,51.46279533,1.11148191,0.18041918
351,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.64298302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.98681159,NA,NA
351,1,MS,roots,0.01081456,7.28944423,0.05997606,0.07807359,0.01224404,1.48229151,0.38933042,0.00024080,NA,0.08702374,0.04649651,NA,NA,NA,0.04489815,0.37346267,0.91337501,NA,0.41747255,NA,NA,19.92813933,1.32219740,36.44722117,0.11711968,NA,2.72843999,14.85890905,0.00003028,0.04811976,31.62381386,NA,0.00000000,0.00013713,0.00000000,NA,NA,51.08465717,1.08448368,0.17841840
352,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56241683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.27450994,NA,NA
352,1,MS,roots,0.01059911,6.73258394,0.05889127,0.07613751,0.01194862,1.47746707,0.36486762,0.00024094,NA,0.08648257,0.04596308,NA,NA,NA,0.04453732,0.36602253,0.90713558,NA,0.40858321,NA,NA,19.95423262,1.22598182,33.66291968,0.11577603,NA,2.74393418,14.86635817,0.00002968,0.04814944,31.61907032,NA,0.00000000,0.00013376,0.00000000,NA,NA,50.63142405,1.06287854,0.17698297
353,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.48873712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.57155427,NA,NA
353,1,MS,roots,0.01014333,6.16339045,0.04926010,0.06330479,0.00994119,1.45545284,0.33994493,0.00024109,NA,0.08494593,0.04486999,NA,NA,NA,0.04373741,0.35028303,0.89049213,NA,0.39464048,NA,NA,19.98575158,1.12855873,30.81695223,0.11302264,NA,2.76530981,14.87518652,0.00002840,0.04817784,31.62527772,NA,0.00000000,0.00011123,0.00000000,NA,NA,50.13660338,1.01717324,0.17355333
354,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.42032187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.17211881,NA,NA
354,1,MS,roots,0.00941987,5.74483968,0.04629177,0.05902470,0.00927274,1.41352591,0.32228540,0.00024122,NA,0.08227334,0.04320275,NA,NA,NA,0.04248393,0.32529954,0.86200335,NA,0.37609418,NA,NA,20.01630556,1.05656956,28.72419839,0.10882304,NA,2.78644392,14.88382542,0.00002638,0.04820421,31.63298286,NA,0.00000000,0.00010369,0.00000000,NA,NA,49.66924917,0.94462466,0.16796002
355,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.35549136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.89485130,NA,NA
355,1,MS,roots,0.00881108,5.36261347,0.04337267,0.05488314,0.00862501,1.37922337,0.30590255,0.00024134,NA,0.08006778,0.04180223,NA,NA,NA,0.04143430,0.30427599,0.83846582,NA,0.36025899,NA,NA,20.04630382,0.99057831,26.81306734,0.10529530,NA,2.80763110,14.89238010,0.00002467,0.04822888,31.64247498,NA,0.00000000,0.00009639,0.00000000,NA,NA,49.21907485,0.88357519,0.16330431
356,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.29058555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.71033657,NA,NA
356,1,MS,roots,0.00833187,5.05127446,0.03645927,0.04579168,0.00719825,1.35364889,0.29340279,0.00024146,NA,0.07839676,0.04069031,NA,NA,NA,0.04061517,0.28772718,0.82057015,NA,0.34724938,NA,NA,20.08040116,0.93651638,25.25637228,0.10249448,NA,2.83339657,14.90175919,0.00002333,0.04825221,31.65915259,NA,0.00000000,0.00008040,0.00000000,NA,NA,48.78025796,0.83551975,0.15970224
357,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.64664402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.64234755,NA,NA
357,1,MS,roots,0.00772676,5.03885408,0.14237431,0.17724214,0.02786453,1.32247301,0.28684854,0.00024157,NA,0.07618711,0.03948748,NA,NA,NA,0.03961007,0.26683061,0.79708455,NA,0.33303403,NA,NA,20.01167784,1.02116546,25.19427042,0.09946470,NA,2.75694649,14.88979946,0.00002163,0.04827385,31.54234189,NA,0.00000000,0.00031102,0.00000000,NA,NA,48.42922095,0.77483901,0.15528466
358,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.01162776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.30869049,NA,NA
358,1,MS,roots,0.00770361,6.14612556,0.33880146,0.43190038,0.06809653,1.34132163,0.31756877,0.00024167,NA,0.07646592,0.03993732,NA,NA,NA,0.03952620,0.26603133,0.79964419,NA,0.33206854,NA,NA,19.75780885,1.29085708,30.73062782,0.10059777,NA,2.49537390,14.83755296,0.00002157,0.04829542,31.17162199,NA,0.00000000,0.00076071,0.00000000,NA,NA,48.29467693,0.77251800,0.15592944
359,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.50255836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.08461627,NA,NA
