t,plant,axis,GA,SAM_height,SAM_temperature,Total_Transpiration,cohort,delta_teq,delta_teq_roots,mstruct,nb_leaves,senesced_mstruct,status,sum_TT,teq_since_primordium
617,1,MS,False,0.00000000,0.64500000,0.00000000,1,184.53832808,184.53832808,0.09718298,11,0.00000000,reproductive,137.45090265,441726.49905249
618,1,MS,False,0.00000000,0.58000000,0.00000000,1,165.94144231,165.94144231,0.09719618,11,0.00000000,reproductive,137.47395007,441892.44049480
619,1,MS,False,0.00000000,0.51400000,0.00000000,1,147.05845060,147.05845060,0.09720788,11,0.00000000,reproductive,137.49437485,442039.49894540
620,1,MS,False,0.00000000,0.45300000,0.00000870,1,129.60598856,129.60598856,0.09721821,11,0.00000000,reproductive,137.51237569,442169.10493396
621,1,MS,False,0.00000000,0.40900000,0.00015108,1,117.01732742,117.01732742,0.09722754,11,0.00000000,reproductive,137.52862809,442286.12226138
622,1,MS,False,0.00000000,0.42800000,0.00016421,1,122.45334019,122.45334019,0.09723733,11,0.00000000,reproductive,137.54563550,442408.57560156
623,1,MS,False,0.00000000,0.45400000,0.00017047,1,129.89209450,129.89209450,0.09724773,11,0.00000000,reproductive,137.56367607,442538.46769606
624,1,MS,False,0.00000000,0.47900000,0.00023983,1,137.04474287,137.04474287,0.09725875,11,0.00000000,reproductive,137.58271006,442675.51243893
625,1,MS,False,0.00000000,0.49900000,0.00038362,1,142.76686157,142.76686157,0.09727027,11,0.00000000,reproductive,137.60253879,442818.27930050
626,1,MS,False,0.00000000,0.52000000,0.00035704,1,148.77508621,148.77508621,0.09728235,11,0.00000000,reproductive,137.62320200,442967.05438670
627,1,MS,False,0.00000000,0.53300000,0.00023536,1,152.49446336,152.49446336,0.09729479,11,0.00000000,reproductive,137.64438178,443119.54885007
628,1,MS,False,0.00000000,0.55200000,0.00005807,1,157.93047613,157.93047613,0.09730775,11,0.00000000,reproductive,137.66631657,443277.47932619
629,1,MS,False,0.00000000,0.57000000,0.00000401,1,163.08038296,163.08038296,0.09732119,11,0.00000000,reproductive,137.68896663,443440.55970915
630,1,MS,False,0.00000000,0.58800000,0.00000000,1,168.23028979,168.23028979,0.09733512,11,0.00000000,reproductive,137.71233194,443608.78999894
631,1,MS,False,0.00000000,0.59400000,0.00000000,1,169.94692540,169.94692540,0.09734923,11,0.00000000,reproductive,137.73593568,443778.73692433
632,1,MS,False,0.00000000,0.61000000,0.00000000,1,174.52462036,174.52462036,0.09736377,11,0.00000000,reproductive,137.76017521,443953.26154469
633,1,MS,False,0.00000000,0.62200000,0.00000000,1,177.95789158,177.95789158,0.09737863,11,0.00000000,reproductive,137.78489159,444131.21943627
634,1,MS,False,0.00000000,0.63700000,0.00000000,1,182.24948060,182.24948060,0.09739388,11,0.00000000,reproductive,137.81020402,444313.46891687
635,1,MS,False,0.00000000,0.65000000,0.00001047,1,185.96885776,185.96885776,0.09740947,11,0.00000000,reproductive,137.83603302,444499.43777463
636,1,MS,False,0.00000000,0.66700000,0.00001018,1,190.83265865,190.83265865,0.09742548,11,0.00000000,reproductive,137.86253756,444690.27043328
637,1,MS,False,0.00000000,0.68100000,0.00001011,1,194.83814174,194.83814174,0.09744185,11,0.00000000,reproductive,137.88959841,444885.10857503
638,1,MS,False,0.00000000,0.69700000,0.00000474,1,199.41583670,199.41583670,0.09745862,11,0.00000000,reproductive,137.91729506,445084.52441173
639,1,MS,False,0.00000000,0.70400000,0.00000484,1,201.41857825,201.41857825,0.09747556,11,0.00000000,reproductive,137.94526986,445285.94298998
640,1,MS,False,0.00000000,0.71900000,0.00000968,1,205.71016727,205.71016727,0.09749287,11,0.00000000,reproductive,137.97384072,445491.65315725
641,1,MS,False,0.00000000,0.72900000,0.00000454,1,208.57122662,208.57122662,0.09751042,11,0.00000000,reproductive,138.00280894,445700.22438388
642,1,MS,False,0.00000000,0.73700000,0.00000901,1,210.86007410,210.86007410,0.09752816,11,0.00000000,reproductive,138.03209506,445911.08445798
643,1,MS,False,0.00000000,0.74600000,0.00000997,1,213.43502752,213.43502752,0.09754612,11,0.00000000,reproductive,138.06173882,446124.51948550
644,1,MS,False,0.00000000,0.75400000,0.00000941,1,215.72387500,215.72387500,0.09756427,11,0.00000000,reproductive,138.09170047,446340.24336050
645,1,MS,False,0.00000000,0.76400000,0.00026515,1,218.58493435,218.58493435,0.09758265,11,0.00000000,reproductive,138.12205949,446558.82829485
646,1,MS,False,0.00000000,0.76800000,0.00037755,1,219.72935809,219.72935809,0.09760114,11,0.00000000,reproductive,138.15257745,446778.55765294
647,1,MS,False,0.00000000,0.77500000,0.00107199,1,221.73209963,221.73209963,0.09761984,11,0.00000000,reproductive,138.18337358,447000.28975257
648,1,MS,False,0.00000000,0.79300000,0.00044390,1,226.88200646,226.88200646,0.09763906,11,0.00000000,reproductive,138.21488497,447227.17175904
649,1,MS,False,0.00000000,0.80200000,0.00111570,1,229.45695988,229.45695988,0.09765858,11,0.00000000,reproductive,138.24675399,447456.62871892
650,1,MS,False,0.00000000,0.79700000,0.00083352,1,228.02643020,228.02643020,0.09767810,11,0.00000000,reproductive,138.27842433,447684.65514912
651,1,MS,False,0.00000000,0.79300000,0.00037712,1,226.88200646,226.88200646,0.09769766,11,0.00000000,reproductive,138.30993572,447911.53715559
652,1,MS,False,0.00000000,0.80200000,0.00010955,1,229.45695988,229.45695988,0.09771756,11,0.00000000,reproductive,138.34180474,448140.99411547
653,1,MS,False,0.00000000,0.88900000,0.00003529,1,254.34817623,254.34817623,0.09773973,11,0.00000000,reproductive,138.37713087,448395.34229169
654,1,MS,False,0.00000000,1.15000000,0.00003554,1,329.02182526,329.02182526,0.09776852,11,0.00000000,reproductive,138.42282835,448724.36411696
655,1,MS,False,0.00000000,1.64900000,0.00002404,1,471.78868684,471.78868684,0.09780991,11,0.00000000,reproductive,138.48835456,449196.15280379
656,1,MS,False,0.00000000,2.05700000,0.00002456,1,588.51990832,588.51990832,0.09785559,11,0.00000608,reproductive,138.57009343,449784.67271211
657,1,MS,False,0.00000000,2.40100000,0.00002563,1,686.94034996,686.94034996,0.09790851,11,0.00001366,reproductive,138.66550181,450471.61306208
658,1,MS,False,0.00000000,2.72800000,0.00001897,1,780.49699071,780.49699071,0.09796847,11,0.00002250,reproductive,138.77390417,451252.11005279
659,1,MS,False,0.00000000,3.04500000,0.00001310,1,871.19257211,871.19257211,0.09803527,11,0.00003255,reproductive,138.89490314,452123.30262490
660,1,MS,False,0.00000000,3.32600000,0.00001411,1,951.58833985,951.58833985,0.09810800,11,0.00004377,reproductive,139.02706819,453074.89096475
661,1,MS,False,0.00000000,3.65800000,0.00003002,1,1046.57551027,1046.57551027,0.09818806,11,0.00005603,reproductive,139.17242590,454121.46647503
662,1,MS,False,0.00000000,4.01300000,0.00002943,1,1148.14311720,1148.14311720,0.09827581,11,0.00006951,reproductive,139.33189022,455269.60959223
663,1,MS,False,0.00000000,4.13000000,0.00002906,1,1181.61751160,1181.61751160,0.09836512,11,0.00008429,reproductive,139.49600376,456451.22710383
664,1,MS,False,0.00000000,4.14200000,0.00003513,1,1185.05078282,1185.05078282,0.09845420,11,0.00009951,reproductive,139.66059415,457636.27788665
665,1,MS,False,0.00000000,4.09500000,0.00003537,1,1171.60380388,1171.60380388,0.09854194,11,0.00011477,reproductive,139.82331690,458807.88169053
666,1,MS,False,0.00000000,4.02700000,0.00003304,1,1152.14860029,1152.14860029,0.09862801,11,0.00012986,reproductive,139.98333754,459960.03029082
667,1,MS,False,0.00000000,3.74700000,0.00004565,1,1072.03893849,1072.03893849,0.09870718,11,0.00014470,reproductive,140.13223184,461032.06922931
668,1,MS,False,0.00000000,3.56700000,0.00003781,1,1020.53987019,1020.53987019,0.09878040,11,0.00015850,reproductive,140.27397349,462052.60909950
669,1,MS,False,0.00000000,3.41300000,0.00029872,1,976.47955620,976.47955620,0.09885265,11,0.00017165,reproductive,140.40959565,463029.08865570
670,1,MS,False,0.00000000,3.51800000,0.00097681,1,1006.52067937,1006.52067937,0.09892809,11,0.00018422,reproductive,140.54939019,464035.60933507
671,1,MS,False,0.00000000,4.11500000,0.00153958,1,1177.32592258,1177.32592258,0.09901827,11,0.00019718,reproductive,140.71290767,465212.93525765
672,1,MS,False,0.00000000,4.92200000,0.00133309,1,1408.21341213,1408.21341213,0.09912696,11,0.00021235,reproductive,140.90849287,466621.14866978
673,1,MS,False,0.00000000,5.47500000,0.00164112,1,1566.42999419,1566.42999419,0.09924727,11,0.00023048,reproductive,141.12605259,468187.57866397
674,1,MS,False,0.00000000,5.76500000,0.00161659,1,1649.40071535,1649.40071535,0.09937376,11,0.00025065,reproductive,141.35513602,469836.97937931
675,1,MS,False,0.00000000,5.85000000,0.00088728,1,1673.71971982,1673.71971982,0.09950054,11,0.00027190,reproductive,141.58759710,471510.69909913
676,1,MS,False,0.00000000,5.46300000,0.00057508,1,1562.99672297,1562.99672297,0.09961959,11,0.00029345,reproductive,141.80467998,473073.69582211
677,1,MS,False,0.00000000,4.97100000,0.00016830,1,1422.23260295,1422.23260295,0.09972809,11,0.00031358,reproductive,142.00221228,474495.92842505
678,1,MS,False,0.00000000,4.37300000,0.00009992,1,1251.14125381,1251.14125381,0.09982339,11,0.00033190,reproductive,142.17598190,475747.06967886
679,1,MS,False,0.00000000,3.87300000,0.00008110,1,1108.08828630,1108.08828630,0.09990821,11,0.00034801,reproductive,142.32988305,476855.15796516
680,1,MS,False,0.00000000,3.63100000,0.00008913,1,1038.85065003,1038.85065003,0.09998879,11,0.00036228,reproductive,142.47416786,477894.00861519
681,1,MS,False,0.00000000,3.58300000,0.00007341,1,1025.11756515,1025.11756515,0.10006916,11,0.00037566,reproductive,142.61654530,478919.12618034
682,1,MS,False,0.00000000,3.47800000,0.00007144,1,995.07644197,995.07644197,0.10014708,11,0.00038886,reproductive,142.75475036,479914.20262231
683,1,MS,False,0.00000000,3.42100000,0.00005808,1,978.76840368,978.76840368,0.10022397,11,0.00040167,reproductive,142.89069042,480892.97102599
684,1,MS,False,0.00000000,3.36400000,0.00007677,1,962.46036538,962.46036538,0.10029962,11,0.00041428,reproductive,143.02436547,481855.43139137
685,1,MS,False,0.00000000,3.38500000,0.00007627,1,968.46859002,968.46859002,0.10037606,11,0.00042667,reproductive,143.15887500,482823.89998139
686,1,MS,False,0.00000000,3.44400000,0.00006889,1,985.34884018,985.34884018,0.10045397,11,0.00043915,reproductive,143.29572900,483809.24882157
687,1,MS,False,0.00000000,3.52600000,0.00006979,1,1008.80952685,1008.80952685,0.10053380,11,0.00045184,reproductive,143.43584144,484818.05834842
688,1,MS,False,0.00000000,3.69000000,0.00007032,1,1055.73090020,1055.73090020,0.10061760,11,0.00046483,reproductive,143.58247073,485873.78924862
689,1,MS,False,0.00000000,3.74900000,0.00005551,1,1072.61115036,1072.61115036,0.10070229,11,0.00047842,reproductive,143.73144450,486946.40039898
690,1,MS,False,0.00000000,3.66400000,0.00004791,1,1048.29214588,1048.29214588,0.10078447,11,0.00049224,reproductive,143.87704063,487994.69254486
691,1,MS,False,0.00000000,3.81300000,0.00004930,1,1090.92193020,1090.92193020,0.10087078,11,0.00050574,reproductive,144.02855757,489085.61447507
692,1,MS,False,0.00000000,3.77700000,0.00006434,1,1080.62211654,1080.62211654,0.10095551,11,0.00051979,reproductive,144.17864397,490166.23659161
693,1,MS,False,0.00000000,3.78700000,0.00023957,1,1083.48317589,1083.48317589,0.10104056,11,0.00053370,reproductive,144.32912775,491249.71976750
694,1,MS,False,0.00000000,3.95200000,0.00069409,1,1130.69065517,1130.69065517,0.10112986,11,0.00054766,reproductive,144.48616811,492380.41042267
695,1,MS,False,0.00000000,4.43700000,0.00121754,1,1269.45203365,1269.45203365,0.10123134,11,0.00056222,reproductive,144.66248090,493649.86245632
696,1,MS,False,0.00000000,5.11100000,0.00161500,1,1462.28743385,1462.28743385,0.10134904,11,0.00057857,reproductive,144.86557637,495112.14989016
697,1,MS,False,0.00000000,5.78700000,0.00145569,1,1655.69504592,1655.69504592,0.10148265,11,0.00059740,reproductive,145.09553402,496767.84493608
698,1,MS,False,0.00000000,6.29000000,0.00133444,1,1799.60633123,1799.60633123,0.10162788,11,0.00061872,reproductive,145.34547934,498567.45126731
699,1,MS,False,0.00000000,6.45600000,0.00103069,1,1847.09991644,1847.09991644,0.10177662,11,0.00064190,reproductive,145.60202100,500414.55118374
700,1,MS,False,0.00000000,6.34400000,0.00037442,1,1815.05605172,1815.05605172,0.10192271,11,0.00066569,reproductive,145.85411212,502229.60723546
701,1,MS,False,0.00000000,6.03200000,0.00015910,1,1725.79099999,1725.79099999,0.10206156,11,0.00068906,reproductive,146.09380531,503955.39823546
702,1,MS,False,0.00000000,5.79400000,0.00012662,1,1657.69778746,1657.69778746,0.10219565,11,0.00071129,reproductive,146.32404111,505613.09602292
703,1,MS,False,0.00000000,5.74600000,0.00014168,1,1643.96470258,1643.96470258,0.10232967,11,0.00073263,reproductive,146.55236955,507257.06072550
704,1,MS,False,0.00000000,5.69300000,0.00014809,1,1628.80108802,1628.80108802,0.10246268,11,0.00075381,reproductive,146.77859192,508885.86181352
705,1,MS,False,0.00000000,5.65500000,0.00013894,1,1617.92906249,1617.92906249,0.10259500,11,0.00077478,reproductive,147.00330429,510503.79087602
706,1,MS,False,0.00000000,5.60000000,0.00010355,1,1602.19323607,1602.19323607,0.10272605,11,0.00079562,reproductive,147.22583113,512105.98411208
707,1,MS,False,0.00000000,5.58000000,0.00014646,1,1596.47111737,1596.47111737,0.10285679,11,0.00081625,reproductive,147.44756323,513702.45522945
