Time (days),Sucrose input (mol of sucrose),Final deficit in sucrose of the whole root system (mol of sucrose),Cumulated amount of C present in the root-soil system (mol of C),Cumulated amount of C that has been respired by roots (mol of C),Cumulated amount of C that has been degraded in the soil (mol of C),Root structural mass (g),Root necromass (g),Root length (m),Root surface (m2),Sucrose in the root (mol of sucrose),Hexose in the mobile pool of the roots (mol of hexose),Hexose in the reserve pool of the roots (mol of hexose),Hexose in the soil (mol of hexose),Deficit of sucrose in the root (mol of sucrose),Deficit of hexose in the mobile pool of the roots (mol of hexose),Deficit of hexose in the soil (mol of hexose),CO2 originating from root growth (mol of C),CO2 originating from root maintenance (mol of C),Structural mass produced (g),Hexose unloaded from phloem (mol of hexose),Sucrose reloaded in the phloem (mol of hexose),Hexose mobilized from reserve (mol of hexose),Hexose stored as reserve (mol of hexose),Hexose emitted in the soil (mol of hexose),Hexose taken up from the soil (mol of hexose),Hexose degraded in the soil (mol of hexose),Concentration of hexose in the main root tip (mol of hexose per g)
0.41666666999999996,1.4976000116928e-06,0.0,0.0001644524656656197,8.36686313637636e-07,5.164425920482457e-09,0.00010305887731537276,0.0,0.005695253386889853,8.520771083268941e-06,1.0694628043945552e-05,4.867400671873961e-06,5.129052341306954e-07,9.902425642153256e-09,0.0,0.0,0.0,1.0676257080163996e-07,6.586515908052409e-10,1.165653145162548e-05,1.051546618815457e-06,0.0,1.6448196951119068e-07,2.203754743231498e-07,2.639109130158675e-09,6.38011047682306e-11,2.513171023118764e-10,0.016394033903172234
0.45833333699999995,1.4940000116352e-06,0.0,0.00018227120804016988,9.441837515666453e-07,6.9247530637207706e-09,0.00011471563581164539,0.0,0.006339430725469795,9.492167624624994e-06,1.1630362281649272e-05,5.831328084838959e-06,5.735781790582269e-07,1.2447554559651626e-08,0.0,0.0,0.0,1.0676465031133944e-07,7.327876176698493e-10,1.1656758496272624e-05,1.1165315478629627e-06,0.0,1.822522030430652e-07,2.4292514797059657e-07,2.9146017837305783e-09,7.608500902582277e-11,2.933878572063856e-10,0.01845388094059394
0.500000004,1.4904000115776001e-06,0.0,0.00020004654191745053,1.051640633144157e-06,8.93413313667994e-09,0.000126359798171277,0.0,0.00698291197467117,1.0415570580325337e-05,1.254051923051901e-05,6.8414701168658134e-06,6.317989908563849e-07,1.5226937965663536e-08,0.0,0.0,0.0,1.0664928186442663e-07,8.075997130852221e-10,1.1644162359631604e-05,1.1604861254157211e-06,0.0,2.0167023949471997e-07,2.59891051292878e-07,3.2029458878520726e-09,8.86658030136344e-11,3.3489667882652813e-10,0.021381755040325946
0.541666671,6.695999199936001e-07,0.0,0.00020797194521226647,1.1591620373402371e-06,1.120847404785075e-08,0.00013800282215370365,0.0,0.007626330314720021,1.1385822578860894e-05,1.2607657909510238e-05,7.902133203420546e-06,6.835152549977938e-07,1.8378208137310156e-08,0.0,0.0,0.0,1.0663885542861724e-07,8.825487674628454e-10,1.1643023982426673e-05,1.2049224820047414e-06,0.0,2.2025250591933109e-07,2.7196877006074005e-07,3.632524743449659e-09,1.0219775327456648e-10,3.7905681852846847e-10,0.013815352601815888
0.583333338,3.394799657424e-07,0.0,0.00021193557164178305,1.266780126249824e-06,1.3723544530494906e-08,0.00014964833373503142,0.0,0.008269886124790238,1.2356281877304873e-05,1.237432031644807e-05,8.890205071325274e-06,7.48241668675157e-07,2.1751757977553098e-08,0.0,0.0,0.0,1.0666163943215254e-07,9.564494774342165e-10,1.1645511581327754e-05,1.1456351176091415e-06,0.0,2.3646925106336657e-07,3.0119566474073e-07,3.907445004298042e-09,1.1471675028107552e-10,4.191784137740262e-10,0.015178513384076726
0.625000005,1.96199984376e-07,0.0,0.00021417968205791782,1.3743138554196416e-06,1.6479211737940764e-08,0.0001612764999026054,0.0,0.008912483390298341,1.3265809023033872e-05,1.2050159647313115e-05,9.779823058308137e-06,8.063824995130269e-07,2.5330832986854932e-08,0.0,0.0,0.0,1.065027721935012e-07,1.0309569763164133e-09,1.1628166167573968e-05,1.0407213070219097e-06,0.0,2.5739729590373656e-07,3.1553812674160647e-07,4.165913815751592e-09,1.2756093854211443e-10,4.5927786790764314e-10,0.01692039989811369
0.666666672,1.2707999216928e-07,0.0,0.000215594160146737,1.4817825378337627e-06,1.9492346536090585e-08,0.00017288943625810667,0.0,0.009554239023905845,1.4233553719325648e-05,1.1707960954828479e-05,1.0578294600262472e-05,8.533583923373248e-07,2.9118276765280532e-08,0.0,0.0,0.0,1.063632818231065e-07,1.1054005910146062e-09,1.1612936355501297e-05,9.385573693078421e-07,0.0,2.759315424753906e-07,3.2290743529968876e-07,4.430838318913598e-09,1.4120540746302884e-10,5.021891330249699e-10,0.008974806470173213
0.708333339,9.071999578079998e-08,0.0,0.00021657207636748834,1.5892774001100105e-06,2.2721212878050755e-08,0.0001844973343903698,0.0,0.010195716234550586,1.5200878563680908e-05,1.137480359315821e-05,1.1263776977761313e-05,9.224866719518489e-07,3.2930288741738556e-08,0.0,0.0,0.0,1.0631713656390884e-07,1.1777257123389468e-09,1.1607898132263113e-05,8.477547149021341e-07,0.0,2.9019649176235127e-07,3.593247713768754e-07,4.503123708142226e-09,1.5296734135750831e-10,5.381443903266952e-10,0.009465499714746396
0.7500000059999999,7.091999771616e-08,0.0,0.00021731243114845076,1.6965249127978243e-06,2.6158891821731465e-08,0.00019607021409257864,0.0,0.010835258252055587,1.6165285205531645e-05,1.106588526013205e-05,1.1872585542297924e-05,9.803510704628933e-07,3.6822187531036454e-08,0.0,0.0,0.0,1.0599640156366078e-07,1.2511111241530808e-09,1.1572879702208865e-05,7.596766614846433e-07,0.0,3.1292806419518006e-07,3.707924627062245e-07,4.629366857321404e-09,1.645215774100526e-10,5.729464906134519e-10,0.010718583660448427
0.7916666729999999,5.975999878176001e-08,0.0,0.00021791893864025571,1.8034816648803999e-06,2.981463331540407e-08,0.00020760329986735374,0.0,0.011472601172249434,1.7126375686762907e-05,1.0785094937807942e-05,1.2420290064036192e-05,1.0209440166026223e-06,4.076866118917618e-08,0.0,0.0,0.0,1.0563192761935292e-07,1.324824463222649e-09,1.1533085774775105e-05,6.811006422117456e-07,0.0,3.313348692389756e-07,3.7192781537870476e-07,4.732138456528274e-09,1.763745494431168e-10,6.092902489454342e-10,0.0050425008821270234
0.8333333399999999,5.3279999389439995e-08,0.0,0.00021844746484732237,1.910485459647657e-06,3.364462415477214e-08,0.00021913390488121303,0.0,0.012109807000303565,1.8087259437917846e-05,1.052701364437256e-05,1.2880513643654426e-05,1.090664719750019e-06,4.466852897531121e-08,0.0,0.0,0.0,1.0560920624515883e-07,1.3945885220985019e-09,1.153060501385928e-05,6.227225856496426e-07,0.0,3.426815877476811e-07,4.124022908950775e-07,4.724552954355756e-09,1.863533616593842e-10,6.38331806561344e-10,0.00539693008424914
0.8750000069999999,4.931999972928e-08,0.0,0.000218928720169239,2.017070039348038e-06,3.76447192890126e-08,0.00023061088784782617,0.0,0.012744049559650082,1.8983030076679507e-05,1.0287300056293827e-05,1.3303763350149453e-05,1.1530544392391308e-06,4.8586779416170206e-08,0.0,0.0,0.0,1.0511808007787634e-07,1.466499622504578e-09,1.147698296661314e-05,5.780671756160213e-07,0.0,3.6650205202649687e-07,4.288917715156092e-07,4.781106466292458e-09,1.9617350306005075e-10,6.666825223734107e-10,0.006414108661932833
0.9166666739999999,4.6799999930879996e-08,0.0,0.0002193803514051956,2.122852081074498e-06,4.183144077654692e-08,0.0002419923168128997,0.0,0.013373011601053112,1.993148249043564e-05,1.006449832028432e-05,1.3718700014289822e-05,1.1855993009211324e-06,5.248533313553855e-08,0.0,0.0,0.0,1.0424289770505073e-07,1.5391440214090658e-09,1.1381428965073557e-05,5.39203471880772e-07,0.0,3.8621974072314594e-07,4.1876460240514776e-07,4.802802991102582e-09,2.0646235714518507e-10,6.977869145890533e-10,0.0028363618677515047
0.9583333409999999,4.5360000097920004e-08,0.0,0.00021981431544668403,2.228871941125207e-06,4.616754041250602e-08,0.0002533924712776916,0.0,0.014003008453512406,2.0881495362501624e-05,9.85425609296337e-06,1.4165413009014369e-05,1.1582409920975727e-06,5.6332838658978464e-08,0.0,0.0,0.0,1.0441440519831893e-07,1.605454852389807e-09,1.1400154464791851e-05,5.112044548377489e-07,0.0,3.931784293595552e-07,3.6582012053599555e-07,4.7854437987327075e-09,2.1525500263294856e-10,7.226832726598492e-10,0.006881871712854645
1.000000008,5.1120001514879996e-08,0.0,0.00022031656107642425,2.335573589526115e-06,5.0660280449883804e-08,0.00026485825512727454,0.0,0.014636632125763917,2.1836977349966873e-05,9.664834561821911e-06,1.4413076539300606e-05,1.299077310357633e-06,6.037331936468743e-08,0.0,0.0,0.0,1.0501550698142724e-07,1.6861414194809717e-09,1.1465783849582972e-05,4.810830653126733e-07,0.0,3.740098978888494e-07,5.148462161489099e-07,5.0135044946882674e-09,2.2423378274967607e-10,7.487900062296314e-10,0.003526142393814041
1.0416666749999999,7.812001522655998e-07,0.0,0.0002295828112071515,2.438996831628863e-06,5.5388734807118474e-08,0.0002759595640080019,0.0,0.015250114133804792,2.2713697294093916e-05,1.0214275876538254e-05,1.4854226984937528e-05,1.231850633420251e-06,6.415709751472876e-08,0.0,0.0,0.0,1.0167726825841131e-07,1.7459738443367868e-09,1.1101308880727393e-05,4.6351767509852046e-07,0.0,4.330467974733776e-07,3.6582012053599555e-07,4.8077900222484015e-09,2.359361460013021e-10,7.880757262057782e-10,0.006475852259712398
1.083333342,1.1844000933408e-06,0.0,0.00024368459450124558,2.5451291991952124e-06,6.027419323637214e-08,0.00028734782324116174,0.0,0.015879453630391355,2.3662718896857233e-05,1.1149883123648848e-05,1.5070587674746297e-05,1.4211132150195101e-06,6.807957665825439e-08,0.0,0.0,0.0,1.0430545636438946e-07,1.8269112019600272e-09,1.1388259233159817e-05,4.975856924604139e-07,0.0,4.0898525101906326e-07,5.982478326183225e-07,4.981386552707614e-09,2.446643376396854e-10,8.142430715422777e-10,0.002541372985685454
1.1250000089999999,1.3572000481824e-06,0.0,0.0002598621533273139,2.648890336409944e-06,6.535480814207146e-08,0.00029847109395090133,0.0,0.01649414929594842,2.4589658122668864e-05,1.2215997236451783e-05,1.561048047181549e-05,1.3735947787358596e-06,7.181784967655679e-08,0.0,0.0,0.0,1.0187841740252672e-07,1.882719812204638e-09,1.1123270709739596e-05,5.82171870758932e-07,0.0,4.710996284832242e-07,4.235811921995738e-07,4.83975853252484e-09,2.547163632725461e-10,8.467691509498857e-10,0.006495544579015235
1.166666676,1.4364000292320001e-06,0.0,0.0002769873764175615,2.7552456820038818e-06,7.057672308456189e-08,0.00030986811009706166,0.0,0.017123972718226046,2.547484344920659e-05,1.3325582072257603e-05,1.6013805840991918e-05,1.5318062661283058e-06,7.572472905030707e-08,0.0,0.0,0.0,1.0438566123048508e-07,1.9696843634526942e-09,1.1397016146160289e-05,6.536303868523573e-07,0.0,4.498704513445408e-07,6.080819387369871e-07,5.039908140055383e-09,2.627096092233484e-10,8.703191570817389e-10,0.0039495694728455336
1.2083333429999998,1.4724000201311998e-06,0.0,0.0002945465180154488,2.859472965515955e-06,7.600808325954913e-08,0.0003210259470034299,0.0,0.01774057858553913,2.640466319140394e-05,1.4425861228726318e-05,1.6751786202666327e-05,1.447823639867412e-06,7.956227342635706e-08,0.0,0.0,0.0,1.0219501038134063e-07,2.032273130732434e-09,1.1157836906368229e-05,7.442417273249675e-07,0.0,5.075638184604675e-07,4.23581192199574e-07,5.0159593235139054e-09,2.731882516327279e-10,9.052266958312064e-10,0.007045834967476011
1.25000001,1.4904000162432001e-06,0.0,0.0003123187861682183,2.9664171780737668e-06,8.159591285061742e-08,0.0003324712197511136,0.0,0.018373068770549138,2.7358435920377586e-05,1.5505208706055176e-05,1.7289106814554668e-05,1.6398212008026541e-06,8.37087413422208e-08,0.0,0.0,0.0,1.048276450966267e-07,2.1165674611851845e-09,1.1445272747683715e-05,8.221050778286834e-07,0.0,4.7093102690121384e-07,6.629285878364562e-07,5.359481996672965e-09,2.8170914896450443e-10,9.313049318447142e-10,0.003948401074309215
1.2916666769999998,1.4976000137664e-06,0.0,0.00033017891378437085,3.0716495547549744e-06,8.74360852136409e-08,0.00034372254775655976,0.0,0.018994841155415464,2.8243036325581595e-05,1.6548241571805414e-05,1.8167354055587817e-05,1.579459645296132e-06,8.774439463396555e-08,0.0,0.0,0.0,1.0305129855986538e-07,2.1810781213421617e-09,1.1251328005446139e-05,9.091342960323164e-07,0.0,5.41703819369674e-07,4.813422638631521e-07,5.302896419856978e-09,2.938810676083083e-10,9.733620605039128e-10,0.008136011624241098
1.333333344,1.5012000129311996e-06,0.0,0.0003480800389130228,3.1788845739409304e-06,9.347609255007912e-08,0.00035518348396270413,0.0,0.01962819693655045,2.9198114342760294e-05,1.756292201045525e-05,1.886553696816687e-05,1.7611012852068273e-06,9.209908145377085e-08,0.0,0.0,0.0,1.049711072491413e-07,2.263911936814519e-09,1.146093620614437e-05,9.730391485627127e-07,0.0,5.185690894029717e-07,7.002107293136669e-07,5.665544895520774e-09,3.0419018630911176e-10,1.0066678894063706e-09,0.003616845888512684
1.375000011,1.5012000120095998e-06,0.0,0.0003659818809280941,3.2851473858976287e-06,9.977140963727765e-08,0.00036653115404384394,0.0,0.020255293390018993,3.0143753516188613e-05,1.8539393179142245e-05,1.9862966777748928e-05,1.7207435401815855e-06,9.64358827476147e-08,0.0,0.0,0.0,1.0393369893085988e-07,2.3291130258385214e-09,1.1347670081139825e-05,1.0494576866452243e-06,0.0,5.794610805519717e-07,5.391033355267304e-07,5.702768807608262e-09,3.1674799923132174e-10,1.0492195145330899e-09,0.008358411125815073
1.416666678,1.4976000110016e-06,0.0,0.00038383892664928986,3.392787663665118e-06,1.0628554269320165e-07,0.0003780202106590081,0.0,0.02089020316493775,3.1071370574411646e-05,1.9488281825693784e-05,2.0713661955934853e-05,1.873607422804214e-06,1.0112137367630026e-07,0.0,0.0,0.0,1.0522866303847736e-07,2.4116147290118727e-09,1.1489056615164133e-05,1.0974227289001253e-06,0.0,5.583043870405964e-07,7.111682696632248e-07,6.099316875937318e-09,3.281371045977533e-10,1.085688842653999e-09,0.006039502286029065
1.458333345,1.4940000109439998e-06,0.0,0.00040165356086797877,3.499335673748122e-06,1.131034452492184e-07,0.00038938245432041177,0.0,0.021518104985537384,3.201822421286195e-05,2.0403814739337225e-05,2.172268839066707e-05,1.9285252270608267e-06,1.0583889128097598e-07,0.0,0.0,0.0,1.0406717885164132e-07,2.4808312313628135e-09,1.1362243661403641e-05,1.1569341946011023e-06,0.0,6.16826957684107e-07,6.7174476194072e-07,6.196766261313891e-09,3.429315639687232e-10,1.1363170926694582e-09,0.004138428433400729
1.5000000119999999,1.4904000108864e-06,0.0,0.0004194241976414773,3.6064480283925274e-06,1.2015444774312436e-07,0.0004007984386278379,0.0,0.022148976628865988,3.2969556238480795e-05,2.1291757455700135e-05,2.2869375218374445e-05,1.8931160404674848e-06,1.10742352178091e-07,0.0,0.0,0.0,1.0455939126917855e-07,2.552963375226699e-09,1.1415984307426146e-05,1.2049145890469804e-06,0.0,6.322735937836505e-07,5.968644071903086e-07,6.4339354366570655e-09,3.5530745722438485e-10,1.17516708231766e-09,0.008874932920325027
1.541666679,6.695997624000002e-07,0.0,0.00042734399687143767,3.714534363800198e-06,1.2746603117503144e-07,0.00041231196234592935,0.0,0.022785238508081274,3.389642928407754e-05,2.1342308472733204e-05,2.386230473777951e-05,2.0434488102224004e-06,1.1604272856391238e-07,0.0,0.0,0.0,1.0545275807218647e-07,2.6335773354839963e-09,1.1513523718091407e-05,1.238097490733862e-06,0.0,6.114999841477117e-07,7.618327539026275e-07,6.8879642536987095e-09,3.68990629226155e-10,1.2185972386511811e-09,0.006521452399989594
1.5833333459999999,3.3947990235936e-07,0.0,0.0004313030733368979,3.821560081100583e-06,1.3512267672669045e-07,0.00042370206793735743,0.0,0.02341468003836406,3.484560475002988e-05,2.108690369654854e-05,2.4904995927751534e-05,2.0965406738801733e-06,1.2136706006479742e-07,0.0,0.0,0.0,1.0432236722300647e-07,2.7033500773782574e-09,1.1390105591428102e-05,1.1897693570880295e-06,0.0,6.710668662219204e-07,7.241587298796934e-07,6.986511791541507e-09,3.860726987132692e-10,1.2761075919431708e-09,0.003784544036419063
1.625000013,1.9619995686624002e-07,0.0,0.0004335421052659913,3.929017665897403e-06,1.430326452312697e-07,0.0004351316232342269,0.0,0.02404630164351647,3.579806769143568e-05,2.0728289388675446e-05,2.5950306334449066e-05,2.066365158887599e-06,1.2684364667074504e-07,0.0,0.0,0.0,1.0468368842629672e-07,2.7738963705227193e-09,1.142955529686951e-05,1.1096285294786682e-06,0.0,6.848009938464609e-07,6.546254788538869e-07,7.194910929078392e-09,3.9999623903420694e-10,1.3183280840965415e-09,0.00829056867019499
1.6666666799999998,1.2707997889824e-07,0.0,0.00043495063373911005,4.037266620960968e-06,1.512149638278311e-07,0.0004466388325599847,0.0,0.024682214575942683,3.673337187513524e-05,2.0349739274588728e-05,2.67204422713671e-05,2.2119698628178975e-06,1.3269469662460278e-07,0.0,0.0,0.0,1.0539492433653433e-07,2.854030727031016e-09,1.1507209325757723e-05,1.0112601859699008e-06,0.0,6.648545710388892e-07,8.104592749691877e-07,7.629629231310946e-09,4.148595113596677e-10,1.3637197660935634e-09,0.005393045727827806
1.708333347,9.071998879968e-08,0.0,0.00043612829054487856,4.143838306263111e-06,1.5975450378593237e-07,0.000457955586398929,0.0,0.025307602531922605,3.767643469504727e-05,1.99900849553018e-05,2.751030891056037e-05,2.2628595184411583e-06,1.384228173368867e-07,0.0,0.0,0.0,1.0365053600970975e-07,2.9211492924336497e-09,1.1316753838944294e-05,9.347699770786625e-07,0.0,7.247403401780557e-07,7.756299958013168e-07,7.584366954733606e-09,4.32989582766178e-10,1.4232566596835454e-09,0.00263356659310443
1.7500000139999998,7.091999391456e-08,0.0,0.0004368635728257792,4.2508252933346265e-06,1.685251627885615e-07,0.0004693103566774675,0.0,0.025935091357444255,3.862266555159215e-05,1.962864849667662e-05,2.8303837531428853e-05,2.2396381656471014e-06,1.4420302674158237e-07,0.0,0.0,0.0,1.0399872988201678e-07,2.9882571894987102e-09,1.135477027853857e-05,8.647129050794937e-07,0.0,7.356079033115215e-07,7.123865505174651e-07,7.6886063215464e-09,4.4662041641251206e-10,1.4617765004381905e-09,0.006853183732296033
1.791666681,5.975999663904e-08,0.0,0.0004374636499172847,4.358844990659886e-06,1.7754833362620938e-07,0.00048076889916132256,0.0,0.026568314856379675,3.95775440919134e-05,1.9291908491213907e-05,2.886298167337597e-05,2.3779706643647076e-06,1.5025312354339528e-07,0.0,0.0,0.0,1.0494918306470818e-07,3.0705142605506623e-09,1.1458542483855025e-05,7.930000042034862e-07,0.0,7.17835645362136e-07,8.56168144079742e-07,8.015023403517238e-09,4.6106479542965133e-10,1.5038618062746453e-09,0.0037086872700527007
1.8333333479999998,5.3279998145280005e-08,0.0,0.0004379884383358069,4.4640688076828265e-06,1.8689607582434069e-07,0.0004919154090704453,0.0,0.027184294769664285,4.0372368598466933e-05,1.897727528712185e-05,2.957082088261644e-05,2.312934325032429e-06,1.5612055422261124e-07,0.0,0.0,0.0,1.0209126602561932e-07,3.132550997321168e-09,1.1146509909122709e-05,7.358264044746702e-07,0.0,7.774228898497439e-07,7.123865505174651e-07,7.903431908276902e-09,4.780441960390964e-10,1.5579570330218823e-09,0.00701157484384824
1.875000015,4.931999896895999e-08,0.0,0.00043846295803334626,4.571795024420085e-06,1.9649014917525804e-07,0.0005033262720902237,0.0,0.027814883399713677,4.132327385011514e-05,1.868586089319727e-05,2.996848734994075e-05,2.5014522218962035e-06,1.6217660399342737e-07,0.0,0.0,0.0,1.0451248522020926e-07,3.213731517049468e-09,1.1410863019778455e-05,6.814687857870731e-07,0.0,7.536257590340609e-07,9.421436558978362e-07,8.147224209154668e-09,4.921622131856098e-10,1.5990122251528916e-09,0.0027379442475776983
1.9166666819999998,4.679999944703999e-08,0.0,0.000438909059018881,4.6774186171991726e-06,2.0636556422599383e-07,0.0005145012714521923,0.0,0.028432437700931065,4.225452379694585e-05,1.8406819604333156e-05,3.0572581100827564e-05,2.4556775254157913e-06,1.6805549030437696e-07,0.0,0.0,0.0,1.0235220189999821e-07,3.271390879089229e-09,1.1174999361968564e-05,6.516825766223134e-07,0.0,8.159223186614555e-07,7.701476221810432e-07,8.032289688330295e-09,5.075008689247611e-10,1.6459025084559657e-09,0.006405975050963272
1.958333349,4.535999982144e-08,0.0,0.00043933555473421414,4.78514746806829e-06,2.1646099588081975e-07,0.000525896902866754,0.0,0.029062184599986895,4.320415974815933e-05,1.8146712967296118e-05,3.093334187803803e-05,2.6106191874653496e-06,1.740669587230655e-07,0.0,0.0,0.0,1.0437297842634652e-07,3.3558724427711734e-09,1.1395631414561704e-05,6.109332737169372e-07,0.0,7.947326097298278e-07,9.496742717793862e-07,8.214513287482992e-09,5.204729263235015e-10,1.6825719424709854e-09,0.0032460816891858035
2.000000016,5.11200026208e-08,0.0,0.00043982599035800006,4.897784703439248e-06,2.2682816817357081e-07,0.0005378221391484238,0.0,0.02973442152153638,4.4207298493103314e-05,1.7903362576170288e-05,3.150474586966525e-05,2.5289900632426473e-06,1.7991637917241954e-07,0.0,0.0,0.0,1.092236475431557e-07,3.413587827801926e-09,1.192523628166973e-05,5.889407874932523e-07,0.0,8.517767464037456e-07,7.701476221810434e-07,8.112533353118036e-09,5.352508549721319e-10,1.7278620487918468e-09,0.0057638306815813185
2.041666683,7.812002924409597e-07,0.0,0.0004490072772132466,5.080339499160463e-06,2.3739002649736385e-07,0.0005573718682499735,0.0,0.03093801987572948,4.592376283907106e-05,1.8387242471261397e-05,3.1755081783324474e-05,2.7157165404251673e-06,1.8593758174334354e-07,0.0,0.0,0.0,1.7905663841931588e-07,3.4981573019000477e-09,1.9549729101549756e-05,5.946407946997143e-07,0.0,8.148353618874809e-07,1.001561839070001e-06,8.328578111258938e-09,5.4706581970277e-10,1.7603097206321716e-09,0.0018305964547179895
2.0833333499999998,1.1844001707551998e-06,0.0,0.0004630310744325869,5.258513822972161e-06,2.48220532407546e-07,0.0005764269048871374,0.0,0.03211412169816606,4.753164875811494e-05,1.925125373051484e-05,3.2298721508371726e-05,2.659120984055808e-06,1.9181994231875516e-07,0.0,0.0,0.0,1.7452573319478893e-07,3.648590616908355e-09,1.9055036637163904e-05,6.407778230034864e-07,0.0,8.845042502139803e-07,8.279086938446215e-07,8.248949130604134e-09,5.615042368288383e-10,1.8050843183636899e-09,0.005365603207075897
2.125000017,1.3572000813599997e-06,0.0,0.0004791244541955826,5.44044077319164e-06,2.5931479551246906e-07,0.0005958757603795638,0.0,0.033311645414965035,4.923935259304299e-05,2.0258556943878994e-05,3.256232673552811e-05,2.938252830723704e-06,1.9795124654647918e-07,0.0,0.0,0.0,1.781327335784334e-07,3.794216641045835e-09,1.9448855492426337e-05,6.997937359916964e-07,0.0,8.624100365873335e-07,1.14154188325523e-06,8.555750086449483e-09,5.754020079049319e-10,1.8490438508205148e-09,0.0010899578536991193
2.166666684,1.4364000444384e-06,0.0,0.00049617569095341,5.614577647265082e-06,2.7074169687215664e-07,0.0006144654221555705,0.0,0.03445626485994197,5.087161422632998e-05,2.1299253744612877e-05,3.3342417969583274e-05,2.7993141849296596e-06,2.0376895052059498e-07,0.0,0.0,0.0,1.702633489023606e-07,3.873525171081259e-09,1.8589661776006642e-05,7.914064874090054e-07,0.0,9.66847339638666e-07,8.279086938446217e-07,8.314015861488588e-09,5.918283274248487e-10,1.9044835599479283e-09,0.005336269856103067
2.208333351,1.4724000270431998e-06,0.0,0.0005136520907644675,5.7953249102781234e-06,2.823949473200201e-07,0.0006337592805435411,0.0,0.03564238285752327,5.250012106745282e-05,2.234590740327267e-05,3.37067718573026e-05,3.130379136094213e-06,2.0996735630001196e-07,0.0,0.0,0.0,1.7671310979007353e-07,4.034153222968071e-09,1.9293858387970712e-05,8.514927367668364e-07,0.0,9.166550471743611e-07,1.2477199983389149e-06,8.745036922288957e-09,6.044227348947691e-10,1.942208407977242e-09,0.0023170142702892546
2.2500000179999997,1.4904000196992e-06,0.0,0.0005313764653960259,5.964290583610868e-06,2.9439993773536433e-07,0.0006523179437135266,0.0,0.03675466777783226,5.408332856522407e-05,2.336332173394033e-05,3.459395558611699e-05,3.0432000004531947e-06,2.158769193122932e-07,0.0,0.0,0.0,1.648431668791133e-07,4.122506453631665e-09,1.799787645505457e-05,9.459713780630558e-07,0.0,1.0182246033268002e-06,9.310454676857816e-07,8.531887818495549e-09,6.214930703235718e-10,2.0008317358907085e-09,0.004445712767016094
2.291666685,1.4976000151488002e-06,0.0,0.0005491342721311523,6.144916721293892e-06,3.06622187795614e-07,0.000671012122753182,0.0,0.03793865479148578,5.5772875445355166e-05,2.4358029576233436e-05,3.526149707777224e-05,3.225376777537431e-06,2.2223033777443955e-07,0.0,0.0,0.0,1.7635689082883293e-07,4.269246854190458e-09,1.869417903965541e-05,1.0057843457114044e-06,0.0,9.83432120913812e-07,1.165608897998049e-06,9.024246872178324e-09,6.337867333236757e-10,2.0370416767082797e-09,0.0052664273538280005
2.333333352,1.5012000136223999e-06,0.0,0.0005669569145523484,6.324057376811053e-06,3.192392745508952e-07,0.0006900922944155799,0.0,0.039110106896303856,5.739280411217169e-05,2.5319751324609782e-05,3.610097818804104e-05,3.3100818233737708e-06,2.2853712461478573e-07,0.0,0.0,0.0,1.747559457517821e-07,4.384709765379298e-09,1.9080171662397937e-05,1.0789565304920836e-06,0.0,1.0424806487204518e-06,1.1271856945567918e-06,9.062180107628117e-09,6.525454747350215e-10,2.102847792546865e-09,0.0019148913196543765
2.375000019,1.5012000120095998e-06,0.0,0.0005847981933043822,6.48421458011414e-06,3.3220346332909325e-07,0.0007070892639441745,0.0,0.040169499986435625,5.88234110980274e-05,2.6257672860732175e-05,3.701065734525537e-05,3.387902114071874e-06,2.3495717909081926e-07,0.0,0.0,0.0,1.556758260586042e-07,4.481377244482344e-09,1.69969695285946e-05,1.1265569517744149e-06,0.0,1.0843271860154758e-06,1.1621474767135796e-06,9.250410852389875e-09,6.696582466567582e-10,2.1606981296996763e-09,0.0056582831641083745
2.4166666859999997,1.4976000103104e-06,0.0,0.0006025757653936051,6.664523604190525e-06,3.455224737546513e-07,0.0007262713508536917,0.0,0.041347923017874426,6.050579603028484e-05,2.7160947999089247e-05,3.7900580618332276e-05,3.530635103918137e-06,2.41553060330129e-07,0.0,0.0,0.0,1.7568939099074505e-07,4.619633085640054e-09,1.918208690951725e-05,1.1886497439066351e-06,0.0,1.1089326182282547e-06,1.2516656080745177e-06,9.503068334612092e-09,6.873520243760633e-10,2.219835070926343e-09,0.0019941702884579845
2.458333353,1.4940000102528002e-06,0.0,0.0006203113758535754,6.843229954134013e-06,3.5920578687445046e-07,0.0007452664089166701,0.0,0.042517761413049145,6.21029246969234e-05,2.8035992192707235e-05,3.896887122689719e-05,3.5454949468205994e-06,2.482650400354553e-07,0.0,0.0,0.0,1.7397638737955768e-07,4.729962563930661e-09,1.8995058062978393e-05,1.23791163326962e-06,0.0,1.152125260623992e-06,1.1669851035264552e-06,9.698036171378606e-09,7.055042794190787e-10,2.2805521866331937e-09,0.006035115689354358
2.50000002,1.4904000101952004e-06,0.0,0.0006380012751098439,7.024066267120515e-06,3.7327033996194516e-07,0.0007644790267946321,0.0,0.04369751730297543,6.372908737757803e-05,2.8888469306534872e-05,3.9940191856158924e-05,3.69329701725499e-06,2.551919719445309e-07,0.0,0.0,0.0,1.7596902517641607e-07,4.867287810085738e-09,1.9212617877961986e-05,1.2758457927351416e-06,0.0,1.1564908698914688e-06,1.3042929403258595e-06,9.995677755439372e-09,7.246536651146421e-10,2.3440921812491194e-09,0.0031931611039176353
