input_file,random,random_choice,simulation_period_in_days,time_step_in_days,run_with_solver,forcing_constant_inputs,constant_sucrose_input_rate,constant_soil_temperature_in_Celsius,nodules_option,root_order_limitation,root_order_treshold,ArchiSimple,ArchiSimple_C_fraction,radial_growth,recording_images,classification_by_layers,layers_z_min,layers_z_max,layers_thickness,recording_interval_in_days,plotting,displayed_property,displayed_min_value,displayed_max_value,log_scale,color_map,camera_rotation,camera_rotation_n_points,x_center,y_center,z_center,z_camera,camera_distance,step_back_coefficient,D_ini,Dmin,D_adv_to_D_ini_ratio,n_adventitious_roots,ER,EL,IPD,emergence_delay,RMD,CVDD,SGC,GDs,LDs,root_tissue_density,struct_mass_C_content,segment_length,gravitropism_coefficient,C_hexose_reserve_min,C_hexose_reserve_max,C_hexose_root_min_for_reserve,growing_zone_factor,T_ref_growth,growth_increase_with_temperature,yield_growth,Km_elongation,relative_root_thickening_rate_max,Km_thickening,phloem_surfacic_fraction,phloem_permeability,Km_unloading,surfacic_loading_rate_reference,gamma_loading,Km_loading,max_immobilization_rate,Km_immobilization,max_mobilization_rate,Km_mobilization,resp_maintenance_max,Km_maintenance,symplasm_surfacic_fraction,Pmax_apex,gamma_exudation,uptake_rate_max,Km_uptake,degradation_rate_max,Km_degradation,nodule_formation_probability,nodule_max_radius,relative_nodule_thickening_rate_max,Km_nodule_thickening,PLANT
sucrose_input_0059.csv,True,1,30,0.041666667,True,True,5e-10,20,False,True,2,False,0.33,Possible,True,True,0,1,0.1,10,True,C_hexose_root,1e-06,1,True,jet,False,12*10,0.0,0.0,-1.0,-2,4,0.0,0.0007,0.000122,0.95,20,1.39e-05,0.000457,0.00363,490000.0,0.58,0.26,0.5,7450000000000.0,75500.0,140000,0.036636137,0.0035,0.05,0,0.005,0.005,8,20,0.05,0.8,0.000208333,5.79e-07,0.000208,0.64,0.0002,8.33e-05,2e-06,0,0.000166667,1.33e-06,0.001,1.33e-06,0.01,7.5e-09,0.000278,25.6,2e-05,0.4,6.41e-10,0.000167,6.41e-09,8.33e-05,0.5,0.016,2.31e-06,0.020833333,WHEAT
