t;water_root_shoot_xylem;AA_root_shoot_phloem;soil_temperature
2517;5.35E-07;6.25E-07;14.82675992
2518;5.36E-07;6.22E-07;14.83267472
2519;5.36E-07;6.20E-07;14.83859208
2520;5.36E-07;6.18E-07;14.844512
2521;5.37E-07;6.16E-07;14.85043448
2522;5.37E-07;6.36E-07;14.85635952
2523;5.37E-07;6.80E-07;14.86228712
2524;5.38E-07;7.43E-07;14.86821728
2525;5.38E-07;8.20E-07;14.87415
2526;5.38E-07;9.08E-07;14.88008528
2527;9.87E-06;1.00E-06;14.88602312
2528;1.98116E-05;1.08E-06;14.89196352
2529;2.79016E-05;1.12E-06;14.89790648
2530;3.41406E-05;1.15E-06;14.903852
2531;3.85251E-05;1.14E-06;14.90980008
2532;4.10516E-05;1.11E-06;14.91575072
2533;4.17168E-05;1.06E-06;14.92170392
2534;4.0517E-05;9.60E-07;14.92765968
2535;3.74489E-05;8.66E-07;14.933618
2536;3.2509E-05;7.79E-07;14.93957888
2537;2.56937E-05;7.03E-07;14.94554232
2538;1.69996E-05;6.43E-07;14.95150832
2539;5.43E-07;6.03E-07;14.95747688
2540;5.43E-07;6.01E-07;14.963448
2541;5.43E-07;5.99E-07;14.96942168
2542;5.44E-07;5.97E-07;14.97539792
2543;5.44E-07;5.94E-07;14.98137672
2544;5.44E-07;5.92E-07;14.98735808
2545;5.45E-07;5.90E-07;14.993342
2546;5.45E-07;6.10E-07;14.99932848
2547;5.45E-07;6.55E-07;15.00531752
2548;5.46E-07;7.18E-07;15.01130912
2549;5.46E-07;7.97E-07;15.01730328
2550;5.46E-07;8.86E-07;15.0233
2551;1.00226E-05;9.82E-07;15.02929928
2552;2.01095E-05;1.06E-06;15.03530112
2553;2.83212E-05;1.11E-06;15.04130552
2554;3.4654E-05;1.13E-06;15.04731248
2555;3.91044E-05;1.12E-06;15.053322
2556;4.16689E-05;1.07E-06;15.05933408
2557;4.23441E-05;1.02E-06;15.06534872
2558;4.11263E-05;9.54E-07;15.07136592
2559;3.80121E-05;8.93E-07;15.07738568
2560;3.29978E-05;8.37E-07;15.083408
2561;2.60801E-05;7.91E-07;15.08943288
2562;1.72552E-05;7.63E-07;15.09546032
2563;5.51E-07;7.57E-07;15.10149032
2564;5.51E-07;7.97E-07;15.10752288
2565;5.52E-07;8.39E-07;15.113558
2566;5.52E-07;8.82E-07;15.11959568
2567;5.52E-07;9.29E-07;15.12563592
2568;5.53E-07;9.77E-07;15.13167872
2569;5.53E-07;1.03E-06;15.13772408
2570;5.53E-07;1.08E-06;15.143772
2571;5.54E-07;1.14E-06;15.14982248
2572;5.54E-07;1.20E-06;15.15587552
2573;5.54E-07;1.26E-06;15.16193112
2574;5.55E-07;1.33E-06;15.16798928
2575;1.01733E-05;1.40E-06;15.17405
2576;2.04119E-05;1.44E-06;15.18011328
2577;2.8747E-05;1.44E-06;15.18617912
2578;3.51751E-05;1.41E-06;15.19224752
2579;3.96924E-05;1.35E-06;15.19831848
2580;4.22955E-05;1.27E-06;15.204392
2581;4.29808E-05;1.17E-06;15.21046808
2582;4.17448E-05;1.06E-06;15.21654672
2583;3.85837E-05;9.44E-07;15.22262792
2584;3.3494E-05;8.38E-07;15.22871168
