t;water_root_shoot_xylem;AA_root_shoot_phloem;soil_temperature
1318;2.54E-07;7.09E-07;9.57657872
1319;2.54E-07;7.09E-07;9.57942408
1320;2.54275E-07;7.09E-07;9.582272
1321;2.54E-07;7.09E-07;9.58512248
1322;2.55E-07;7.19E-07;9.58797552
1323;2.55E-07;7.40E-07;9.59083112
1324;2.55E-07;7.71E-07;9.59368928
1325;2.55E-07;8.09E-07;9.59655
1326;2.55E-07;8.51E-07;9.59941328
1327;4.68E-06;8.96E-07;9.60227912
1328;9.39E-06;9.32E-07;9.60514752
1329;1.32289E-05;9.56E-07;9.60801848
1330;1.6187E-05;9.68E-07;9.610892
1331;1.82658E-05;9.67E-07;9.61376808
1332;1.94637E-05;9.53E-07;9.61664672
1333;1.97791E-05;9.27345E-07;9.61952792
1334;1.92102E-05;8.82E-07;9.62241168
1335;1.77556E-05;8.38E-07;9.625298
1336;1.54134E-05;7.98E-07;9.62818688
1337;1.21821E-05;7.63E-07;9.63107832
1338;8.06E-06;7.35E-07;9.63397232
1339;2.57E-07;7.17E-07;9.63686888
1340;2.57E-07;7.17E-07;9.639768
1341;2.58E-07;7.17E-07;9.64266968
1342;2.58E-07;7.16E-07;9.64557392
1343;2.58E-07;7.16E-07;9.64848072
1344;2.58E-07;7.16E-07;9.65139008
1345;2.58E-07;7.16E-07;9.654302
1346;2.58E-07;7.26E-07;9.65721648
1347;2.59E-07;7.48E-07;9.66013352
1348;2.59E-07;7.79E-07;9.66305312
1349;2.59E-07;8.17E-07;9.66597528
1350;2.59E-07;8.60E-07;9.6689
1351;4.75E-06;9.06E-07;9.67182728
1352;9.53E-06;9.43E-07;9.67475712
1353;1.34278E-05;9.67E-07;9.67768952
1354;1.64304E-05;9.78E-07;9.68062448
1355;1.85404E-05;9.77E-07;9.683562
1356;1.97564E-05;9.64E-07;9.68650208
1357;2.00765E-05;9.38E-07;9.68944472
1358;1.94991E-05;8.92E-07;9.69238992
1359;1.80226E-05;8.47E-07;9.69533768
1360;1.56452E-05;8.06E-07;9.698288
1361;1.23653E-05;7.71E-07;9.70124088
1362;8.18E-06;7.42E-07;9.70419632
1363;2.61E-07;7.24E-07;9.70715432
1364;2.61E-07;7.24E-07;9.71011488
1365;2.61E-07;7.24E-07;9.713078
1366;2.62E-07;7.23E-07;9.71604368
1367;2.62E-07;7.23E-07;9.71901192
1368;2.62E-07;7.23E-07;9.72198272
1369;2.62E-07;7.23E-07;9.72495608
1370;2.62E-07;7.33E-07;9.727932
1371;2.62E-07;7.55E-07;9.73091048
1372;2.63E-07;7.87E-07;9.73389152
1373;2.63E-07;8.26E-07;9.73687512
1374;2.63E-07;8.69E-07;9.73986128
1375;4.82E-06;9.16E-07;9.74285
1376;9.68E-06;9.53E-07;9.74584128
1377;1.36298E-05;9.78E-07;9.74883512
1378;1.66774E-05;9.89E-07;9.75183152
1379;1.88192E-05;9.88E-07;9.75483048
1380;2.00535E-05;9.75E-07;9.757832
1381;2.03784E-05;9.48E-07;9.76083608
1382;1.97923E-05;9.01E-07;9.76384272
1383;1.82936E-05;8.56E-07;9.76685192
1384;1.58804E-05;8.14E-07;9.76986368
1385;1.25512E-05;7.78E-07;9.772878
1386;8.30E-06;7.50E-07;9.77589488
1387;2.65E-07;7.31E-07;9.77891432
1388;2.65E-07;7.31E-07;9.78193632
1389;2.65E-07;7.31E-07;9.78496088
1390;2.66E-07;7.30E-07;9.787988
1391;2.66E-07;7.30E-07;9.79101768
1392;2.66E-07;7.30E-07;9.79404992
1393;2.66E-07;7.30E-07;9.79708472
1394;2.66E-07;7.40E-07;9.80012208
1395;2.66E-07;7.63E-07;9.803162
1396;2.67E-07;7.95E-07;9.80620448
1397;2.67E-07;8.34E-07;9.80924952
1398;2.67E-07;8.78E-07;9.81229712
1399;4.90E-06;9.26E-07;9.81534728
1400;9.82338E-06;9.63E-07;9.8184
1401;1.38347E-05;9.88E-07;9.82145528
1402;1.69282E-05;1.00E-06;9.82451312
1403;1.91022E-05;9.99E-07;9.82757352
1404;2.0355E-05;9.85E-07;9.83063648
1405;2.06848E-05;9.58E-07;9.833702
1406;2.00899E-05;9.11E-07;9.83677008
1407;1.85687E-05;8.65E-07;9.83984072
1408;1.61192E-05;8.23E-07;9.84291392
1409;1.27399E-05;7.86E-07;9.84598968
1410;8.43E-06;7.57E-07;9.849068
1411;2.69E-07;7.38E-07;9.85214888
1412;2.69E-07;7.38E-07;9.85523232
1413;2.69E-07;7.37E-07;9.85831832
1414;2.70E-07;7.37E-07;9.86140688
1415;2.70E-07;7.37E-07;9.864498
1416;2.70E-07;7.37E-07;9.86759168
1417;2.70E-07;7.36E-07;9.87068792
1418;2.70E-07;7.47E-07;9.87378672
1419;2.70E-07;7.70E-07;9.87688808
1420;2.71E-07;8.02E-07;9.879992
1421;2.71E-07;8.42E-07;9.88309848
1422;2.71E-07;8.87E-07;9.88620752
1423;4.97E-06;9.36E-07;9.88931912
1424;9.97E-06;9.74E-07;9.89243328
1425;1.40427E-05;9.99E-07;9.89555
1426;1.71828E-05;1.01E-06;9.89866928
1427;1.93895E-05;1.01E-06;9.90179112
1428;2.06611E-05;9.96E-07;9.90491552
1429;2.09959E-05;9.68E-07;9.90804248
1430;2.0392E-05;9.20E-07;9.911172
1431;1.88479E-05;8.74E-07;9.91430408
1432;1.63616E-05;8.31E-07;9.91743872
1433;1.29315E-05;7.93E-07;9.92057592
1434;8.56E-06;7.64E-07;9.92371568
1435;2.73E-07;7.45E-07;9.926858
1436;2.73E-07;7.44E-07;9.93000288
1437;2.73E-07;7.44E-07;9.93315032
1438;2.74E-07;7.44E-07;9.93630032
1439;2.74E-07;7.44E-07;9.93945288
1440;2.74E-07;7.43E-07;9.942608
1441;2.74E-07;7.43E-07;9.94576568
1442;2.74E-07;7.54E-07;9.94892592
1443;2.74E-07;7.77E-07;9.95208872
1444;2.75E-07;8.10E-07;9.95525408
1445;2.75E-07;8.51E-07;9.958422
1446;2.75E-07;8.96E-07;9.96159248
1447;5.04E-06;9.45E-07;9.96476552
1448;1.0121E-05;9.84E-07;9.96794112
1449;1.42539E-05;1.01E-06;9.97111928
1450;1.74412E-05;1.02E-06;9.9743
1451;1.96811E-05;1.02E-06;9.97748328
1452;2.09718E-05;1.01E-06;9.98066912
1453;2.13116E-05;9.78E-07;9.98385752
1454;2.06987E-05;9.30E-07;9.98704848
1455;1.91313E-05;8.82E-07;9.990242
1456;1.66077E-05;8.39E-07;9.99343808
1457;1.3126E-05;8.01E-07;9.99663672
1458;8.68E-06;7.71E-07;9.99983792
1459;2.77E-07;7.51E-07;10.00304168
1460;2.77E-07;7.51E-07;10.006248
1461;2.78E-07;7.51E-07;10.00945688
1462;2.78E-07;7.51E-07;10.01266832
1463;2.78E-07;7.50E-07;10.01588232
1464;2.78E-07;7.50E-07;10.01909888
1465;2.78E-07;7.50E-07;10.022318
1466;2.78E-07;7.61E-07;10.02553968
1467;2.79E-07;7.84E-07;10.02876392
1468;2.79E-07;8.18E-07;10.03199072
1469;2.79E-07;8.59E-07;10.03522008
1470;2.79E-07;9.05E-07;10.038452
1471;5.12E-06;9.55E-07;10.04168648
1472;1.02732E-05;9.94E-07;10.04492352
1473;1.44683E-05;1.02E-06;10.04816312
1474;1.77035E-05;1.03E-06;10.05140528
1475;1.9977E-05;1.03E-06;10.05465
1476;2.12872E-05;1.02E-06;10.05789728
1477;2.16321E-05;9.88E-07;10.06114712
1478;2.101E-05;9.39E-07;10.06439952
1479;1.9419E-05;8.91E-07;10.06765448
1480;1.68574E-05;8.47E-07;10.070912
1481;1.33234E-05;8.08E-07;10.07417208
1482;8.82E-06;7.78E-07;10.07743472
1483;2.81E-07;7.58E-07;10.08069992
1484;2.82E-07;7.58E-07;10.08396768
1485;2.82E-07;7.57E-07;10.087238
1486;2.82E-07;7.57E-07;10.09051088
1487;2.82E-07;7.57E-07;10.09378632
1488;2.82E-07;7.57E-07;10.09706432
1489;2.82E-07;7.56E-07;10.10034488
1490;2.83E-07;7.68E-07;10.103628
1491;2.83E-07;7.91E-07;10.10691368
1492;2.83E-07;8.25E-07;10.11020192
1493;2.83E-07;8.67E-07;10.11349272
1494;2.83E-07;9.14E-07;10.11678608
1495;5.20E-06;9.64E-07;10.120082
1496;1.04277E-05;1.00E-06;10.12338048
1497;1.46858E-05;1.03E-06;10.12668152
1498;1.79697E-05;1.04E-06;10.12998512
1499;2.02774E-05;1.04E-06;10.13329128
1500;2.16073E-05;1.03E-06;10.1366
1501;2.19574E-05;9.98E-07;10.13991128
1502;2.13259E-05;9.48E-07;10.14322512
1503;1.9711E-05;8.99E-07;10.14654152
1504;1.71109E-05;8.54E-07;10.14986048
1505;1.35237E-05;8.15E-07;10.153182
1506;8.94761E-06;7.85E-07;10.15650608
1507;2.86E-07;7.64E-07;10.15983272
1508;2.86E-07;7.64E-07;10.16316192
1509;2.86E-07;7.64E-07;10.16649368
1510;2.86E-07;7.64E-07;10.169828
1511;2.86E-07;7.63E-07;10.17316488
1512;2.87E-07;7.63E-07;10.17650432
1513;2.87E-07;7.63E-07;10.17984632
1514;2.87E-07;7.74E-07;10.18319088
1515;2.87E-07;7.98E-07;10.186538
1516;2.87E-07;8.33E-07;10.18988768
1517;2.87E-07;8.75E-07;10.19323992
1518;2.88E-07;9.23E-07;10.19659472
1519;5.27532E-06;9.74E-07;10.19995208
1520;1.05845E-05;1.01E-06;10.203312
1521;1.49067E-05;1.04E-06;10.20667448
1522;1.82399E-05;1.05E-06;10.21003952
1523;2.05823E-05;1.05E-06;10.21340712
1524;2.19322E-05;1.04E-06;10.21677728
1525;2.22875E-05;1.01E-06;10.22015
1526;2.16466E-05;9.57E-07;10.22352528
1527;2.00074E-05;9.08E-07;10.22690312
1528;1.73682E-05;8.62E-07;10.23028352
1529;1.37271E-05;8.23E-07;10.23366648
1530;9.08E-06;7.91E-07;10.237052
1531;2.90E-07;7.71E-07;10.24044008
1532;2.90E-07;7.70E-07;10.24383072
1533;2.90E-07;7.70E-07;10.24722392
1534;2.90E-07;7.70E-07;10.25061968
1535;2.91E-07;7.70E-07;10.254018
1536;2.91E-07;7.69E-07;10.25741888
1537;2.91E-07;7.69E-07;10.26082232
1538;2.91E-07;7.81E-07;10.26422832
1539;2.91E-07;8.05E-07;10.26763688
1540;2.92E-07;8.40E-07;10.271048
1541;2.92E-07;8.83E-07;10.27446168
1542;2.92E-07;9.31E-07;10.27787792
1543;5.35E-06;9.83E-07;10.28129672
1544;1.07437E-05;1.02424E-06;10.28471808
1545;1.51308E-05;1.05E-06;10.288142
1546;1.85142E-05;1.06E-06;10.29156848
1547;2.08919E-05;1.06E-06;10.29499752
1548;2.2262E-05;1.05E-06;10.29842912
1549;2.26227E-05;1.02E-06;10.30186328
1550;2.19721E-05;9.66E-07;10.3053
1551;2.03083E-05;9.16E-07;10.30873928
1552;1.76294E-05;8.70E-07;10.31218112
1553;1.39335E-05;8.29E-07;10.31562552
1554;9.22E-06;7.98E-07;10.31907248
1555;2.94E-07;7.77E-07;10.322522
1556;2.94E-07;7.77E-07;10.32597408
1557;2.95E-07;7.76E-07;10.32942872
1558;2.95E-07;7.76E-07;10.33288592
1559;2.95E-07;7.76E-07;10.33634568
1560;2.95E-07;7.75E-07;10.339808
1561;2.95E-07;7.75E-07;10.34327288
1562;2.96E-07;7.87E-07;10.34674032
1563;2.96E-07;8.12E-07;10.35021032
1564;2.96E-07;8.47E-07;10.35368288
1565;2.96E-07;8.91E-07;10.357158
1566;2.96E-07;9.40E-07;10.36063568
1567;5.44E-06;9.92E-07;10.36411592
1568;1.09053E-05;1.03E-06;10.36759872
1569;1.53584E-05;1.06E-06;10.37108408
1570;1.87926E-05;1.07E-06;10.374572
1571;2.1206E-05;1.07E-06;10.37806248
1572;2.25968E-05;1.06E-06;10.38155552
1573;2.29629E-05;1.03E-06;10.38505112
1574;2.23025E-05;9.75E-07;10.38854928
1575;2.06137E-05;9.24E-07;10.39205
1576;1.78945E-05;8.77E-07;10.39555328
1577;1.4143E-05;8.36E-07;10.39905912
1578;9.36E-06;8.04E-07;10.40256752
1579;2.99E-07;7.83E-07;10.40607848
1580;2.99E-07;7.83E-07;10.409592
1581;2.99E-07;7.82E-07;10.41310808
1582;2.99E-07;7.82E-07;10.41662672
1583;2.99E-07;7.82E-07;10.42014792
1584;3.00E-07;7.81E-07;10.42367168
1585;3.00E-07;7.81E-07;10.427198
1586;3.00E-07;7.93E-07;10.43072688
1587;3.00E-07;8.18E-07;10.43425832
1588;3.00E-07;8.54E-07;10.43779232
1589;3.01E-07;8.98E-07;10.44132888
1590;3.01E-07;9.48E-07;10.444868
1591;5.52E-06;1.00E-06;10.44840968
1592;1.10692E-05;1.04E-06;10.45195392
1593;1.55893E-05;1.07E-06;10.45550072
1594;1.90752E-05;1.09E-06;10.45905008
1595;2.15249E-05;1.08E-06;10.462602
1596;2.29366E-05;1.07E-06;10.46615648
1597;2.33082E-05;1.04E-06;10.46971352
1598;2.26379E-05;9.84E-07;10.47327312
1599;2.09236E-05;9.32E-07;10.47683528
1600;1.81636E-05;8.84E-07;10.4804
1601;1.43557E-05;8.43E-07;10.48396728
1602;9.50E-06;8.10E-07;10.48753712
1603;3.03E-07;7.89E-07;10.49110952
1604;3.03E-07;7.88E-07;10.49468448
1605;3.04E-07;7.88E-07;10.498262
1606;3.04E-07;7.88E-07;10.50184208
1607;3.04E-07;7.87E-07;10.50542472
1608;3.04E-07;7.87E-07;10.50900992
1609;3.04E-07;7.87E-07;10.51259768
1610;3.0453E-07;7.99E-07;10.516188
1611;3.05E-07;8.24E-07;10.51978088
1612;3.05E-07;8.61E-07;10.52337632
1613;3.05E-07;9.06E-07;10.52697432
1614;3.05E-07;9.57E-07;10.53057488
1615;5.60E-06;1.01E-06;10.534178
1616;1.12357E-05;1.0535E-06;10.53778368
1617;1.58237E-05;1.08E-06;10.54139192
1618;1.9362E-05;1.10E-06;10.54500272
1619;2.18486E-05;1.09E-06;10.54861608
1620;2.32815E-05;1.08E-06;10.552232
1621;2.36587E-05;1.05E-06;10.55585048
1622;2.29783E-05;9.93E-07;10.55947152
1623;2.12383E-05;9.40E-07;10.56309512
1624;1.84367E-05;8.92E-07;10.56672128
1625;1.45716E-05;8.50E-07;10.57035
1626;9.64E-06;8.16E-07;10.57398128
1627;3.08E-07;7.94E-07;10.57761512
1628;3.08E-07;7.94E-07;10.58125152
1629;3.08E-07;7.94E-07;10.58489048
1630;3.08E-07;7.93E-07;10.588532
1631;3.09E-07;7.93E-07;10.59217608
1632;3.09E-07;7.93E-07;10.59582272
1633;3.09E-07;7.92E-07;10.59947192
1634;3.09E-07;8.05E-07;10.60312368
1635;3.09E-07;8.31E-07;10.606778
1636;3.09E-07;8.68E-07;10.61043488
1637;3.10E-07;9.13E-07;10.61409432
1638;3.10E-07;9.65E-07;10.61775632
1639;5.68E-06;1.02E-06;10.62142088
1640;1.14047E-05;1.06E-06;10.625088
1641;1.60617E-05;1.09E-06;10.62875768
1642;1.96532E-05;1.11E-06;10.63242992
1643;2.21771E-05;1.10E-06;10.63610472
1644;2.36316E-05;1.09E-06;10.63978208
1645;2.40145E-05;1.06E-06;10.643462
1646;2.33238E-05;1.00E-06;10.64714448
1647;2.15577E-05;9.48E-07;10.65082952
1648;1.8714E-05;8.99E-07;10.65451712
1649;1.47907E-05;8.56E-07;10.65820728
1650;9.78588E-06;8.22E-07;10.6619
1651;3.12E-07;8.00E-07;10.66559528
1652;3.13E-07;8.00E-07;10.66929312
1653;3.13E-07;7.99E-07;10.67299352
1654;3.13E-07;7.99E-07;10.67669648
1655;3.13E-07;7.98E-07;10.680402
1656;3.13E-07;7.98E-07;10.68411008
1657;3.14E-07;7.98E-07;10.68782072
1658;3.14E-07;8.10E-07;10.69153392
1659;3.14E-07;8.37E-07;10.69524968
1660;3.14E-07;8.74E-07;10.698968
1661;3.14E-07;9.20E-07;10.70268888
1662;3.15E-07;9.72E-07;10.70641232
1663;5.77E-06;1.03E-06;10.71013832
1664;1.15762E-05;1.07E-06;10.71386688
1665;1.63032E-05;1.10E-06;10.717598
1666;1.99487E-05;1.12E-06;10.72133168
1667;2.25106E-05;1.11E-06;10.72506792
1668;2.39869E-05;1.10E-06;10.72880672
1669;2.43756E-05;1.07E-06;10.73254808
1670;2.36746E-05;1.01E-06;10.736292
1671;2.18818E-05;9.55E-07;10.74003848
1672;1.89954E-05;9.05E-07;10.74378752
1673;1.50131E-05;8.62E-07;10.74753912
1674;9.93E-06;8.28E-07;10.75129328
1675;3.17E-07;8.05E-07;10.75505
1676;3.17E-07;8.05E-07;10.75880928
1677;3.17E-07;8.04E-07;10.76257112
1678;3.18E-07;8.04E-07;10.76633552
1679;3.18E-07;8.04E-07;10.77010248
1680;3.18E-07;8.03E-07;10.773872
1681;3.18E-07;8.03E-07;10.77764408
1682;3.18E-07;8.16E-07;10.78141872
1683;3.19E-07;8.42E-07;10.78519592
1684;3.19E-07;8.80E-07;10.78897568
1685;3.1907E-07;9.27E-07;10.792758
1686;3.19E-07;9.80E-07;10.79654288
1687;5.86E-06;1.04E-06;10.80033032
1688;1.17502E-05;1.08E-06;10.80412032
1689;1.65484E-05;1.11E-06;10.80791288
1690;2.02487E-05;1.13E-06;10.811708
1691;2.28491E-05;1.12E-06;10.81550568
1692;2.43476E-05;1.11E-06;10.81930592
1693;2.47421E-05;1.07E-06;10.82310872
1694;2.40306E-05;1.02E-06;10.82691408
1695;2.22109E-05;9.63E-07;10.830722
1696;1.9281E-05;9.12E-07;10.83453248
1697;1.52389E-05;8.68E-07;10.83834552
1698;1.00824E-05;8.33E-07;10.84216112
1699;3.22E-07;8.10E-07;10.84597928
1700;3.22E-07;8.10E-07;10.8498
1701;3.22E-07;8.09E-07;10.85362328
1702;3.22E-07;8.09E-07;10.85744912
1703;3.23E-07;8.09E-07;10.86127752
1704;3.23E-07;8.08E-07;10.86510848
1705;3.23E-07;8.08E-07;10.868942
1706;3.23E-07;8.21E-07;10.87277808
1707;3.23E-07;8.48E-07;10.87661672
1708;3.24E-07;8.86E-07;10.88045792
1709;3.24E-07;9.34E-07;10.88430168
1710;3.24E-07;9.88E-07;10.888148
1711;5.94E-06;1.05E-06;10.89199688
1712;1.19269E-05;1.09E-06;10.89584832
1713;1.67972E-05;1.12E-06;10.89970232
1714;2.05532E-05;1.13E-06;10.90355888
1715;2.31927E-05;1.13E-06;10.907418
1716;2.47138E-05;1.12E-06;10.91127968
1717;2.51142E-05;1.08E-06;10.91514392
1718;2.43919E-05;1.03E-06;10.91901072
1719;2.25449E-05;9.70E-07;10.92288008
1720;1.95709E-05;9.18E-07;10.926752
1721;1.5468E-05;8.74E-07;10.93062648
1722;1.0234E-05;8.38E-07;10.93450352
1723;3.27E-07;8.15E-07;10.93838312
1724;3.27E-07;8.15E-07;10.94226528
1725;3.27E-07;8.14E-07;10.94615
1726;3.27E-07;8.14E-07;10.95003728
1727;3.28E-07;8.13E-07;10.95392712
1728;3.28E-07;8.13E-07;10.95781952
1729;3.28E-07;8.12E-07;10.96171448
1730;3.28E-07;8.25E-07;10.965612
1731;3.28E-07;8.53E-07;10.96951208
1732;3.29E-07;8.92E-07;10.97341472
1733;3.29E-07;9.40E-07;10.97731992
1734;3.29E-07;9.95E-07;10.98122768
1735;6.03E-06;1.05E-06;10.985138
1736;1.21063E-05;1.10E-06;10.98905088
1737;1.70498E-05;1.13E-06;10.99296632
1738;2.08623E-05;1.14E-06;10.99688432
1739;2.35415E-05;1.14E-06;11.00080488
1740;2.50854E-05;1.12538E-06;11.004728
1741;2.54918E-05;1.09E-06;11.00865368
1742;2.47587E-05;1.03E-06;11.01258192
1743;2.28839E-05;9.77E-07;11.01651272
1744;1.98652E-05;9.24E-07;11.02044608
1745;1.57006E-05;8.79E-07;11.024382
1746;1.03879E-05;8.43E-07;11.02832048
1747;3.32E-07;8.19E-07;11.03226152
1748;3.32E-07;8.19E-07;11.03620512
1749;3.32E-07;8.19E-07;11.04015128
1750;3.32E-07;8.18E-07;11.0441
1751;3.32E-07;8.18E-07;11.04805128
1752;3.33E-07;8.17E-07;11.05200512
1753;3.33E-07;8.17E-07;11.05596152
1754;3.33E-07;8.30E-07;11.05992048
1755;3.33E-07;8.58E-07;11.063882
1756;3.33E-07;8.98E-07;11.06784608
1757;3.34E-07;9.47E-07;11.07181272
1758;3.34E-07;1.00E-06;11.07578192
1759;6.12E-06;1.06E-06;11.07975368
1760;1.22883E-05;1.11E-06;11.083728
1761;1.73062E-05;1.14E-06;11.08770488
1762;2.1176E-05;1.15E-06;11.09168432
1763;2.38955E-05;1.15E-06;11.09566632
1764;2.54626E-05;1.13E-06;11.09965088
1765;2.58752E-05;1.10E-06;11.103638
1766;2.5131E-05;1.04E-06;11.10762768
1767;2.3228E-05;9.83E-07;11.11161992
1768;2.0164E-05;9.30E-07;11.11561472
1769;1.59367E-05;8.84E-07;11.11961208
1770;1.05441E-05;8.48E-07;11.123612
1771;3.37E-07;8.24E-07;11.12761448
1772;3.37E-07;8.23E-07;11.13161952
1773;3.37E-07;8.23E-07;11.13562712
1774;3.37E-07;8.22E-07;11.13963728
1775;3.37E-07;8.22E-07;11.14365
1776;3.37648E-07;8.21E-07;11.14766528
1777;3.38E-07;8.21E-07;11.15168312
1778;3.38E-07;8.34E-07;11.15570352
1779;3.38E-07;8.62E-07;11.15972648
1780;3.38E-07;9.03E-07;11.163752
1781;3.39E-07;9.52E-07;11.16778008
1782;3.39E-07;1.01E-06;11.17181072
1783;6.22E-06;1.07E-06;11.17584392
1784;1.24731E-05;1.12E-06;11.17987968
1785;1.75664E-05;1.15E-06;11.183918
1786;2.14944E-05;1.16E-06;11.18795888
1787;2.42548E-05;1.16E-06;11.19200232
1788;2.58455E-05;1.14E-06;11.19604832
1789;2.62643E-05;1.11E-06;11.20009688
1790;2.55089E-05;1.05E-06;11.204148
1791;2.35773E-05;9.90E-07;11.20820168
1792;2.04672E-05;9.36E-07;11.21225792
1793;1.61764E-05;8.89E-07;11.21631672
1794;1.07027E-05;8.52E-07;11.22037808
1795;3.42E-07;8.27E-07;11.224442
1796;3.42E-07;8.27E-07;11.22850848
1797;3.42E-07;8.26E-07;11.23257752
1798;3.42E-07;8.26E-07;11.23664912
1799;3.43E-07;8.25E-07;11.24072328
1800;3.43E-07;8.24941E-07;11.2448
1801;3.43E-07;8.24E-07;11.24887928
1802;3.43E-07;8.38E-07;11.25296112
1803;3.43E-07;8.67E-07;11.25704552
1804;3.44E-07;9.08E-07;11.26113248
1805;3.44E-07;9.58E-07;11.265222
1806;3.44E-07;1.02E-06;11.26931408
1807;6.31E-06;1.08E-06;11.27340872
1808;1.26607E-05;1.12E-06;11.27750592
1809;1.78306E-05;1.16E-06;11.28160568
1810;2.18176E-05;1.17E-06;11.285708
1811;2.46196E-05;1.17E-06;11.28981288
1812;2.62342E-05;1.15E-06;11.29392032
1813;2.66592E-05;1.12E-06;11.29803032
1814;2.58925E-05;1.06E-06;11.30214288
1815;2.39319E-05;9.96E-07;11.306258
1816;2.0775E-05;9.41E-07;11.31037568
1817;1.64196E-05;8.93E-07;11.31449592
1818;1.08636E-05;8.56E-07;11.31861872
1819;3.47E-07;8.31E-07;11.32274408
1820;3.47E-07;8.30E-07;11.326872
1821;3.47E-07;8.30E-07;11.33100248
1822;3.47E-07;8.29421E-07;11.33513552
1823;3.48E-07;8.29E-07;11.33927112
1824;3.48E-07;8.28345E-07;11.34340928
1825;3.48E-07;8.27806E-07;11.34755
1826;3.48E-07;8.42E-07;11.35169328
1827;3.49E-07;8.71E-07;11.35583912
1828;3.49E-07;9.12E-07;11.35998752
1829;3.49E-07;9.63E-07;11.36413848
1830;3.49E-07;1.02E-06;11.368292
1831;6.40E-06;1.08E-06;11.37244808
1832;1.28511E-05;1.13E-06;11.37660672
1833;1.80987E-05;1.16E-06;11.38076792
1834;2.21457E-05;1.18E-06;11.38493168
1835;2.49898E-05;1.18E-06;11.389098
1836;2.66287E-05;1.16E-06;11.39326688
1837;2.70601E-05;1.12E-06;11.39743832
1838;2.62819E-05;1.06E-06;11.40161232
1839;2.42917E-05;1.00E-06;11.40578888
1840;2.10874E-05;9.46E-07;11.409968
1841;1.66665E-05;8.97E-07;11.41414968
1842;1.1027E-05;8.59E-07;11.41833392
1843;3.52E-07;8.34E-07;11.42252072
1844;3.52E-07;8.34E-07;11.42671008
1845;3.52E-07;8.33E-07;11.430902
1846;3.53E-07;8.32508E-07;11.43509648
1847;3.53E-07;8.32E-07;11.43929352
1848;3.53E-07;8.31E-07;11.44349312
1849;3.53E-07;8.31E-07;11.44769528
1850;3.54E-07;8.45E-07;11.4519
1851;3.54E-07;8.74E-07;11.45610728
1852;3.54E-07;9.17E-07;11.46031712
1853;3.54E-07;9.68E-07;11.46452952
1854;3.54E-07;1.03E-06;11.46874448
1855;6.50E-06;1.09E-06;11.472962
1856;1.30443E-05;1.14E-06;11.47718208
1857;1.83709E-05;1.17E-06;11.48140472
1858;2.24787E-05;1.19E-06;11.48562992
1859;2.53656E-05;1.19E-06;11.48985768
1860;2.70291E-05;1.17E-06;11.494088
1861;2.7467E-05;1.13E-06;11.49832088
1862;2.66771E-05;1.07E-06;11.50255632
1863;2.4657E-05;1.01E-06;11.50679432
1864;2.14045E-05;9.50E-07;11.51103488
1865;1.69172E-05;9.01E-07;11.515278
1866;1.11928E-05;8.62E-07;11.51952368
1867;3.57E-07;8.37E-07;11.52377192
1868;3.58E-07;8.36E-07;11.52802272
1869;3.58E-07;8.36E-07;11.53227608
1870;3.58E-07;8.35E-07;11.536532
1871;3.58E-07;8.35E-07;11.54079048
1872;3.58E-07;8.34E-07;11.54505152
1873;3.59E-07;8.33E-07;11.54931512
1874;3.59E-07;8.48E-07;11.55358128
1875;3.59E-07;8.78E-07;11.55785
1876;3.59E-07;9.20E-07;11.56212128
1877;3.60E-07;9.73E-07;11.56639512
1878;3.60E-07;1.03264E-06;11.57067152
1879;6.60E-06;1.10E-06;11.57495048
1880;1.32405E-05;1.15E-06;11.579232
1881;1.86471E-05;1.18E-06;11.58351608
1882;2.28168E-05;1.20E-06;11.58780272
1883;2.5747E-05;1.19E-06;11.59209192
1884;2.74355E-05;1.17E-06;11.59638368
1885;2.78801E-05;1.14E-06;11.600678
1886;2.70783E-05;1.07E-06;11.60497488
1887;2.50278E-05;1.01E-06;11.60927432
1888;2.17263E-05;9.54E-07;11.61357632
1889;1.71716E-05;9.05E-07;11.61788088
1890;1.13611E-05;8.65E-07;11.622188
1891;3.63E-07;8.39E-07;11.62649768
1892;3.63E-07;8.39E-07;11.63080992
1893;3.63E-07;8.38E-07;11.63512472
1894;3.63E-07;8.37E-07;11.63944208
1895;3.64E-07;8.37E-07;11.643762
1896;3.64E-07;8.36E-07;11.64808448
1897;3.64E-07;8.36E-07;11.65240952
1898;3.64E-07;8.50E-07;11.65673712
1899;3.64E-07;8.80E-07;11.66106728
1900;3.65E-07;9.24E-07;11.6654
1901;3.65E-07;9.77242E-07;11.66973528
1902;3.65E-07;1.04E-06;11.67407312
1903;6.70E-06;1.10E-06;11.67841352
1904;1.34396E-05;1.15E-06;11.68275648
1905;1.89275E-05;1.19E-06;11.687102
1906;2.31599E-05;1.20E-06;11.69145008
1907;2.61342E-05;1.20E-06;11.69580072
1908;2.78481E-05;1.18E-06;11.70015392
1909;2.82993E-05;1.14E-06;11.70450968
1910;2.74855E-05;1.08E-06;11.708868
1911;2.54042E-05;1.02E-06;11.71322888
1912;2.20531E-05;9.58E-07;11.71759232
1913;1.74298E-05;9.08E-07;11.72195832
1914;1.1532E-05;8.68E-07;11.72632688
1915;3.68E-07;8.41E-07;11.730698
1916;3.68E-07;8.41E-07;11.73507168
1917;3.69E-07;8.40E-07;11.73944792
