pi;random_choice;D_ini;D_sem_to_D_ini_ratio;D_adv_to_D_ini_ratio;Dmin;EL;SGC;RMD;CVDD;emergence_delay;IPD;n_seminal_roots;n_adventitious_roots;starting_time_for_adventitious_roots_emergence;ER;GDs;main_roots_growth_extender;LDs;root_tissue_density;struct_mass_C_content;gravitropism_coefficient;segment_length;T_ref_growth;relative_process_value_at_T_ref_growth;root_growth_T_ref;root_growth_A;root_growth_B;root_growth_C;root_hair_radius;root_hair_max_length;root_hairs_density;root_hairs_elongation_rate;root_hairs_lifespan;yield_growth;resp_maintenance_max;resp_maintenance_max_T_ref;resp_maintenance_max_A;resp_maintenance_max_B;resp_maintenance_max_C;Km_maintenance;expected_C_sucrose_root;expected_C_hexose_root;expected_C_hexose_soil;expected_C_hexose_reserve;phloem_surfacic_fraction;symplasm_surfacic_fraction;surfacic_unloading_rate_reference;surfacic_unloading_rate_primordium;phloem_permeability;phloem_permeability_T_ref;phloem_permeability_A;phloem_permeability_B;phloem_permeability_C;surfacic_loading_rate_reference;max_loading_rate_T_ref;max_loading_rate_A;max_loading_rate_B;max_loading_rate_C;Km_unloading;Km_loading;gamma_loading;C_hexose_reserve_max;C_hexose_reserve_min;C_hexose_root_min_for_reserve;max_immobilization_rate;max_immobilization_rate_T_ref;max_immobilization_rate_A;max_immobilization_rate_B;max_immobilization_rate_C;Km_immobilization;max_mobilization_rate;max_mobilization_rate_T_ref;max_mobilization_rate_A;max_mobilization_rate_B;max_mobilization_rate_C;Km_mobilization;expected_exudation_efflux;Pmax_apex;permeability_coeff_T_ref;permeability_coeff_A;permeability_coeff_B;permeability_coeff_C;gamma_exudation;uptake_rate_max;uptake_rate_max_T_ref;uptake_rate_max_A;uptake_rate_max_B;uptake_rate_max_C;Km_uptake;secretion_rate_max;secretion_rate_max_T_ref;secretion_rate_max_A;secretion_rate_max_B;secretion_rate_max_C;Km_secretion;gamma_secretion;surfacic_cells_release_rate;surfacic_cells_release_rate_T_ref;surfacic_cells_release_rate_A;surfacic_cells_release_rate_B;surfacic_cells_release_rate_C;C_cells_soil_max;hexose_degradation_rate_max;hexose_degradation_rate_max_T_ref;hexose_degradation_rate_max_A;hexose_degradation_rate_max_B;hexose_degradation_rate_max_C;Km_hexose_degradation;mucilage_degradation_rate_max;mucilage_degradation_rate_max_T_ref;mucilage_degradation_rate_max_A;mucilage_degradation_rate_max_B;mucilage_degradation_rate_max_C;Km_mucilage_degradation;cells_degradation_rate_max;cells_degradation_rate_max_T_ref;cells_degradation_rate_max_A;cells_degradation_rate_max_B;cells_degradation_rate_max_C;Km_cells_degradation;growing_zone_factor;Km_elongation;Km_thickening;relative_root_thickening_rate_max;nodule_formation_probability;nodule_max_radius;Km_nodule_thickening;relative_nodule_thickening_rate_max;random;simulation_period_in_days;time_step_in_days;recording_interval_in_days;input_file;input_file_time_step_in_days;forcing_constant_inputs;constant_sucrose_input_rate;constant_soil_temperature_in_Celsius;nodules_option;root_order_limitation;root_order_treshold;ArchiSimple;ArchiSimple_C_fraction;radial_growth;plotting;displayed_property;displayed_min_value;displayed_max_value;log_scale;color_map;root_hairs_display;camera_rotation;camera_rotation_n_points;x_center;y_center;z_center;z_camera;camera_distance;step_back_coefficient;recording_images;classification_by_layers;layers_z_min;layers_z_max;layers_thickness;initial_segment_length;initial_C_sucrose_root;initial_C_hexose_root;Plant_genotype
3.141592653589793;1;0.0007;0.95;0.9;0.000122;0.0002314815;0;0.58;0.26;163872;0.00363;1;0;345600;1.45e-05;7,46E+11;20;75470.4;100000;0.036636137;0.05;0.0035;20;16;0;0.05;0;0;6,00E-06;0.001;375000000.0;0.0037037037037037;165600;0.8;7.5e-09;20;-0.0442;1.55;1;0.000278;6.938662225922843e-05;0.001;1,00E-05;0.002;1;10;5,00E-09;1.5000000000000002e-08;0.0002;10;-0.04;2.9;1;2,00E-06;10;-0.04;2.9;1;8.333333333333333e-05;0.000166667;0;0.005;0;0.005;1.33e-06;20;-0.0521;0.861;1;0.001;1.33e-06;20;-0.0521;0.861;1;0.01;4.687451814845653e-10;2,00E-05;20;0;1;0;0.4;6.41e-10;20;0;3.82;1;0.000167;5.1126036652807137e-08;20;0;2;1;8.33335e-05;1;2.3533050791148892e-08;20;-0.187;2.48;1;0.0006106022758812;6.41e-09;20;0;3.98;1;8.33e-05;6.41e-09;20;0;3.98;1;8.33e-05;3.205e-09;20;0;3.98;1;8.33e-05;16;0.000208333;0.000208;5.79e-07;0.5;0.016;0.020833333333333336;2.3148148148148148e-06;True;5;0.041666667;10;sucrose_input_Swinnen_et_al_1994.csv;1;True;5,00E-10;10;False;True;3;False;0.33;False;True;C_hexose_root;0.0001;1;True;jet;True;False;120;0;0;-0.1;-0.2;0.4;0;True;True;0;0.5;0.05;0.001;0.0001;0.0001;WHEAT
