Time (days),Sucrose input (mol of sucrose),Final deficit in sucrose of the whole root system (mol of sucrose),Cumulated amount of C present in the root-soil system (mol of C),Cumulated amount of C that has been respired by roots (mol of C),Cumulated amount of C that has been degraded in the soil (mol of C),Root structural mass (g),Root necromass (g),Root length (m),Root surface (m2),Total root hairs mass (g),Total living root hairs surface (m2),Sucrose in the root (mol of sucrose),Hexose in the mobile pool of the roots (mol of hexose),Hexose in the reserve pool of the roots (mol of hexose),Hexose in the soil (mol of hexose),Mucilage in the soil (mol of hexose),Cells in the soil (mol of equivalent-hexose),Deficit of sucrose in the root (mol of sucrose),Deficit of hexose in the mobile pool of the roots (mol of hexose),Deficit of hexose in the soil (mol of hexose),Deficit of mucilage in the soil (mol of hexose),Deficit of cells in the soil (mol of hexose),CO2 originating from root growth (mol of C),CO2 originating from root maintenance (mol of C),Structural mass produced (g),Hexose unloaded from phloem (mol of hexose),Sucrose reloaded in the phloem (mol of hexose),Hexose mobilized from reserve (mol of hexose),Hexose stored as reserve (mol of hexose),Hexose emitted in the soil (mol of hexose),Hexose taken up from the soil (mol of hexose),Mucilage secreted in the soil (mol of hexose),Cells release in the soil (mol of equivalent-hexose),Total rhizodeposition (mol of hexose),Hexose degraded in the soil (mol of hexose),Mucilage degraded in the soil (mol of hexose),Cells degraded in the soil (mol of equivalent-hexose),Concentration of hexose in the main root tip (mol of hexose per g),Soil temperature (degree Celsius)
0.8333333399999999,1.8000000143999998e-06,0.0,0.00043172893958677615,1.8912046080528843e-06,4.921145682406954e-08,0.00024055922458021198,0.0,0.00625080648135414,1.3746241404583542e-05,1.1580243261373145e-07,3.8600810871243805e-07,2.4332940041762307e-05,1.7963817198218607e-05,1.2033751350641285e-06,2.6485428447549813e-06,2.5325461955827943e-09,1.8153386490326967e-09,0.0,0.0,0.0,0.0,0.0,1.0569647685799976e-07,3.239057390632462e-09,1.126238856099911e-05,1.4236639208858792e-06,0.0,2.779430869648398e-07,3.3425502976983537e-07,2.2680951117952512e-07,7.886298253617823e-11,1.7865828096804846e-10,1.196758335400817e-10,2.270289823114971e-07,7.769287393371068e-10,8.883860115877387e-12,3.1381533274490142e-12,0.020864248854839514,10
0.8750000069999999,1.8000000143999998e-06,0.0,0.00045321318370127164,2.001781374357664e-06,5.419371627966635e-08,0.00025174544958077544,0.0,0.006541474726803579,1.4385454261758596e-05,2.233642882979108e-07,7.445476276597025e-07,2.5403251569328337e-05,1.9040925915575854e-05,1.2598440693453668e-06,2.8864605396357473e-06,2.7024816789228975e-09,1.9310086580606343e-09,0.0,0.0,0.0,0.0,0.0,1.0718379896535077e-07,3.392967339428959e-09,1.1293786856247646e-05,1.4593769736679354e-06,0.0,2.909856947555564e-07,3.4745462903679454e-07,2.388181123325001e-07,8.314441426454915e-11,1.7968737872502598e-10,1.190216521067331e-10,2.3903367694906726e-07,8.172730374690823e-10,9.751895384923227e-12,3.3516430787951598e-12,0.02405876466789261,10
0.9166666739999999,1.8000000143999998e-06,0.0,0.0004746980052348094,2.111571641847981e-06,5.942283847110237e-08,0.0002629280711816561,0.0,0.00683204933978421,1.502446121038035e-05,3.103000809425604e-07,1.0343336031418679e-06,2.645664209392389e-05,2.0140684379495726e-05,1.3161918563129934e-06,3.1358078115851818e-06,2.872056509483072e-09,2.0491078909287146e-09,0.0,0.0,0.0,0.0,0.0,1.0624400417869547e-07,3.5462633116214756e-09,1.1269557393525324e-05,1.4932189796089005e-06,0.0,3.040003211983611e-07,3.603481081659878e-07,2.502920852569261e-07,8.742642058892525e-11,1.8014501902121756e-10,1.2166252274378697e-10,2.505064663781022e-07,8.573868869025879e-10,1.0570188461042046e-11,3.5632898757066265e-12,0.027082023466819913,10
0.9583333409999999,1.8000000143999998e-06,0.0,0.0004961814857468204,2.222416216756759e-06,6.490107648885866e-08,0.0002741105359028863,0.0,0.007122619876328621,1.5663459194450644e-05,4.1776111730287286e-07,1.3925370576762424e-06,2.7497241690593196e-05,2.125429714931964e-05,1.372641485100946e-06,3.396555541172214e-06,3.0415612171779712e-09,2.1699820601096987e-09,0.0,0.0,0.0,0.0,0.0,1.0714492608147398e-07,3.699648827304415e-09,1.1289925757590495e-05,1.5188008354613894e-06,0.0,3.170384700068012e-07,3.734880987947537e-07,2.6173728720543547e-07,9.174218731116602e-11,1.8094968569515935e-10,1.2465342971455854e-10,2.619511481335341e-07,8.97815431092213e-10,1.1444978000260618e-11,3.779260533574557e-12,0.029960370454675728,10
1.000000008,1.8000000143999998e-06,0.0,0.0005176629779564155,2.3349332502520935e-06,7.063210801655182e-08,0.0002852936025205095,0.0,0.007413206052838121,1.630249157260054e-05,5.5964189579082e-07,1.8654729859693995e-06,2.8524489723733916e-05,2.2382705275869394e-05,1.4292662220815016e-06,3.6686983907060363e-06,3.2114191911108866e-09,2.292986225886849e-09,0.0,0.0,0.0,0.0,0.0,1.0866364653686362e-07,3.853386958470746e-09,1.1324947396111127e-05,1.5455039625185655e-06,0.0,3.3011706348638896e-07,3.867418004669445e-07,2.7317770792441153e-07,9.61031207877333e-11,1.822753089629204e-10,1.2700348222793526e-10,2.7339088359481466e-07,9.387552698014012e-10,1.241733503000536e-11,3.999316450785061e-12,0.032708597623329345,10
1.0416666749999999,1.8000000143999998e-06,0.0,0.0005391424792443626,2.4491216654802407e-06,7.661961633092608e-08,0.0002964770779092266,0.0,0.007703802851052144,1.6941547309098662e-05,7.359494089633527e-07,2.4531646965445083e-06,2.9537267718792385e-05,2.3528152966690346e-05,1.4860651365909497e-06,3.952231058760569e-06,3.3819892759900984e-09,2.4174778841248522e-09,0.0,0.0,0.0,0.0,0.0,1.1018090556735396e-07,4.007509660793189e-09,1.1359782901889657e-05,1.5744440386830546e-06,0.0,3.432358866820891e-07,4.0003480119153725e-07,2.8461337701532857e-07,1.0050640988886742e-10,1.840635146125183e-10,1.2871372999334128e-10,2.848256478500456e-07,9.80202550907064e-10,1.3493429733306792e-11,4.222071755337956e-12,0.035334749855938714,10
1.083333342,1.8000000143999998e-06,0.0,0.0005606199867112178,2.564980536419629e-06,8.286741758506213e-08,0.00030766079263658415,0.0,0.007994405868356402,1.7580616722090522e-05,9.466887405797237e-07,3.155629135265746e-06,3.0535353170151976e-05,2.469105955600141e-05,1.5430374068858193e-06,4.24718093701206e-06,3.553570292717603e-09,2.5428166132599652e-09,0.0,0.0,0.0,0.0,0.0,1.1169683625936012e-07,4.162034680028482e-09,1.1394454058973915e-05,1.6038291260808105e-06,0.0,3.5639474979613167e-07,4.1336702009100113e-07,2.9607700634980246e-07,1.0495392390477966e-10,1.8626065028912448e-10,1.2978513018901978e-10,2.962880982063758e-07,1.0221741744071498e-09,1.4679633561619973e-11,4.446401053906971e-12,0.037845003742614146,10
1.1250000089999999,1.8000000143999998e-06,0.0,0.0005820956183554569,2.6825090397130523e-06,8.925833028414154e-08,0.00031884459491892444,0.0,0.0082850111607314,1.786725592344865e-05,1.1918633714611639e-06,3.972877904870547e-06,3.1539341446874115e-05,2.583028585175426e-05,1.6001822914519278e-06,4.553501709423408e-06,3.7471705306479385e-09,2.6640988078111695e-09,0.0,0.0,0.0,0.0,0.0,1.1321152978825858e-07,4.316973505164744e-09,1.1428976913221673e-05,1.5920234753557076e-06,0.0,3.6959348156127414e-07,4.2673836612738277e-07,3.074729416667166e-07,1.0742019947323091e-10,2.0939645691616164e-10,1.2588903618288775e-10,3.077008069603424e-07,1.0447490558957237e-09,1.5796218985826158e-11,4.606841631683455e-12,0.03967877347088402,10
1.166666676,1.8000000143999998e-06,0.0,0.0006035692498847256,2.8017050041504264e-06,9.591881681281767e-08,0.0003300282106594692,0.0,0.008575611605914753,1.850631968005121e-05,1.4714739456789209e-06,4.9049131522630695e-06,3.252616358818461e-05,2.699723562026986e-05,1.6508583737454807e-06,4.8725558631157464e-06,3.95285129978684e-09,2.78530605665573e-09,0.0,0.0,0.0,0.0,0.0,1.147237411709174e-07,4.472223266456625e-09,1.1463226314762554e-05,1.626355746179006e-06,0.0,3.828317661811899e-07,4.335078484747428e-07,3.202539925892247e-07,1.11972977765256e-10,2.2306812682765842e-10,1.260350601477378e-10,3.204911227984349e-07,1.0878659191207547e-09,1.738735768875608e-11,4.827811303177e-12,0.022642919512444442,10
1.2083333429999998,1.8000000143999998e-06,0.0,0.0006250408833345527,2.922566342460419e-06,1.0284892773839811e-07,0.00034121153895261204,0.0,0.008866204581926693,1.9145367011087944e-05,1.7855211048473015e-06,5.951737016157671e-06,3.349253721082603e-05,2.818973321365785e-05,1.7149853002872968e-06,5.19317161994679e-06,4.164600468147116e-09,2.9059519051928e-09,0.0,0.0,0.0,0.0,0.0,1.1623505656319354e-07,4.626281746799204e-09,1.1497375452311219e-05,1.6672527835171685e-06,0.0,3.9453951447932014e-07,4.586664410211364e-07,3.2186335133236893e-07,1.1648789222562044e-10,2.3067268841224329e-10,1.256342069821483e-10,3.221031703355377e-07,1.1311066090996958e-09,1.8923520051966837e-11,4.988358445078375e-12,0.019660419957731982,10
1.25000001,1.8000000143999998e-06,0.0,0.0006465105166411022,3.045092708233112e-06,1.100510738434419e-07,0.00035239448524972583,0.0,0.009156787631970262,1.9784392513780158e-05,2.1340045559276704e-06,7.1133485197589e-06,3.444326398648646e-05,2.9411412945795326e-05,1.7726424490282675e-06,5.522035640038164e-06,4.379660436636183e-09,3.0253319701381005e-09,0.0,0.0,0.0,0.0,0.0,1.1774549309839157e-07,4.780872674301533e-09,1.1531429748194147e-05,1.698546477479128e-06,0.0,4.0942653708859824e-07,4.6708368582956903e-07,3.301594793422591e-07,1.2096984786027409e-10,2.357473228539219e-10,1.2456099172912237e-10,3.303988178089819e-07,1.1744894030252873e-09,2.0687354364855713e-11,5.180926783821806e-12,0.020153972980144333,10
1.2916666769999998,1.8000000143999998e-06,0.0,0.0006679781452742399,3.1692847024272096e-06,1.1752918581169708e-07,0.0003635769802265914,0.0,0.009447358954691641,2.0423392226743906e-05,2.516923475568434e-06,8.389744918561446e-06,3.538023324845718e-05,3.064968708449748e-05,1.8304695185107993e-06,5.861318897675458e-06,4.5967447394908716e-09,3.1427937644140883e-09,0.0,0.0,0.0,0.0,0.0,1.1925525849338581e-07,4.93673570071181e-09,1.1565413896506326e-05,1.7260615048585411e-06,0.0,4.2278283283859193e-07,4.806099023211238e-07,3.4062710194308094e-07,1.254862315441006e-10,2.396980816984354e-10,1.2284193589930107e-10,3.4086415572913457e-07,1.2183580742421358e-09,2.2613778843747295e-11,5.380141623313746e-12,0.02173455404592696,10
