length_0.0-0.05_m,length_0.05-0.1_m,length_0.1-0.15_m,length_0.15-0.2_m,length_0.2-0.25_m,length_0.25-0.3_m,length_0.3-0.35_m,length_0.35-0.4_m,length_0.4-0.45_m,length_0.45-0.5_m,struct_mass_0.0-0.05_m,struct_mass_0.05-0.1_m,struct_mass_0.1-0.15_m,struct_mass_0.15-0.2_m,struct_mass_0.2-0.25_m,struct_mass_0.25-0.3_m,struct_mass_0.3-0.35_m,struct_mass_0.35-0.4_m,struct_mass_0.4-0.45_m,struct_mass_0.45-0.5_m,root_necromass_0.0-0.05_m,root_necromass_0.05-0.1_m,root_necromass_0.1-0.15_m,root_necromass_0.15-0.2_m,root_necromass_0.2-0.25_m,root_necromass_0.25-0.3_m,root_necromass_0.3-0.35_m,root_necromass_0.35-0.4_m,root_necromass_0.4-0.45_m,root_necromass_0.45-0.5_m,surface_0.0-0.05_m,surface_0.05-0.1_m,surface_0.1-0.15_m,surface_0.15-0.2_m,surface_0.2-0.25_m,surface_0.25-0.3_m,surface_0.3-0.35_m,surface_0.35-0.4_m,surface_0.4-0.45_m,surface_0.45-0.5_m,net_hexose_exudation_0.0-0.05_m,net_hexose_exudation_0.05-0.1_m,net_hexose_exudation_0.1-0.15_m,net_hexose_exudation_0.15-0.2_m,net_hexose_exudation_0.2-0.25_m,net_hexose_exudation_0.25-0.3_m,net_hexose_exudation_0.3-0.35_m,net_hexose_exudation_0.35-0.4_m,net_hexose_exudation_0.4-0.45_m,net_hexose_exudation_0.45-0.5_m,total_rhizodeposition_0.0-0.05_m,total_rhizodeposition_0.05-0.1_m,total_rhizodeposition_0.1-0.15_m,total_rhizodeposition_0.15-0.2_m,total_rhizodeposition_0.2-0.25_m,total_rhizodeposition_0.25-0.3_m,total_rhizodeposition_0.3-0.35_m,total_rhizodeposition_0.35-0.4_m,total_rhizodeposition_0.4-0.45_m,total_rhizodeposition_0.45-0.5_m,hexose_degradation_0.0-0.05_m,hexose_degradation_0.05-0.1_m,hexose_degradation_0.1-0.15_m,hexose_degradation_0.15-0.2_m,hexose_degradation_0.2-0.25_m,hexose_degradation_0.25-0.3_m,hexose_degradation_0.3-0.35_m,hexose_degradation_0.35-0.4_m,hexose_degradation_0.4-0.45_m,hexose_degradation_0.45-0.5_m,time_in_days
0.0033428576653263624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012864823927147392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7.351327958369939e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3890504703331378e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3913553524334427e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.045099992580995e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41666666999999996
0.003633636318868632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013983871327339072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7.990783615622328e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.478433103807923e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.480794494672134e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4389727391150895e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45833333699999995
0.003924417051838344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015102926730105375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8.630243845774499e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5684559805969412e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5708656317047924e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.828015563852938e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.500000004
0.004215201542747038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001622199659511571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,9.26971234006612e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6597233739640084e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.662173489307327e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.213379745806376e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.541666671
0.0045000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001731802950291374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,9.896016858807852e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.750607739061302e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.753084614218794e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.588577061942642e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.583333338
0.00479678772912846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018460202536058057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0548687163461749e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8806309484614844e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833991383054024e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.978311163421211e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625000005
0.005087593637567467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001957935482538436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.1188202757362492e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8423369994566888e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.845213392646056e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.331375195697696e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666672
0.005378413939188307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020698562506165686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.1827750003523253e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9776823190497756e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9806174916758246e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.648696926280679e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.708333339
0.005669241111998579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021818207313447626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.246731236021878e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0577388368698888e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0606956844229783e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.006301836565256e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7500000059999999
0.005960058390295692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022941263845182664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.310685295774341e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1520604105851636e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1550343707098752e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.379830651205107e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666729999999
0.00625080648135414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024067502701282571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.3746241404583545e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26730648196989e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2702898231149708e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.769287393371069e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333399999999
0.006541474726803579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025196881386907336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.4385454261758599e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3873496791823553e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.390336769490673e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.172730374690824e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8750000069999999
0.006832049339784211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026323837126259874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.5024461210380353e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.502046588363372e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.505064663781022e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.573868869025882e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666739999999
0.007122619876328621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002745282970201892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.566345919445065e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.616455450181244e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.619511481335341e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.978154310922131e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333409999999
0.007413206052838121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002858532444163003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.6302491572600544e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7308160480362383e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.733908835948147e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.387552698014012e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000008
0.007703802851052145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029721302731819003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.694154730909867e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8451287060543975e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8482564785004566e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.802025509070641e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0416666749999999
0.007994405868356402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003086074813771639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.758061672209053e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.959720524258977e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9628809820637587e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0221741744071498e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.083333342
0.008285011160731402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003200364582903856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.7867255923448656e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0736552146724337e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0770080696034245e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.044749055895724e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1250000089999999
0.008575611605914754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003314996846051482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.8506319680051218e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.201420196114595e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2049112279843493e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0878659191207549e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.166666676
0.008866204581926695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003429970600574594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.914536701108795e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.217468634401434e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2210317033553777e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1311066090996958e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2083333429999998
0.009156787631970266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035452848980565356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.9784392513780168e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.300385094943989e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3039881780898194e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1744894030252875e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25000001
0.009447358954691643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003660939037021598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2.0423392226743913e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.405016157115369e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.408641557291347e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2183580742421358e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2916666769999998
0.009737915809600704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037769319414693525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2.1062360123326636e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.517150497788789e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5207867700638084e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2629550262991294e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.333333344
0.010028455313346493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003893262470660774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2.1701289862708415e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6329656312177094e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.636604443875575e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3083883496833023e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.375000011
0.010318974447093489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004008372730152567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2.2340174806123196e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7413272857668933e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74499860060972e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3516769748636933e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.416666678
0.010609502226175203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041233218185270223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2.2979078761622005e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.849678177533139e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8533924557374353e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.394810253840857e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.458333345
0.010900043921624856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004238620416783967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2.361801332081231e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.959274749432797e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9630306012246424e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4387236019508698e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5000000119999999
