random_choice,D_ini,D_adv_to_D_ini_ratio,Dmin,EL,SGC,RMD,CVDD,emergence_delay,IPD,n_adventitious_roots,ER,GDs,LDs,root_tissue_density,struct_mass_C_content,gravitropism_coefficient,segment_length,T_ref_growth,growth_increase_with_temperature,yield_growth,resp_maintenance_max,Km_maintenance,expected_C_sucrose_root,expected_C_hexose_root,expected_C_hexose_soil,expected_C_hexose_reserve,phloem_surfacic_fraction,symplasm_surfacic_fraction,surfacic_unloading_rate_reference,surfacic_unloading_rate_primordium,phloem_permeability,surfacic_loading_rate_reference,Km_unloading,Km_loading,gamma_loading,C_hexose_reserve_max,C_hexose_reserve_min,C_hexose_root_min_for_reserve,max_immobilization_rate,Km_immobilization,max_mobilization_rate,Km_mobilization,expected_exudation_efflux,Pmax_apex,gamma_exudation,uptake_rate_max,Km_uptake,degradation_rate_max,Km_degradation,growing_zone_factor,Km_elongation,Km_thickening,relative_root_thickening_rate_max,nodule_formation_probability,nodule_max_radius,Km_nodule_thickening,relative_nodule_thickening_rate_max,input_file,random,simulation_period_in_days,time_step_in_days,run_with_solver,forcing_constant_inputs,constant_sucrose_input_rate,constant_soil_temperature_in_Celsius,nodules_option,root_order_limitation,root_order_treshold,ArchiSimple,ArchiSimple_C_fraction,radial_growth,recording_images,classification_by_layers,layers_z_min,layers_z_max,layers_thickness,recording_interval_in_days,plotting,displayed_property,displayed_min_value,displayed_max_value,log_scale,color_map,camera_rotation,camera_rotation_n_points,x_center,y_center,z_center,z_camera,camera_distance,step_back_coefficient,PLANT
1,0.0007,0.95,0.000122,0.000457,0.5,0.58,0.26,490000.0,0.00363,20,1.39e-05,7450000000000.0,75500.0,140000,0.036636137,0.05,0.0035,20,0.05,0.8,7.5e-09,0.000278,6.938662225922843e-05,0.001,1e-05,0.002,0.64,25.6,1e-06,3e-06,0.0002,2e-06,8.33e-05,0.000166667,0,0.005,0,0.005,1.33e-06,0.001,1.33e-06,0.01,4.687451814845653e-10,2e-05,0.4,6.41e-10,0.000167,6.41e-09,8.33e-05,8,0.000208333,0.000208,5.79e-07,0.5,0.016,0.020833333,2.31e-06,sucrose_input_0059.csv,True,30,0.041666667,True,True,5e-10,20,False,True,2,False,0.33,Possible,True,True,0,1,0.1,10,True,C_hexose_root,1e-06,1,True,jet,False,12*10,0.0,0.0,-1.0,-2,4,0.0,WHEAT
